Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Units Net,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,newtaz,Total GSF (Commercial),MIPS,CIE,MED,PDR,RET,VISIT,Net GSF (Commercial),CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,CASENO,BPAPPLNO,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,AFFORDABLE,AFFORDABLENET
5992A060,495 CAMBRIDGE ST,"South Central, Other",PL Filed,5/4/06,56,56,The proposed project would demolish the four two-story buildings and construct 56 dwelling units on 33 newly subdivided lots in a new PUD development. Ten lots would contain single-family homes and 23 lots would contain duplexes. Acces would be provided v,,Residential,RH-1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0587,,5/4/06,,40-X,RH-1,4-May-06,-122.417816,37.72543,,
6935001,1607-1649 Ocean Ave. ,Balboa Park,PL Filed,5/4/06,31,31,"The proposed project would demolish the five existing commercia buildings and construct a new four-story building containing 31 dwelling units, 23,519 sq. ft., and 58-car underground parking garage. ",,Mixed Use,NCT,54,0,0,0,0,0,0,0,"-19,485",0,0,"-6,180","-3,700","-9,605",0,2006.0592,,5/4/06,,40-X,Ocean Avenue NCT,4-May-06,-122.459451,37.724466,,
3753140,935 FOLSOM ST,East SoMa,PL Filed,5/25/06,69,69,"Demolish existing 18,208 sq.ft. industrial structure and construct 69 residential units, 4,400 sq. ft. of retail/ restaurant and 31 parking spaces. The proposed project would be eight-story, with portions of the building at 40 and 85 feet in height and ap",,Mixed Use,MUR,631,"4,400",0,0,0,0,"4,400",0,"-13,808",0,0,0,"-18,208","4,400",0,2006.0241,,5/25/06,,40-X/85-B,MUR,25-May-06,-122.404006,37.779604,,
3753005,205 SHIPLEY ST,East SoMa,PL Filed,5/26/06,51,51,"Demolition of two existing commercial buildings and construction of a four-story, residential over commercial building, containing 51 residential units, 41 parking spaces, and 6,000 sf of commercial space.",,Mixed Use,MUR,631,"6,000",0,0,0,0,"6,000",0,"-11,000",0,0,0,0,"-11,000",0,2006.0679,,5/26/06,,40-X/85-B,MUR,26-May-06,-122.402902,37.779577,,
3994001B,2065 03RD ST,Central Waterfront,PL Filed,6/7/06,62,62,"The proposed project would demolish the existing three one-story structures and construct 62 dwelling units, 7,000 sq. ft. of retail, and 62 parking spaces. The new project would be 65 feet in height and approximately 82,000 gsf. ",,Mixed Use,UMU,558,"7,000",0,0,0,0,"7,000",0,"-4,725",0,0,0,"-11,725","7,000",0,2006.0731,,6/7/06,,50-X,UMU,7-Jun-06,-122.388535,37.763492,,
345002,145 LEAVENWORTH ST,Downtown,PL Filed,7/13/06,84,84,"The proposed project would demolish the two surface parking lots and construct two residentail structures, totaling 84 dwelling units and 19 parking spaces. The two buildings would be approximately 80 feet in height, totaling approximately 104,824 sq. ft.",,Commercial,C-3-G,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0839,,7/13/06,,80-X,C-3-G,13-Jul-06,-122.41411,37.782277,,
3534069,25 DOLORES ST,Market Octavia,PL Filed,7/17/06,46,46,"The proposed project would include the demolition of a vacant auto garage and construct a 46-unit residential building with 29-parking spaces. The building would be four-stories, approximately 40 feet in height and 62,030 sq. ft. ",,Residential,RTO,232,0,0,0,0,0,0,0,"-19,037",0,0,0,"-19,037",0,0,2006.0848,,7/17/06,,40-X,RTO,17-Jul-06,-122.426525,37.768713,,
3148001,4550 MISSION ST,"South Central, Other",PL Filed,7/19/06,17,17,"The proposed project would demolish the existing one-story retail building and construct a new four story structure consisting of 17 dwelling units, 6,750 sq. ft. of retail, and 23 parking spaces. The building would be approximately 36,250 sq. ft. and 40 ",,Mixed Use,NC-3,56,"6,750",0,0,0,0,"6,750",0,"-3,250",0,0,0,0,"-3,250",0,2006.0861,,7/19/06,,40-X,NC-3,19-Jul-06,-122.434635,37.725128,,
350003,1066 MARKET ST,Downtown,PL Filed,7/19/06,255,255,"Demolition of two existing buildings and construction of a 19-story, mixed-use building with 545 dwelling units, 484 off-street parking spaces, and appx. 51,520 GSF of ground floor commercial use.  7/19/06; Project modified to no longer include Lot 2.  Re",,Commercial,C-3-G,296,"11,000","2,500",0,0,0,"8,500",0,"5,840",0,0,"2,500",0,"3,340",0,2004.1007,,7/19/06,,120-X,C-3-G,19-Jul-06,-122.411342,37.781605,,
3736074,41 TEHAMA ST,TB Combo,PL Filed,10/31/06,176,176,"Demolition of a parking storage building and surface parking lot and construction of 23-story, 220' tall residential building with 198 residential dwelling units, 76 ind. access. off-street parking spaces (up to max with stackers or valet), and two loadin",,Commercial,C-3-O(SD),730,0,0,0,0,0,0,0,"-1,400",0,0,0,"-1,400",0,0,2004.0803,,8/14/06,,200-S,C-3-O(SD),14-Aug-06,-122.39631,37.787269,,
4010006,575 VERMONT ST,Showpl/Potrero,PL Filed,8/31/06,2,1,Construct a second dwelling unit?,,Residential,RH-2,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.107,,8/31/06,,40-X,RH-2,31-Aug-06,-122.404115,37.762514,,
3543011,2175 MARKET ST,Market Octavia,PL Filed,8/31/06,60,60,"Demolish the existing gas station and construct a six-story mixed-use building containing 60 residenital units 28 off-street parking spaces, and one 7,300 square-foot retail space at the ground floor.  The project would contain 97,900 square-feet of area ",,Mixed Use,NCT,561,"7,300",0,0,0,0,"7,300",0,"5,813",0,0,0,0,"5,813",0,2006.106,,8/31/06,,50-X,UPR MARKET NCT,31-Aug-06,-122.430245,37.766292,,
6172037,3340 SAN BRUNO AV,"South Central, Other",PL Filed,8/31/06,8,2,The proposal would demolish an existing structure containing six dwelling units and construct a new building with up to eight units.,,Residential,RM-1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.1078,,8/31/06,,40-X,RM-1,31-Aug-06,-122.400808,37.719836,,
150054,1020 BROADWAY ,Northeast,PL Filed,9/28/06,6,6,"Proposed project would involve a three-lot subdivision and the new construction of three two-unit buildings, one on each newly subdivided lot. The buildings would total approximately 19,000 sq. ft., 10 parking spaces, and would be approximately 40 feet in",,Residential,RH-2,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.1202,,9/28/06,,40-X,RH-2,28-Sep-06,-122.413904,37.797123,,
279011,1080 SUTTER ST,Downtown,PL Filed,10/25/06,35,35,"The project site is current vacant and used as a 20-space parking lot. The proposed project would construct 35 dwelling units and 1,339 sq. ft. of ground floor commercial space, and 13 parking spaces. The new structure would be approximately 51,950 sq. ft",,Mixed Use,RC-4,322,"1,339",0,0,0,0,"1,339",0,"1,339",0,0,0,0,"1,339",0,2006.0431,,10/25/06,,130-E,RC-4,25-Oct-06,-122.418078,37.788156,,
3708006,50 01ST ST,TB Combo,PL Filed,12/21/06,600,600,"The project site consist of three undeveloped lots and four buildings ranging from five to seven stories, totaling approx. 251,000 sq. ft. of office, retail, and commercial uses. There are no off-street parking or loading on the site. The proposed project",,Commercial,C-3-O,740,"1,385,000","520,000","25,000",0,0,"230,000","610,000","1,134,000","25,000",0,"288,000",0,"211,000","610,000",2006.1523,,12/21/06,,500-S,C-3-O,21-Dec-06,-122.398492,37.790316,,
347013,399 GOLDEN GATE AV,Downtown,PL Filed,12/28/06,0,0,"The proposal is the construction of a new Shih Yu-Lang Central YMCA Community Facility on land owne by the Hastings College of Law.  The new facility would include approcimately 53,000 gsf in four stories above a full basement at a height of about 76 feet",,Mixed Use,RC-4,286,"53,000",0,0,0,0,"53,000",0,"53,000",0,0,0,0,"53,000",0,2006.1532,,12/28/06,,80-T,RC-4,28-Dec-06,-122.416948,37.78135,,
0133006A,1131 MONTGOMERY ST,Northeast,PL Filed,2/23/07,2,1,"The proposal is construction of a new three-story single-family house behind an existing one-story single family 850-square-foot house at 1131 Montgomery Street.  THe original foundation of the existing house would be replaced, restructured, excavated and",,Residential,RH-3,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0201,,2/23/07,,40-X,RH-3,23-Feb-07,-122.40427,37.799467,,
194009,740 WASHINGTON ST,Northeast,PL Filed,2/28/07,18,18,"The proposed project would demolish the existing 13,500 sf retail building and construct 18 new affordable studio units totaling about 7,704 gsf and a 4,450 sf ground floor senior center. The building would be approximately 50 feet in height, four-stories",,Mixed Use,CVR,792,"4,450",0,"4,450",0,0,0,0,"-9,050","4,450",0,0,0,"-13,500",0,2007.0211,,2/28/07,,50-N,CVR,28-Feb-07,-122.405733,37.795294,18,18
6244036,469 RAYMOND AV,"South Central, Other",PL Filed,8/14/09,1,1,Demolish 1-story single-family residential building straddled in the middle of two lots and construct two single-family residential buildings on each lot.,"DEMOLISH 2 STORIES, 1 DWELLING UNIT, 1 BASEMENT, (200703025279)
RESIDENTIAL BUILDING.ERECT 3 STORIES, 1 BASEMENT, 1 DWELLING UNIT BLDG.",Residential,RH-1,17,0,,,,,,,0,,,,,,,2009.0756,200703025289,8/14/09,3/2/07,40-X,RH-1,2-Mar-07,-122.412886,37.714637,,
3726103,114 07th Street,Downtown,PL Filed,3/28/07,119,119,"The project site consists of two lots across the street from each other, consisting of a surface parking lot and a five-story 117-room hotel. The proposed project would demolish the existing hotel and redevelop both sites with two, six-story buildings. Th",,Industrial,SLR,669,"25,500",,,,,"25,500",0,"-26,222",,,,,"25,500","-51,722",2007.0303,,3/28/07,,65-X,MUG,28-Mar-07,-122.410813,37.778948,,
3727004,150 07TH ST,WSoMa,PL Filed,4/2/07,0,0,Vertical and horizontal addition.,,Industrial,SLR,623,"14,558",,,,,"14,558",,"10,808",,,,,"10,808",,2007.0317,,4/2/07,,50-X,SLR,2-Apr-07,-122.410261,37.778501,,
3719010,181 FREMONT ST,TB Combo,PL Filed,5/15/07,140,140,"66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of t",,Commercial,C-3-O(SD),942,"530,316","530,316",,,,,,"492,866",,,"492,866",,,,2007.0456,,5/15/07,,350-S,C-3-O(SD),15-May-07,-122.395424,37.789645,,
808036,401 Grove Street,Market Octavia,PL Filed,5/23/07,70,70,"Proposed 70-unit residential project on ROW of old Freeway, Market-Octavia Plan Area, bounded by Gough, Grove, Ivy, in three buildings  with ground floor retail on the Gough frontage, 5-stories, 77,000-gsf, including 50 space subsurface parking. 
",,Mixed Use,NCT,619,"7,000",,,,,"7,000",,"7,000",,,,,"7,000",,2007.0487,,5/23/07,,50-X,HAYES NCT,23-May-07,-122.423316,37.777677,,
872005,1960-1998  MARKET ST,Market Octavia,PL Filed,5/29/07,115,115,"Demolition/removal of gas station.  Construction of 115 condominium units (130,000 square feet), 9,000 square feet of retail, 109 parking spaces.  The building would be approximately 85 feet tall and eight stories in height.
1/11/07 Demolition/removal of ",,Mixed Use,NCT-3,243,"9,000",,,,,"9,000",,"9,000",,,,,"9,000",,2006.1431,,5/29/07,,80-B,NCT-3,29-May-07,-122.425974,37.770026,,
4711118,Hudson Ave and Whitney Young Cir,"BVHP Area A,B",PL Filed,6/6/07,24,24,,,Residential,RH-2,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6/6/07,6/6/07,160-D,RH-2,6-Jun-07,-122.38136,37.73284,24,24
8704005,330-335 BERRY STREET (N-S SIDE),Mission Bay,PL Filed,6/8/07,131,131,,,Mixed Use,MB-RA,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6/6/07,,MB-RA,6-Jun-07,-122.394947,37.774692,131,131
3740027,SPEAR STREET AND FOLSOM ST,TB Combo,PL Filed,6/8/07,85,85,HSG for Low- & moderate income families and individuals,,Public,P,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6/8/07,,40-X,P,8-Jun-07,-122.390999,37.79008,85,85
729046,1210 SCOTT STREET,Western Addition,PL Filed,6/8/07,18,18,First-time Homeownership - avg. 80pct AMI,,Residential,RM-3,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6/8/07,65-A,RM-3,8-Jun-07,-122.437129,37.780997,18,18
4591A010,142 ALBATROSS,Other S Bayshore,PL Filed,6/8/07,50,50,Family housing,,Residential,RM-1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6/8/07,40-X,HP-RA,8-Jun-07,-122.372154,37.728285,50,50
853021,102-104 OCTAVIA STREET,Market Octavia,PL Filed,6/8/07,20,20,Youth housing,,Mixed Use,NCT,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6/8/07,80-B,HAYES NCT,8-Jun-07,-122.423554,37.773097,20,20
3749064,FOLSOM AND ESSEX,TB Combo,PL Filed,6/8/07,100,100,Housing for Chronically homeless,,Hi Density Res,TB DTR,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6/8/07,84-X,M-1,8-Jun-07,-122.395689,37.78638,100,100
165006,717 BATTERY ST,Northeast,PL Filed,6/15/07,78,78,"Addition of two stories to an existing three-story building (717 Battery) and construction of a new five-story building, all for residential use - 78 dwelling units with 78 off-street parking spaces. Variance requested for rear yard modification, open spa",,Commercial,C-2,826,"51,297","51,297",,,,,,"20,519",,,"20,519",,,,2005.0285,,6/15/07,,65-A,C-2,15-Jun-07,-122.401084,37.797868,,
5278020A,1531 JERROLD AV,"BVHP Area A,B",PL Filed,6/21/07,0,0,"Build Facility  for facility for recreation, social contact, and education.",,Residential,RH-1,429,"8,250",,"8,250",,,,,"8,250","8,250",,,,,,2007.0606,,6/21/07,,40-X,RH-1,21-Jun-07,-122.388228,37.737956,,
828012,735 Fell St,Western Addition,PL Filed,7/3/07,0,0,"PUD for Demolition of two structures (rectory and convent), new construction for Megan Furth Academy (K-8) expansion.",,Residential,RM-3,265,"38,000",,"38,000",,,,,"16,000","16,000",,,,,,2007.0677,,7/3/07,,40-X,RM-1,3-Jul-07,-122.429934,37.7749,,
3732009,900 FOLSOM ST,East SoMa,PL Filed,7/6/07,300,300,"396,000-gsf 9-story 300-u residential mixed use, 285 parking, in two bldgs, requiring CU and Variance, otherwise conforming to RSD; LEED GOLD. Remove surface parking, 2 billboards. 1.3 ac site.
",,Mixed Use,MUR,628,"6,340",,,,,"6,340",,"6,340",,,,,"6,340",,2007.0689,,7/6/07,,40-X/85-B,MUR,6-Jul-07,-122.403606,37.780261,,
595013,1645-1661 PACIFIC AV,Northeast,PL Filed,7/25/07,50,50,"Demo auto repair buildings and construct 65,000-sf, 50-unit, residential condominium building, with 50 stacker parking spaces at basement, with common lobby entrance and roof deck.",,Mixed Use,NCD,345,0,,,,0,0,,"-27,275",,,,"-27,275",0,,2007.0519,200707187066,7/25/07,,65-A,POLK,25-Jul-07,-122.422317,37.794805,,
1939001,Treasure Island,Treasure Island,PL Filed,12/4/07,6000,6000,"Development and Redevelopment Plan for Treasure Island and Yerba Buena Island, including land uses up to (approximately): 6,000 units residential, 500 rooms hotel, 250,000-sf retail, 300 acres park and open space, parking, reuse and historic rehabilitatio",,Public,P,868,"250,000",0,0,0,0,"250,000",0,"250,000",0,0,0,0,"250,000",0,2007.0903,,8/9/07,,40-X,P,9-Aug-07,-122.371048,37.823551,,0
3784085,570 TOWNSEND ST,WSoMa,PL Filed,8/16/07,85,85,"Construction 85-unit rental housing, 65-ft at roofine, 100% affordable for 55 years, with replacement PDR space 15% lot size, 16 parking spaces, support services, total 109,592-gsf",,Industrial,SLI,602,"6,069",,,,"4,023","2,046",,"-17,729",,,,"-19,775","2,046",,2007.0928,,8/16/07,,65-X,SLI,16-Aug-07,-122.401037,37.772514,85,85
4886008,Hunters Point Expy,Candlestick,PL Filed,12/3/07,11642,11379,"Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,0",,Public,P,881,"7,996,866","5,702,258",0,0,"814,608","870,000","610,000","7,996,866",0,0,"5,702,258","814,608","870,000","610,000",2007.0946,,8/24/07,,OS,P,24-Aug-07,-122.381602,37.711469,,0
3756003,350 08TH ST,WSoMa,PL Filed,9/7/07,416,416,"Seven building mixed-use development for 416 rental dus in 384,000-sf, with 50K-sf retail, 8,700-sf industrial/studio, and 409-space below ground parking on site of SOMA busyard, block bounded by 8th Street, Harrison, Ringold, Gordon, totaling 634,000-sf.",,Industrial,SLR,598,"61,700",,,,"8,700","53,000",,"56,700",,,,"3,700","53,000",,2007.1035,,9/7/07,,40-X,SLR,7-Sep-07,-122.40947,37.774474,,
2620018,126 MUSEUM WY,Buena Vista,PL Filed,9/12/07,2,1,"The project would demolish an existing single-family dwelling (1,028 square feet) and construct a new two-unit dwelling with two off-street parking spaces.",,Residential,RH-2,563,0,,,,,,,0,,,,,,,2007.1058,,9/12/07,,40-X,RH-2,12-Sep-07,-122.439794,37.764214,,
183001,1201 PACIFIC AV,Northeast,PL Filed,9/12/07,8,6,CU for demolition of two dwelling units; construction of 6 to 8 replacement units with 1:1 parking,,Mixed Use,NC-2,355,0,,,,,,,0,,,,,,,2007.1059,,9/12/07,,65-A,PACIFIC,12-Sep-07,-122.415153,37.795755,,
317007,450 OFARRELL ST,Downtown,PL Filed,9/19/07,144,144,"PUD for church rebuild with 144-unit, 100% affordable, residential mid-rise, and unbundled 120-space subsurface parking serving both uses and neighborhood retail. Church asserting right to demolish rated 1910 existing church building. Sponsor will seek LE",,Mixed Use,RC-4,711,"20,000",,"15,000",,,"5,000",,"-11,000","-10,000",,,,"-1,000",,2007.1096,,9/19/07,,80-130-T,RC-4,19-Sep-07,-122.412342,37.786004,144,144
3752023,397 05TH ST,WSoMa,PL Filed,9/24/07,24,24,"Build a 24-unit residential over 5,000 square feet of retail space.
Demolition of two existing buildings and surface parking lot and new construction of 24 residential units, 5,110 sq. ft. of retail, and 19 parking spaces. The new structure would be appr",,Industrial,RSD,664,"5,000",,,,,"5,000",,"5,000",,,,,"5,000",,2007.111,,9/24/07,,40-X/85-B,RSD,24-Sep-07,-122.401886,37.779189,,
3721019,562 HOWARD ST,TB Combo,PL Filed,10/3/07,19,19,"8-story residential addition to existing 2-story commercial building & a change of use of the existing ground-floor space to retail, 19 new dwelling units, ten (total) stories",,Public,P,741,"2,300",,,,0,"2,300",,0,,,,"-2,300","2,300",,2007.1135,,10/3/07,,450-S,C-3-O(SD),3-Oct-07,-122.397502,37.787588,3,3
1176035,1907 MCALLISTER ST,Western Addition,PL Filed,10/16/07,0,0,Conditional Authorization for expansion of Church in R district and Rear Yard Variance for vertical addition of existing building with full lot coverage.,,Residential,RM-1,275,"8,870",,"8,870",,,,,"2,364","2,364",,,,,,2007.0711,,10/16/07,,40-X,RM-1,16-Oct-07,-122.44354,37.776993,,
129031,735 GREEN ST,Northeast,PL Filed,10/29/07,9,4,"NEW BASEMENT BELOW-GRADE GARAGE, REMODEL ATTIC SPACE IN SINGLE-FAMILY RESIDENCE, CONTRUCTION OF NEW FIRST FLOOR APARTMENT IN EXISTING BUILDING ON THE PROJECT SITE, CONSTRUCTION OF NEW 3-UNIT APARTMENT BUILDING (3 STORIES ABOVE BASEMENT GARAGE).",,Residential,RM-2,364,0,,,,,,,0,,,,,,,2007.1249,,10/29/07,,40-X,RM-2,29-Oct-07,-122.411136,37.799112,,
4108003F,2420 03RD ST,Central Waterfront,PL Filed,11/20/07,2,2,"Construct 50-foot tall/5-story, 7,966 sqft mixed-use building on vacant lot to include two residential units, parking, and 2,835 sqft of office space.",,Mixed Use,UMU,521,"2,835","2,835",,,,,,"2,835",,,"2,835",,,,2007.1345,,11/20/07,,50-X,UMU,20-Nov-07,-122.388699,37.758984,,
1018012,3657 SACRAMENTO ST,Richmond,PL Filed,11/20/07,18,18,"Demolish existing garage and medical office buildings and construct a new 4-story building with 18 residential units, offices, retail, and 3 levels of underground parking.",,Mixed Use,NCD,718,0,0,,,,0,,0,,,0,,0,,2007.1347,,11/20/07,,40-X,SACRAMENTO,20-Nov-07,-122.452829,37.7873,,
