APN,Entitlement,BESTSTAT,BESTDATE,NAMEADDR,Alias,PLN_CASENO,BP_APPLNO,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,SECTION415,TENURE_TYPE,COST,PROPUSE,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FirstFiled,PLN_DESC,BP_DESC,PLANNER,SPONSOR,SP_CONTACT,SP_CONTACTPH,NEIGHBORHOOD,PLAN_AREA,PLAN_DISTRICT,HEIGHT_DISTRICT,ZONING_SIM,ZONING_DISTRICT,SUPE_DISTRICT,Location
APN 3741031,1,BP FILED,4/1/16,75 HOWARD ST,,2011,2.01604E+11,118,118,0,0,Fee Payment,,"$146,916,000.00 ",APARTMENTS,5824,5824,0,0,0,0,0,0,0,0,5824,5824,0,0,9/28/11,Proposes to demolish the existing 8 -story parking garage (containing 550 parking spaces). The project would construct a residential bldg. containing 175 residential units and a below-grade parking garage. The parking garage would contain accessory parki,"TO ERECT 20 STORIES, 2 BASEMENTS, 118 DWELLING UNITS WITH COMMERCIAL.
** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL. ROUTE TO DPH **",TCHANG,PENDING,PENDING,PENDING,Financial District,Transit Center District; Downtown,South of Market,200-S,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),SUPERVISORIAL DISTRICT 6,"(37.79155787670, -122.39167150000)"
APN 6250007B,0,BP FILED,6/29/15,75 LELAND AV,,,2.01506E+11,2,2,0,0,,,"$300,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/29/15,,"REAR BLDG - ERECT 2-STORY, TYPE 5, 1 DWELLING UNIT BUILDING.",JSPEIRS,,,,Visitacion Valley,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.71132733410, -122.40553838300)"
APN 3537025,0,BP FILED,6/23/15,750 14TH ST,,,2.01506E+11,17,7,0,0,,,"$650,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/23/15,,"REMODEL GROUND FL & BASEMENT TO ACCOMMODATE 7 NEW APART UNITS TO AN EXISTING MIXED USE BLDG. REMODEL EXISTING EXTERIOR REAR STAIR, REMOVE EXISTING REAR GARAGE TO ACCOMMODATE NEW REAR YARD.",GORDON-J,,,,Castro/Upper Market,Market and Octavia,Buena Vista,40-X,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,SUPERVISORIAL DISTRICT 8,"(37.76787519280, -122.43029344800)"
APN 3751029,1,BP FILED,2/23/16,750 HARRISON ST,,2013,2.01602E+11,79,79,9,9,On-site BMR Project,Rental,"$6,000,000.00 ",APARTMENTS,3289,-2035,0,0,0,0,0,0,0,0,3289,-2035,0,0,4/18/13,"The proposed project would invove demolition of existing one-story commercial building (constructed in 1954) and construction of a new eight-story, residential building.  The proposed building would consist of seven residential levels with 77 units, over",CONSTRUCT (N) 9-STORY MIXED-USE BUILDING. MAHER ORDINANCE IS NOT COMPLY.,DVU,Closed,Closed,Closed,South of Market,Central SoMa; East SoMa (EN),South of Market,85-X,MUO,MIXED USE-OFFICE,SUPERVISORIAL DISTRICT 6,"(37.78178071100, -122.39867574900)"
APN 0130012,0,PL FILED,6/14/16,752 VALLEJO ST,,2016-006168PRJ,,4,0,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/14/16,San Francisco Police Department's auxiliary offices for Central Station,,NFOSTER,Application Accepted,Application Accepted,Application Accepted,Russian Hill,,Northeast,40-X,NCD,NORTH BEACH NEIGHBORHOOD COMMERCIAL,SUPERVISORIAL DISTRICT 3,"(37.79867533170, -122.40953956400)"
APN 6948023,0,PL FILED,12/14/15,755 OCEAN AV,Lick Wilmerding High,2015-006425PRJ,,0,0,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/21/15,"The proposed project consists of the demolition and new construction of a classroom & office building that is linked to two existing 2-story high buildings, one of which will undergo a partial renovation as part of this project.

The existing building th",,DWASHING,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Outer Mission,Balboa Park,Ingleside,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 7,"(37.72232209630, -122.44897987400)"
APN 3589088,0,BP FILED,12/23/14,757 VALENCIA ST,,2015-008231PRJ,2.01412E+11,0,0,0,0,,,"$20,000.00 ",FOOD/BEVERAGE HNDLNG,530,530,0,0,0,0,0,0,0,0,530,530,0,0,12/23/14,,"INSTALL 9' X 20', 1-STORY, TYPE 5, CONTAINER RESTAURANT.",KDURANDE,On Hold,On Hold,On Hold,Mission,Mission (EN),Mission,55-X,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,SUPERVISORIAL DISTRICT 9,"(37.76076997720, -122.42120737100)"
APN 6946019,0,BP FILED,9/26/14,76 BRUCE AV,,,2.01409E+11,2,1,0,0,,,"$49,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/14,,"THREE STORY REAR ADDITION FOR NEW MASTER BEDROOM, BEDROOM FAMLY,BATHROOM,TWO STORY FRONT ADDITION FOR NEW LIVING ROOM AND PARKING GARAGE.",SOUTHWES,,,,Ocean View,,Ingleside,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.72236012940, -122.45252372500)"
APN 1648012,0,BP FILED,9/2/14,763 05TH AV,,,2.01409E+11,3,1,0,0,,,"$350,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/2/14,,"HORIZONTAL & VERTICAL ADDITION TO REAR OF (E) 3 STORY 2 UNIT BUILDING TO PROVIDE NEW 3RD UNIT. ADDITION INCLUDE 4 (N) BEDROOM & 4 (N) BEDROOMS & 4 (N) BATHS, ALTERATION TO INTERIOR PARTITIONS IN GARAGE. UPGRADE ELECTRICAL & MECHANICAL SYSTEMS & ENERGY CO",HKLINE,,,,Inner Richmond,,Richmond,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 1,"(37.77441010560, -122.46306076500)"
APN 3729063,0,BP FILED,5/29/15,767 TEHAMA ST,,2015-006913PRJ,2.01505E+11,5,3,0,0,,,"$90,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/29/15,,"COMPLY TO NOV#201519311,201519321,201247141,201168394,201168456,200788234, 120666964. REMODEL OF (E)UNITS (763,765 & 767) INCL DEMO & CONST ON 2ND & 3RD FL.RELOC/REMODEL (E)KITCHENS, BATHRMS, BEDRM & LIVING RMS FOR ALL UNIT. VERT ADD FOR (N)TOP UNITS W/R",DISALVOJ,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,South of Market,Western SoMa (EN); South of Market,South of Market,45-X,RED-MX,RESIDENTIAL ENCLAVE-MIXED,SUPERVISORIAL DISTRICT 6,"(37.77490467390, -122.41192020200)"
APN 3751033,0,BP FILED,6/26/14,768 HARRISON ST,,2013,2.01406E+11,26,26,0,0,,,"$5,800,000.00 ",APARTMENTS,7948,2948,0,0,0,0,7351,7351,0,-5000,597,597,0,0,12/23/13,The proposed project includes the demolition of an existing 2-story building and the construction of a new 9-story building with retail on the 1st floor and the mezzanine and residential uses above. The project would have 26 residential units and no off-,"ERECT NEW MULTI-FAMILY RESIDENTIAL, OFFICE, RETAIL",CTOWNES,ENX PENDING,ENX PENDING,ENX PENDING,South of Market,Central SoMa; East SoMa (EN),South of Market,85-X,MUO,MIXED USE-OFFICE,SUPERVISORIAL DISTRICT 6,"(37.78149557470, -122.39910491300)"
APN 3774071,0,BP FILED,6/20/13,77 & 85 FEDERAL ST,,2012,2.01306E+11,0,0,0,0,,,"$7,000,000.00 ",OFFICE,72093,54977,0,0,0,0,49730,32614,0,0,22363,22363,0,0,11/8/12,"The proposed project is to demolish two story existing office buildings and new construction of a 5 story, 65-foot tall, commercial building with retail (fitness facility) at the ground-floor and basement level, and office use on the upper four-floors.",ERECT 5-STORY COMMERCIAL & RETAIL NEW BUILDING.,RSUCRE,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,South of Market,East SoMa (EN); South of Market,South of Market,65-X,MUO,MIXED USE-OFFICE,SUPERVISORIAL DISTRICT 6,"(37.78286227230, -122.39234239600)"
APN 5898035,0,BP FILED,10/20/15,771 SILVER AV,,,2.0151E+11,1,1,0,0,,,"$500,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/20/15,,CONSTRUCT (N) 3-STORY SINGLE FAMILY DWELLING.,EJARDINE,,,,Excelsior,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 9,"(37.72921515480, -122.41991690000)"
APN 0846018,0,BP FILED,2/16/16,776 HAIGHT ST,,2016-002509PRJ,2.01602E+11,3,2,0,0,,,"$150,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/16/16,,"VERTICAL & HORIZONTAL ADDITION TO (E) 2 STORY BLDG. ADD 2 ADDITIONAL LEVELS (2 ADDITIONAL UNITS) ADDING STORAGE AT GROUND LEVEL BEHIND COMM'L FOR RESIDENTIAL USE, NEW STORE FRONT TO BE MODIFIED",LAJELLO,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Western Addition,,Buena Vista,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 5,"(37.77178010540, -122.43496659500)"
APN 4044013,1,BP APPROVED,4/25/16,777 TENNESSEE ST,,2013,2.01507E+11,59,59,8,8,On-site BMR Project,Ownership,"$22,800,000.00 ",APARTMENTS,0,-11424,0,0,0,0,0,0,0,-11424,0,0,0,0,3/15/13,The proposed project would involve the demolition of an existing two-story light industrial building and construction of a new multi-family building.  The proposed new building would include 59 Residential units over below grade parking which would conta,"TO ERECT 5 STORIES, 2 BASEMENTS, 59 UNITS RESIDENTIAL & PARKING.",CTOWNES,Closed,Closed,Closed,Potrero Hill,Central Waterfront (EN),South of Market,58-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 10,"(37.76202676660, -122.38932447700)"
APN 3589108,1,BP ISSUED,12/8/15,777 VALENCIA ST,767 VALENCIA ST,2014,2.0131E+11,3,3,0,0,,,"$500,000.00 ",APARTMENTS,12967,0,0,0,0,0,2952,0,0,0,10015,0,0,0,10/31/13,,CONSTRUCTION OF (3) (N) RESIDENTIAL UNITS ON A (N) 3RD FL INCLUDING (1) KITCHEN & (1) BATHROOM PER RESIDENCE.,EJACKSON,Closed,Closed,Closed,Mission,Mission (EN),Mission,55-X,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,SUPERVISORIAL DISTRICT 9,"(37.76056459350, -122.42118770200)"
APN 5892032,1,BP ISSUED,6/22/16,78 NEY ST,,2016-003046PRJ,2.01603E+11,2,1,0,0,,,"$101,375.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/1/16,,"LEGALIZE 2ND UNIT, INTERIOR REMODEL PER ORD. #43-14. BATHROOM & KITCHEN REMODELS.",ALEXANDE,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Excelsior,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.72981826390, -122.42870141100)"
APN 3612017A,1,BP ISSUED,1/13/16,787 TREAT AV,,,2.01403E+11,3,1,0,0,,,"$90,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/17/14,,"CHANGE OF OCCUPANCY R3 TO R2. AT 2/FL, DIVIDE 2/FL SPACE TO 2 SEPARATE UNITS WITH NEW KITCHEN, BATHROOM AND BEDROOM & STUDY.",BBENDIX,,,,Mission,Mission (EN),Mission,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 9,"(37.75767358530, -122.41331292300)"
APN 1607011D,0,BP FILED,2/5/16,789 37TH AV,,2016-002039PRJ,2.01602E+11,2,1,0,0,,,"$240,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/5/16,,"HORIZONTAL EXTENSION ADDITION, EXCAVATE LOWER LEVEL TO CREATE 2ND UNIT. EXTEND LOWER LEVEL & PARTIAL NORTHSIDE, ADD (N) OFFICE, BATHROOMS, REAR DECK ABOVE LOWER LEVEL EXTENSION. IMPROVE KITCHEN, ELECTRICAL, LIGHTING & FURNACE.",ERUSSELL,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Outer Richmond,,Richmond,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 1,"(37.77418311370, -122.49753956700)"
APN 3591024,0,PL FILED,1/14/16,793 SOUTH VAN NESS AV,,2015-001360PRJ,,73,73,11,11,,,$0.00 ,,4577,4577,0,0,0,0,0,0,0,0,4577,4577,0,0,7/23/15,"the proposed project would demolish the existing gas station and construct a five-story residential building with ground floor retail space. The roof of the building would be 55 feet above street level, with roof deck, circulation penthouse, and mechanic",,VBYRD,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Mission (EN),Mission,55-X,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 9,"(37.76067284160, -122.41670119700)"
APN 3603024,0,BP FILED,9/19/14,799 CASTRO ST,,,2.01409E+11,1,1,0,0,,,"$500,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/19/14,,"ALTERATION OF EXISTING COMMERCIAL BUILDING - CONVERSION OF OCCUPANCY TO R-3. TO REPLACE 2012-08-30-8694S.  CHANGE OF USE , NEW ROOF DECK, ADD RESIDENTIAL KITCHEN, BATHS, BEDROOMS.",TWANG,,,,Castro/Upper Market,,Central,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 8,"(37.75623617850, -122.43423782900)"
APN 3569052,0,BP FILED,2/4/14,8 RONDEL PL,,,2.01402E+11,2,2,0,0,,,"$750,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/4/14,,ERECT A TWO FAMILY DWELLING RESIDENTIAL BUILDING.,EJARDINE,,,,Mission,Mission (EN),Mission,45-X,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,SUPERVISORIAL DISTRICT 9,"(37.76449129630, -122.42135077300)"
APN 1068003,1,BP ISSUED,12/11/15,80 BLAKE ST,,,2.01306E+11,2,2,0,0,,,"$1,110,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/14/13,,ERECT NEW 4-STORY 2-FAMILY DWELLING BUILDING.,SYOUNG,,,,Presidio Heights,,Richmond,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 2,"(37.78249894910, -122.45090981800)"
APN 3547027,1,BP ISSUED,10/27/11,80 JULIAN AV,,2009,2.01011E+11,9,9,0,-1,,,"$2,800,000.00 ",OFFICE,12900,12900,0,0,0,0,12900,12900,0,0,0,0,0,0,11/30/09,"Lot line adjustment, demo existing residential building,  New construction of Community Facility having housing ground floor with commercial above.","ERECT 4 STORIES, TYPE 5, 7 BEDROOMS OUTPATIENT DENTAL/MEDICAL & CONGREGATE RESIDENCE BUILDING.",EOROPEZA,Closed,Closed,Closed,Mission,Mission (EN),Mission,45-X,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,SUPERVISORIAL DISTRICT 9,"(37.76720514830, -122.42139240000)"
APN 6472008,0,BP FILED,10/2/14,80 OLIVER ST,,,2.0141E+11,2,1,0,0,,,"$123,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/14,,NEW UNIT @ GROUND FLOOR. 2 STORIES HORIZONTAL ADDITION @ REAR. ADD 2 BEDROOMS & 3 BATHROOMS & MEDIA ROOM & SITTING AREA.,NKWIATKO,,,,Crocker Amazon,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.70848732580, -122.45023834300)"
APN 7331003,1,BP ISSUED,7/1/16,800 BROTHERHOOD WAY (BP ISSUED),SUMMIT 800,2003,,3,3,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/14/03,"The project site is currently an 8.15-acre parcel of vacant land.  The proposed project involves the subdivision of the site into 127 lots and the construction of 127 buildings, including 66 single-family homes, 39 two-unit buildings, and 22 three-unit b",,AA CONV,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Lakeshore,Parkmerced,Ingleside,40-X,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",SUPERVISORIAL DISTRICT 7,"(37.71535854280, -122.47728056500)"
APN 7331005,1,CONSTRUCTION,7/1/16,800 BROTHERHOOD WAY (UNDER CONSTRUCTION),SUMMIT 800,2003,,81,81,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/14/03,"The project site is currently an 8.15-acre parcel of vacant land.  The proposed project involves the subdivision of the site into 127 lots and the construction of 127 buildings, including 66 single-family homes, 39 two-unit buildings, and 22 three-unit b",Multiple permits.,MBOURDE,Closed,Closed,Closed,Lakeshore,Parkmerced,Ingleside,40-X,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",SUPERVISORIAL DISTRICT 7,"(37.71528627370, -122.47583598300)"
APN 4105009,1,CONSTRUCTION,6/27/16,800 INDIANA ST,AVALON DOGPATCH,2011,2.01406E+11,326,326,0,0,Fee Payment,,"$115,000,000.00 ",APARTMENTS,0,-74847,0,0,0,0,0,0,0,-74847,0,0,0,0,12/7/11,The proposed project is the demolition of the existing Opera Warehouse and construction of a new 340-unit multi-family units and 294 parking spaces. The project would be constructed in six building with a semi subterraen parking garage.,"TO ERECT 5 STORIES, 1 BASEMENT, 326 DWELLING UNITS RESIDENTIAL, PARKING, ACCESSORY USES BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **",RSUCRE,Closed,Closed,Closed,Potrero Hill,Central Waterfront (EN),South of Market,58-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 10,"(37.75919640330, -122.39172904700)"
APN 1073013,1,CONSTRUCTION,6/9/16,800 PRESIDIO AV,,2006,2.01204E+11,83,83,83,83,,,"$15,000,000.00 ",APARTMENTS,21500,10180,21500,10180,0,0,0,0,0,0,0,0,0,0,11/12/08,"The proposed project would demolish the existing one-story community center and construct a new building consisting of 83 dwelling units (59 units of work-force housing and 21 units of affordable housing.), 21,500 sq. ft. community center on the ground f","TO ERECT 5 STORIES, 50 UNITS COMMUNITY CENTER / HOUSING, MIXED USED BUILDING WITH 1 BASEMENT.",MJACINTO,Closed,Closed,Closed,Western Addition,,Richmond,40-X-55-X,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",SUPERVISORIAL DISTRICT 5,"(37.78404515960, -122.44574326100)"
APN 3783001,1,CONSTRUCTION,6/30/16,801 BRANNAN ST,,2012,2.01309E+11,434,557,55,55,On-site BMR Project,Rental,"$127,060,484.00 ",APARTMENTS,31420,-133129,0,0,0,0,0,0,0,-164549,31420,31420,0,0,5/31/12,"Demolish an existing building (Concourse Exhibit Hall) containing 125,000 square feet of space and 280 surface parking spaces and construct new buildings extending up to 70 feet in height and containing 560 dwellings, 438 off-street parking space, and 8,","TO ERECT 6 STORIES, NO BASEMENT, 434 DWELLING UNITS, TYPE 1A & 3A, RESIDENTIAL/RETAIL/PARKING BUILDING. 
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",JKUGLER,Closed,Closed,Closed,South of Market,Showplace Square/Potrero Hill (EN),South of Market,68-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 6,"(37.77182385610, -122.40388263300)"
APN 6758032,1,CONSTRUCTION,7/1/16,807 BOSWORTH ST,,2014,2.01306E+11,2,1,0,0,,,"$340,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/28/13,Add a second dwelling unit to the front of the log.,"DEMOLISH (E) CONC. CARPORT IN FRONT OF LOT. CONSTRUCT NEW 2ND DWELLING UNIT IN FRONT OF LOT LIVING ROOM, KITCHEN, 2 BEDROOMS, 2 BATHS, GARAGE, OFFICE IN (E) SINGLE FAMILY RESIDENCE IN MID-LOT TO REMAIN. FOUNDATION WORK AT (E) SINGLE FAMILY RESIDENCE AS R",JLOOK,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Outer Mission,,Ingleside,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 8,"(37.73366989260, -122.43612723400)"
APN 0744002,0,PL FILED,6/23/15,807 FRANKLIN ST,,2013,,50,49,5,5,,,"$13,093,388.00 ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/29/13,"The proposed project is the addition & alteration to a historic, single-family victorian home, including the removal of non-historic rear addition and expansion of penthouse and construction of a new 8-story, multi-family residential apartment building i",,SLAI,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Downtown/Civic Center,,Western Addition,80-B,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",SUPERVISORIAL DISTRICT 5,"(37.78212012750, -122.42271086300)"
APN 0151029,0,BP FILED,4/22/13,81 GLOVER ST,,,2.01304E+11,2,1,0,0,,,"$70,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/22/13,,"PROVIDE 2 APRTMENTS. 1ST FLR, NEW KITCHEN, RELOCATE(E) BATHROOM & CLOSET, ELIMINATE (E) STAIRWAY TO 2ND FLR. 2ND FL, REMODEL (E) KITCHEN & BATHROOM & PROVIDE (E) STAIR TO ROOF, NEW USABLE OPEN SPACE UPON ROOF.",KCONNER,,,,Russian Hill,,Northeast,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 3,"(37.79699715930, -122.41651415900)"
APN 6250030,0,BP FILED,6/29/15,81 LELAND AV,,,2.01506E+11,4,4,0,0,,,"$600,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/29/15,,"FRONT BLDG - ERECT 3-STORY, TYPE 5, 4 DWELLING UNITS WITH OFFICE BUILDING.",JSPEIRS,,,,Visitacion Valley,Schlage Lock,South Central,40-X,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",SUPERVISORIAL DISTRICT 10,"(37.71162245530, -122.40546195100)"
APN 3538036,1,BP APPROVED,10/1/12,81 NOE ST,,,2.01006E+11,3,1,0,0,,,"$85,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/10,,"FIRST FLOOR UNIT TO BE LEGALIZED. CHANGE OF OCCUPANCY FROM R3 TO R2 (AS PER SECTION 151.1 OF SF PLANNING CODE, NO PARKING REQUIRED). SPRINKLER SYSTEM INSTALLATION UNDER SEPARATE PERMIT.",APUTRA,,,,Castro/Upper Market,Market and Octavia,Buena Vista,40-X,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,SUPERVISORIAL DISTRICT 8,"(37.76789683360, -122.43313153600)"
APN 3642062,1,BP ISSUED,11/20/15,811 CAPP ST,,2015-002248PRJ,2.0121E+11,5,1,0,0,,,"$5,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/17/12,Modification to the existing approved Variance 2012.0202V to permit the addition of a dwelling unit within the existing building envelope.,TO COMPLY NOV#201170833 REFERENCE PA#2011-09-15-4679. REVISE BLDG 2 FT BY SISTERING NEW STUDS TO (E) STUDS. ADD SHEAR WALL PER DRAWINGS.,JSPEIRS,Closed,Closed,Closed,Mission,Mission (EN),Mission,40-X,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,SUPERVISORIAL DISTRICT 9,"(37.75369121220, -122.41716492000)"
APN 3613053,1,BP ISSUED,3/3/16,811 TREAT AV,,2013,2.01505E+11,7,2,0,0,,,"$600,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/19/13,Conditional Use Authorization and Variance request to add two additional units for a total of 7 units on the property and a variance to the rear yard requirement for the expansion of the existing garage to create an additional parking space.,CONVERSION (E) STORAGE SHED AT REAR TO LIVING SPACE TO ACCOMODATE THE ADDITION OF 2 ADDITIONAL UNITS(7 TOTAL). EXTERIOR MODIFICATIONS TO (E) BUILDINGS. ADDITION (N) ROOF DECK AT REAR BLDG. HORIZONTAL ADDITON TO REAR OF 2 CAR GARAGE TO ACCOMADATE BICYCLE,CTOWNES,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Mission (EN),Mission,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 9,"(37.75687211780, -122.41308330500)"
APN 1150005,0,BP FILED,5/7/15,813 LYON ST,,,2.01505E+11,3,2,0,0,,,"$700,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/7/15,,HORIZONTAL & VERTICAL ADDITION TO (E) 2 STORY SINGLE FAMILY HOUSE. PROPOSED 2 ADDITIONAL RESIDENTIAL UNITS. MUST PROVIDE SPRINKLER SYSTEM THROUGH OUT BUILDING PER NFPA 13 - UNDER SEPARATE APPLICATION.,AKIRBY,,,,Western Addition,,Western Addition,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 5,"(37.77858311150, -122.44392372400)"
APN 4059001A,1,BP ISSUED,6/15/16,815 TENNESSEE ST,,2013,2.01405E+11,69,69,10,10,On-site BMR Project,Ownership,"$21,000,000.00 ",APARTMENTS,0,-32000,0,0,0,0,0,0,0,-32000,0,0,0,0,12/6/13,"Demolition of the two-story 815-825 Tennessee buildings, retaining the brick facade on the corner of Tennessee & 19th Streets (listed as a known historic resource in the Central Watrefront Survey) and construction of a new 6-story apartment building with","TO ERECT 5 STORIES, 1 BASEMENT, 69 UNITS RESIDENTIAL WITH PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",RSUCRE,Closed,Closed,Closed,Potrero Hill,Central Waterfront (EN),South of Market,58-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 10,"(37.76122837640, -122.38925074900)"
APN 4645002B,0,BP FILED,5/3/16,818 INNES AV,,2016-006319PRJ,2.01605E+11,3,3,0,0,,,"$500,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/3/16,,CONSTRUCT (N) 4-STORY MULTI-UNIT RESIDENTIAL & COMMERCIAL,EJARDINE,Application Accepted,Application Accepted,Application Accepted,Bayview,India Basin Shoreline/Area C; Bayview Hunters Point,South Bayshore,40-X,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",SUPERVISORIAL DISTRICT 10,"(37.73132782860, -122.37404520800)"
