Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
6656029,1877 Church St,Central,BP Filed,18-Mar-11,2,,RENOVATE GROUND FLOOR INTO A DWELLING UNIT. A HORIONTAL ADDITION @ THE REAR OF 302 SQ FT. INTERIOR R,Residential Zoning Districts,RH-2,104,0,,,,,,,,201103182398,,18-Mar-11,40-X,RH-2,18-Mar-11,-122.426374,37.740332,4328,,Resident,0,BP Filed,6,1,0,,,,,,,,0,6656,29,,,RH-2,40-X,8,,,,,,
6692002,3808 Mission St,Bernal Heights,BP Filed,20-Jan-11,4,,TO CORRECT VIOLATION#201066546 AND TO,Neighborhood Commercial Zoning Districts,NC-2,88,0,,,,,,,,201101208700,,20-Jan-11,40-X,NC-2,20-Jan-11,-122.4246179,37.7357207,4329,,Resident,0,BP Filed,6,2,0,,,,,,,,0,6692,2,,,NC-2,40-X,9,,,,,,
665002,1551  Franklin St,Western Addition,PL Approved,6-Jun-11,4,add 1 additional residential unit to a 3-unit 3.5 story building.,,Neighborhood Commercial Zoning Districts,NC-3,330,0,,,,,,,2011.0262,,25-Apr-11,,130-E,NC-3,25-Apr-11,-122.423985,37.788965,4330,,Resident,-1,PL Approved,5,1,0,,,,,,,,0,665,2,,,NC-3,130-E,2,,Marc Ojanen,288-3397,Marc Ojanen 288-3397,"San Francisco, CA 94109","1290 Sutter St, Suite 200"
793026,471 Fulton St,Market Octavia,PL Filed,16-Mar-11,24,Rear Yard and exposure variance to develop residential units on ground floor,,Neighborhood Commercial Zoning Districts,HAYES NCT,619,0,,,,,,,2011.0244,,16-Mar-11,,40-X,HAYES NCT,16-Mar-11,-122.4245087,37.778473,4331,,Resident,0,Planning Filed,2,2,0,,,,,,,,0,793,26,,,HAYES NCT,40-X,5,Shatara Architecture,Suheil Shatara,415 512 7566,Suheil Shatara 415 512 7566,"San Francisco, CA 94107",522 Second Street
1237023,118 Broderick St,Buena Vista,PL Approved,12-May-11,2,Increase units count from 1 to 2 and rear horizontal addition,,Residential Zoning Districts,RM-2,245,0,,,,,,,2011.0042,,18-Jan-11,,40-X,RM-2,18-Jan-11,-122.438831,37.7717006,4332,,Resident,-1,PL Approved,5,1,0,,,,,,,,0,1237,23,,,RM-2,40-X,5,,Ted Bonneau,415.383.9001,Ted Bonneau 415.383.9001,"Mill Valley, CA  94941",171 East Blithedale Ave
1732043,1759 Lincoln Wy,Inner Sunset,PL Filed,3-Feb-11,,Demolish exiting service station building of approx. 2350 square feet and reconstruct a new building of approx. 3700 square foot building containing a convenience store and automatic car wash. Alterations to the existing pumps and tanks is not proposed. C,,Residential Zoning Districts,RM-2,222,3700,,,,,3700,,2011.0099,,3-Feb-11,,40-X,RM-2,3-Feb-11,-122.476889,37.765199,4333,,Retail/Ent,0,Planning Filed,2,,1100,,,,,1100,,,0,1732,43,,,RM-2,40-X,5,Tecta Associates,Ahmad Mohazab,415-362-5857,Ahmad Mohazab 415-362-5857,"San Francisco, CA  94110",2747 - 19th Street
3502111,25 Elgin Park St,Market Octavia,PL Filed,20-Jan-11,9,Infill below habitable space within required rear yard to create a new residential unit.,,Residential Zoning Districts,RTO,242,0,,,,,,,2011.0053,,20-Jan-11,,40-X,RTO,20-Jan-11,-122.423117,37.771054,4334,,Resident,0,Planning Filed,2,1,0,,,,,,,,0,3502,111,,,RTO,40-X,6,Shatara Architecture,Suheil Shatara,415 512 7566,Suheil Shatara 415 512 7566,"San Francisco, CA 94107",522 Second Street
574011,1648 Pacific Av,Northeast,PL Approved,28-Jul-08,0,Addition and alteration of historic fire house into a retail and private club use of approx. 8681 sqft with no parking.,,Neighborhood Commercial Zoning Districts,POLK,351,8681,,,,,8681,,2008.0467,,22-Apr-09,,65-A,POLK,22-Apr-09,-122.422421,37.795065,396,,Retail/Ent,-1,PL Approved,5,0,506,,,,,506,,,3831,574,11,,,POLK,65-A,3,Carey & Co.,Samaneh Nili,415-773-0773,Samaneh Nili 415-773-0773,"San Francisco, CA 94108",460 Bush Street
595013,1645-1661 Pacific Av,Northeast,PL Approved,4-Nov-10,50,"Demo auto repair buildings and construct 65,000-sf, 50-unit, residential condominium building, with 50 stacker parking spaces at basement, with common lobby entrance and roof deck.",,Neighborhood Commercial Zoning Districts,POLK,345,0,,,,0,0,,2007.0519,200707187066,25-Jul-07,,65-A,POLK,25-Jul-07,-122.422317,37.794805,407,,Resident,-1,PL Approved,5,50,-27275,,,,-27275,0,,,16141,595,13,39,-6,POLK,65-A,3,Nick Podell Company,Linsey Perlov,415-296-8800,Linsey Perlov 415-296-8800,"San Francisco, CA 94111","Four Embarcadero Center, Ste 2300"
596024,1946 Polk St,Northeast,BP ISSUED,17-Aug-11,39,"The proposed project would demolish the three existing ""L""-shaped buildings and a 15-space surface parking lot and construct a new 43 unit residential building with 2,900 sq. ft. of groundfloor retail, and 45 parking spaces (29 car lifts). The proposed bu",CONSTRUCTION OF TYPE III SIX-STORY THIRTY-EIGHT DEWLLING UNITS/RETAIL SPACE.,Neighborhood Commercial Zoning Districts,POLK,345,2900,,,,,2900,,2006.0826,200711148042,1-Aug-08,14-Nov-07,65-A,POLK,14-Nov-07,-122.421312,37.794586,408,,Mixres,-1,BP Approved/Issued/Re-Instated,11,39,-9245,,,,,-9245,,,17847,596,24,45,30,POLK,65-A,3,KSW Propoerties,Bernie Wong,415-392-8969,Bernie Wong 415-392-8969,San Francisco CA 94111,"244 California Street, Ste 700"
599008,1840 Washington St,Marina,CONSTRUCTION,21-Sep-11,26,Demolition of a one-story with mezzanine warehouse and construction of eight-story residential building with 29 dwelling units and 35 off-street parking spaces.  ,"TO ERECT 7 STORIES, 26 DWELLING UNITS OF CONDOMINIUMS.",Mixed Use Districts,RC-4,342,0,0,0,0,0,0,0,2004.022,200604149027,26-May-04,14-Apr-06,80-D,RC-4,26-May-04,-122.423601,37.793108,411,,Resident,-1,Construction,13,26,-7000,0,0,0,-7000,0,0,,7023,599,8,35,35,RC-4,80-D,2,Patri Merker Architects,Marie Zeller,415-334-6494,Marie Zeller 415-334-6494,"San Francisco, CA 94131",318 Arlington Street
619009,1800 Van Ness Ave.,Northeast,PL Filed,1-Feb-11,62,Conditional Use for PUD,,Mixed Use Districts,RC-4,343,4900,,,,,4900,,2011.0094,,1-Feb-11,,80-D,RC-4,1-Feb-11,-122.422612,37.792289,418,,Mixres,0,Planning Filed,5,62,-1050,3550,,,,-4600,,,25662,619,9,83,,RC-4,80-D,3,Reuben & Junius LLP,Andrew Junius,415 567 9000,Andrew Junius 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
619012,1860 Van Ness Av,Northeast,BP ISSUED,17-Nov-08,35,"The proposed project is demolition of a gas station on a 8,960-gsf site at the corner of Van Ness Avenue and Washington Street and construction of a 8-story 58,065-gsf residential mixed-use structure with 35 dwelling units, and 35 parking spaces in two su","TO ERECT 7 STORIES, 35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.",Mixed Use Districts,RC-4,343,1625,0,0,0,0,1625,0,2004.089,200602215057,20-Dec-05,21-Feb-06,80-D,RC-4,20-Dec-05,-122.422633,37.792726,420,,Mixres,-1,BP Approved/Issued/Re-Instated,11,35,1625,0,0,0,0,1625,0,,9203,619,12,35,35,RC-4,80-D,3,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
647007,1634 Pine St,Western Addition,PL FILED,5-Nov-08,250,"Demolition of five buildings and construction of a mixed-use project with 250 dwelling units, 298 off-street parking spaces, 12,000 GSF office use, in a building ranging from 65-134 feet in height, 14 stories tall.  ",,Neighborhood Commercial Zoning Districts,NC-3,330,12000,12000,,,,0,,2004.0764,,28-Sep-07,27-Nov-00,130-E,NC-3,27-Nov-00,-122.42296,37.789593,429,,Mixres,0,Planning Filed,7,250,448,,,12000,,-11552,,,35506,647,7,298,298,NC-3,130-E,2,"A. F. Evans Company, Inc.",Jeff Loustau,510-891-9400,Jeff Loustau 510-891-9400,"Oakland, CA  94607","1000 Broadway, Suite 300"
0654001F,2429 California St,Japantown,BP Filed,23-Aug-07,0,,"Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.",Neighborhood Commercial Zoning Districts,FILLMORE,321,5566,2014,,,,3552,,,200708230748,,23-Aug-07,40-X,FILLMORE,23-Aug-07,-122.434348,37.788711,434,,Mixed,0,BP Filed,7,0,3553,,,2014,,1539,,,4736,654,001F,,,FILLMORE,40-X,5,,,,,,
660007,19 Wilmot St,Japantown,CONSTRUCTION,4-Nov-10,2,Demolition of two-family dwelling building and construction of new two-unit structure.  ,"TO ERECT 3 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential Zoning Districts,RH-2,321,0,0,0,0,0,0,0,2006.1356,200602245389,13-Jun-07,24-Feb-06,40-X,RH-2,24-Feb-06,-122.432282,37.787514,453,,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,,3187,660,7,,,RH-2,40-X,5,Gary Bell & Associates,Gary Bell,415-902-5400,Gary Bell 415-902-5400,"San Francisco, CA 94121",862 - 26th Avenue
660027,2255-2257 Pine St,Japantown,CONSTRUCTION,1-Feb-11,3,"The proposal is to construct a new three-story over basement, single-family dwelling (approximately 30 feet above grade) fronting on Wilmot Street. An existing two-story over basement, two-family dwelling fronts along Pine Street in Zoning District RH-2. ",ERECT 3 STORIES 1 DWELLING UNIT AND BASEMENT BUILDING.,Residential Zoning Districts,RH-2,321,0,,,,,,,2007.0436,200703095886,1-May-07,9-Mar-07,40-X,RH-2,9-Mar-07,-122.432878,37.787664,455,,Resident,-1,Construction,13,1,0,,,,,,,,3159,660,27,,,RH-2,40-X,5,,Mubarika Alavi,408-375-9223,Mubarika Alavi 408-375-9223,"San Jose, CA  95123-5115",346 El Portal Way
668012,1465 Pine St,Northeast,BP ISSUED,10-May-11,35,,ERECT A FIVE STORY 35 DWELLING UNIT/COMM'L MIXED USE BUILDING,Neighborhood Commercial Zoning Districts,POLK,327,0,0,0,0,0,0,0,,200503167620,,16-Mar-05,65-A,POLK,16-Mar-05,-122.419851,37.789579,468,,Resident,-1,BP Approved/Issued/Re-Instated,11,35,0,0,0,0,0,0,0,,8692,668,12,,,POLK,65-A,3,,,,,,
2018003,2400 Noriega St,Outer Sunset,CONSTRUCTION,23-Aug-11,0,Demolish and replace existing church,New Construction of a three-story Church ( Lutheran Church of the Holy Spirit). Demo under separate ,Neighborhood Commercial Zoning Districts,NC-2,510,16866,,16866,,,,,2007.1019,200912304027,6-Sep-07,30-Dec-09,40-X,NC-2,6-Sep-07,-122.489449,37.753739,1205,,CIE,-1,Construction,13,0,12366,12366,,,,,,,11794,2018,3,,,NC-2,40-X,4,Lincoln Lue Associates Architects,Lincoln Lue,415 665-5623,Lincoln Lue 415 665-5623,"San Francisco, CA 94122",1567 33rd Avenue
2039044,427 Moraga St,Inner Sunset,BP Filed,3-Jul-08,2,,"NEW 3RD FLOOR ADDITION TO (E); ADD MASTER BEDROOM W/BATH, BEDROOM AND FULL BATH AT GROUND FLOOR, INT",Residential Zoning Districts,RH-2,513,0,,,,,,,,200807035945,,3-Jul-08,40-X,RH-2,3-Jul-08,-122.467188,37.756377,1206,,Resident,0,BP Filed,6,1,0,,,,,,,,2467,2039,44,,,RH-2,40-X,7,,,,,,
2040001,1701 09th Av,Inner Sunset,CONSTRUCTION,12-Sep-11,6,"Demo existing commercial building, subdivide lot into 3 lots and construct three 2-unit residential buildings.",Multiple Permits,Residential Zoning Districts,RH-2,513,0,,,,,,,2009.0129,200904065665,24-Feb-09,6-Apr-09,40-X,RH-2,24-Feb-09,-122.465946,37.756362,1208,,Resident,-1,Construction,13,6,4595,,,,,4595,,,5331,2040,1,,,RH-2,40-X,7,,Roman Rettner,415.867.2181,Roman Rettner 415.867.2181,"San Francisco, CA 94127",120 Manor Drive
2044003A,1864 08th Av,Inner Sunset,CONSTRUCTION,14-Sep-11,2,,"HORIZONTAL & VERTICAL ADDITION: EXPANSION OF BASEMENT, FIRST & SECOND FLOOR; ADDITION OF THIRD FLOOR AND ROOF DECK",Residential Zoning Districts,RH-2,514,0,0,0,0,0,0,0,,200608311182,,31-Aug-06,40-X,RH-2,31-Aug-06,-122.464348,37.753618,1213,,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,2096,2044,003A,,,RH-2,40-X,7,,,,,,
2094005,3223 Ortega St,Outer Sunset,CONSTRUCTION,20-May-11,0,"Demolish most of the existing library, move the site closer to Ortega Street, and build a new approximately 8,500 sq.ft. single story library in a P zone with an OS land designation.",CONSTRUCTION OF A NEW ONE STORY WOOD FRAME NON-RATED BRANCH LIBRARY.,Other,P,496,8500,,8500,,,,,2008.0434,200810245075,3-Sep-08,24-Oct-08,OS/40-X,P,3-Sep-08,-122.49805,37.751287,1221,,CIE,-1,Construction,13,0,8500,8500,,,,,,,1007628,2094,5,,,P,OS/40-X,4,,,,,,
2330005E,2243 19th Av,Outer Sunset,BP ISSUED,3-Jul-08,1,,"VERTICAL & HORIZONTAL ADDITION- ONE STORY OVER EXISTING 2 STORY BLDG. HALF BATHRM. STORAGE RM, BEDRM",Residential Zoning Districts,RH-2,136,0,0,0,0,0,0,0,,200411098885,,9-Nov-04,40-X,RH-2,9-Nov-04,-122.476036,37.745933,1231,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,3029,2330,005E,,,RH-2,40-X,4,,,,,,
3719010,181 Fremont St,TB Combo,PL Filed,15-May-07,140,"66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of t",,Downtown Commercial Districts,C-3-O(SD),942,530316,530316,,,,,,2007.0456,,15-May-07,,350-S,C-3-O(SD),15-May-07,-122.395424,37.789645,1773,72,Mixres,0,Planning Filed,2,140,492866,,,492866,,,,72,15313,3719,10,241,241,C-3-O(SD),350-S,6,SKS Investments,Daniel Kingsley,415.421.8200,Daniel Kingsley 415.421.8200,"San Francisco, CA 94108 ","601 California, Suite 1310"
3720001,425 Mission St,TB Combo,PL Filed,1-Jul-08,0,"Transbay Tower project is a 1,200-ft tall, 80-story, 1,880,000-sf office building with 43,000-sf retail in three floors, uppermost connected by retail bridge to proposed Transbay Transit Center City Park, 300-400 parking spaces in subsurface garage access",,Other,P,943,1743000,1700000,,,,43000,,2008.0789,,1-Jul-08,,30-X/80-X,P,1-Jul-08,-122.396833,37.790167,1776,72,MIPS,0,Planning Filed,2,0,1742950,,,1700000,,42950,,72,96376,3720,1,350,350,P,30-X/80-X,6,TJPA,ROBERT BECK,597-4620,ROBERT BECK 597-4620,"SAN FRANCISCO, CA 94105","201 MISSION ST, STE 2750"
3721019,562 Howard St,TB Combo,PL Filed,3-Oct-07,19,"8-story residential addition to existing 2-story commercial building & a change of use of the existing ground-floor space to retail, 19 new dwelling units, ten (total) stories",,Downtown Commercial Districts,C-3-O(SD),741,2300,,,,0,2300,,2007.1135,,19-Dec-07,,450-S,C-3-O(SD),19-Dec-07,-122.397502,37.787588,1782,123,Mixres,0,Planning Filed,2,19,0,,,,-2300,2300,,123,2300,3721,19,,,C-3-O(SD),450-S,6,"564 Howard Street, LLC",Claude Gruen,415-433-7598,Claude Gruen 415-433-7598,,
3721122,535 Mission St,TB Combo,CONSTRUCTION,31-Aug-11,0,"The proposed project would demolish the existing surface parking lot and construct an approx. 293,750 sq. ft. office building, with 2,680 sq. ft. of retail and 50 parking spaces. The building would be approximately 356,400 sq. ft., 27 stories and approxim",,Downtown Commercial Districts,C-3-O,741,296430,293750,0,0,0,2680,0,2006.1273,200508049463,9-Nov-06,4-Aug-05,550-S,C-3-O,4-Aug-05,-122.398343,37.789001,1786,123,MIPS,-1,Construction,13,0,296430,0,0,293750,0,2680,0,123,16389,3721,122,50,-12,C-3-O,550-S,6,Reuben & Junius,Joel  Yodowitz,415 567 9000,Joel  Yodowitz 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3722079,134-140 New Montgomery St,TB Combo,PL Approved,11-Dec-08,118,Section 309 Review and Request for one exception (freight loading). A variance from Section 155 is also required as the project sponsor proposes a porte cochere at the Natoma Street frontage. The project would convert the existing building from office to ,,Downtown Commercial Districts,C-3-O,743,5160,0,,,,5160,,2007.1337,,22-Feb-08,,350-S,C-3-O,22-Feb-08,-122.399975,37.786889,1794,123,Mixres,-1,PL Approved,5,118,-84660,,,-89820,,5160,,123,42240,3722,79,,,C-3-O,350-S,6,Wilson Meany Sullivan,Scott Mattoch,415-905-5377,Scott Mattoch 415-905-5377,"San Francisco, CA 94111","4 Embarcadero Center,Suite 2200"
3725101,474 Natoma Street,Downtown,BP ISSUED,13-Nov-09,55,"New construction of 58 ownership dwelling units, 100% affordable, over ground-floor parking (17 spaces)",,Downtown Commercial Districts,C-3-S,668,0,,,,,,,2007.1383,200810063512,5-Dec-07,,120-F,C-3-S,5-Dec-07,-122.407222,37.780724,1803,123,Resident,-1,BP Approved/Issued/Re-Instated,11,55,0,,,,,,,123,11902,3725,101,,,C-3-S,120-F,6,BRIDGE Housing Corporation,Donald Lusty,321-3522,Donald Lusty 321-3522,"San Francisco, CA  94105","345 Spear Street, Seventh Floor"
3726075,574 Natoma St,East SoMa,BP Filed,25-Sep-08,10,"Demolish existing 1,875 sqft, 19'-0"" single-story warehouse. Proposed 6,525 sqft, 4-story multi-unit residence with 2 off-street parking spaces.",TO DEMOLISH A VACANT STORAGE,Mixed Use Districts,RED,669,0,,,,,,,2008.0795,200809252699,25-Sep-08,25-Sep-08,45-X,RED,25-Sep-08,-122.409466,37.778944,1804,72,Resident,-1,BP Filed,6,10,-1875,0,0,0,-1875,0,0,72,1817,3726,75,,,RED,45-X,6,"Mary DeVries Cohn, Architect",Mary DeVries ,415 307 6122,Mary DeVries  415 307 6122,San Francisco 94117,291 Edgewood Ave
3747320,399 Fremont St,Rincon Hill,PL Approved,4-Aug-06,432,"The proposal is to demolish the existing structure and construct a new structure that would include a 400-foot tower, 450 dwelling units, and 450 off-street parking spaces.",ERECT 41 STORIES 432 DWELLING RESIDENTIAL/PARKING BLDG.,Downtown Residential Districts,RH DTR,767,33000,24500,0,0,0,8500,0,2006.0358,200605161774,18-Apr-06,16-May-06,85/400-R,RH DTR,18-Apr-06,-122.39218,37.787361,1809,23,Mixres,-1,PL Approved,2,432,-2256,0,0,24500,-35256,8500,0,23,36931,3747,001E,359,359,RH DTR,85/400-R,6,Archdiocese of San Francisco,Les Mc Donald,415-614-5550,Les Mc Donald 415-614-5550,"San Francisco, CA  94109",One Peter York Way
3747012,325 Fremont St,Rincon Hill,BP ISSUED,17-Dec-10,69,CU to amend previous approval to rearrange the interior space to create more units.  VZ to reduce the required parking spaces from 70 to 51.  No change to buildig envelope.,PERMIT TO RECOMMENCE WORK ON PERMIT APPLICATIONS 9913300S AND 200507208180S - BUILD 69 UNIT RESIDENT,Downtown Residential Districts,RH DTR,767,0,0,0,0,0,0,0,2004.0636,201012086338,8-Jul-04,8-Dec-10,85/250-R,RH DTR,8-Jul-04,-122.393033,37.787693,1811,,Resident,-1,BP Approved/Issued/Re-Instated,11,69,0,0,0,0,0,0,0,,6434,3747,12,,,RH DTR,85/250-R,6,,Jeff Wieland,415-716-1953,Jeff Wieland 415-716-1953,"San Francisco, CA 94107",1000 Mariposa St
4148001A,2857 22nd St,Mission,CONSTRUCTION,12-Jan-11,2,,SITE PLAN FOR LOWER LEVEL OF 2 SOTRY BLDG. TO INSTALL A NEW RESIDENTIAL UNIT WITH PATIO IN PRESENT W,Residential Zoning Districts,RH-3,171,0,,,,,,,,200709243458,,24-Sep-07,40-X,RH-3,24-Sep-07,-122.411401,37.755804,1815,,Resident,-1,Construction,13,1,0,,,,,,,,2388,4148,001A,,,RH-3,40-X,9,,,,,,
5334017,2158 Revere Av,"BVHP Area A,B",PL Approved,11-Sep-08,1,"Conditional use for substandard lot width. Transfering 6"" from lot 016 to new lot 017. New construction on lot 017.",,Residential Zoning Districts,RH-1,408,0,,,,,,,2007.1142,,4-Jan-08,,40-X,RH-1,4-Jan-08,-122.40053,37.737703,2408,,Resident,-1,PL Approved,5,1,0,,,,,,,,5000,5334,16,,,RH-1,40-X,10,,Julia Liu,415.348.8145,Julia Liu 415.348.8145,"San Francisco, CA  94107","50 Rizal Street, #517"
5336047,1915 Quesada Av,Other S Bayshore,PL Filed,20-Apr-09,2,"Construction of two new single-family residences on two vacant lots.
",,Residential Zoning Districts,RH-1,398,0,,,,,,,2009.0313,,20-Apr-09,,40-X,RH-1,20-Apr-09,-122.39612,37.735817,2410,,Resident,0,Planning Filed,6,2,0,,,,,,,,5035,5336,47,,,RH-1,40-X,10,Tommy Lee Consulting,Ronald Yu,415-793-2722,Ronald Yu 415-793-2722,"SF, CA 94122",750 Lawton St
5336048,1911 Quesada Av,Other S Bayshore,BP Filed,17-Jan-07,1,,TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential Zoning Districts,RH-1,398,0,0,0,0,0,0,0,,200701171881,,17-Jan-07,40-X,RH-1,17-Jan-07,-122.396076,37.735792,2411,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2273,5336,48,,,RH-1,40-X,10,,,,,,
5379029,55 Waterville St,Other S Bayshore,CONSTRUCTION,6-Jul-11,1,,CONSTRUCTION OF THREE STORY SINGLE FAMILY DWELLING ON VACANT LOT.,Residential Zoning Districts,RH-1,408,0,,,,,,,,200712049630,,4-Dec-07,40-X,RH-1,4-Dec-07,-122.402582,37.735288,2426,,Resident,-1,Construction,13,1,0,,,,,,,,2500,5379,29,,,RH-1,40-X,10,,,,,,
5395065,47 Ledyard St,Other S Bayshore,BP Filed,20-Jun-06,1,,ERECT 3 STORIES 1 DWELLING UNIT,Residential Zoning Districts,RH-1,89,0,0,0,0,0,0,0,,200606204561,,20-Jun-06,40-X,RH-1,20-Jun-06,-122.401974,37.733382,2431,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,5000,5395,65,,,RH-1,40-X,10,,,,,,
5405023,157 Apollo St,Other S Bayshore,BP APPROVED,9-Jun-09,1,,Construct a two story single family dwelling,Residential Zoning Districts,RH-1,399,0,,,,,,,,200710105002,,10-Oct-07,40-X,RH-1,10-Oct-07,-122.398665,37.730762,2435,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,2493,5405,23,,,RH-1,40-X,10,,,,,,
5419005,1636 Armstrong Av,"BVHP Area A,B",CONSTRUCTION,8-Apr-10,0,V FOR OFF-STREET PARKING: NO PARKING PROPOSED FOR THE CONSTRUCTION OF NEW CHURCH,ERECT A 2 STORY CHURCH CENTER.,Industrial,M-1,897,7500,0,7500,0,0,0,0,2001.1089,200302288512,15-Nov-01,28-Feb-03,40-X,M-1,15-Nov-01,-122.392636,37.726618,2440,,CIE,-1,Construction,13,-1,7500,7500,0,0,0,0,0,,7500,5419,5,1,1,M-1,40-X,10,,John Schlenke,468-5110,John Schlenke 468-5110,"San Francisco, CA 94124",1485 Bayshore Blve. 
5450020,2775 San Bruno Av,"South Central, Other",BP Filed,21-Aug-08,2,,VERTICAL AND HORIZONTAL EXTENSIONS OF THE EXISTING BUILDING. WORK INCLUDES RAISING THE EXISTING BUIL,Neighborhood Commercial Zoning Districts,NC-2,57,6375,4250,0,0,0,2125,0,,200808219735,,21-Aug-08,40-X,NC-2,21-Aug-08,-122.403104,37.726841,2455,,Mixres,0,BP Filed,6,1,6375,0,0,4250,0,2125,0,,2125,5450,20,,,NC-2,40-X,10,,,,,,
5457030,2809 San Bruno Av,"South Central, Other",CONSTRUCTION,30-Aug-11,2,THIRD FLOOR VERTICAL ALTERATION TO RELOCAT GROUND FLOOR DWELLING UNIT TO THIRD FLOOR AND CONVERT GROUND FLOOR TO COMMERCIAL USE.,3RD FLOOR ADDITION FOR DWELLING UNIT RELOCATION. ESTABLISH GROUND FLOOR COMMERCIAL SPACE. GROUND FLO,Neighborhood Commercial Zoning Districts,NC-2,57,1523,,,,,1523,,2007.1034,200705181706,7-Sep-07,18-May-07,40-X,NC-2,18-May-07,-122.40287,37.726276,2456,,Mixres,-1,Construction,13,0,1523,,,,,1523,,,2250,5457,30,,,NC-2,40-X,10,,Van Ly,468-3222,Van Ly 468-3222,San Francisco 94134,8 Brussels Street
5457037,2895 San Bruno Av,"South Central, Other",PL Filed,29-Jul-10,10,"convert gas station to 5 four story mixed use buildings on 11,250 sqft lot. The project would include new construction of a 5 four-story mixed-use buildings with 10 residential units, 4,230 sq.ft. of retail, and 6,748 sq.ft. of office. ",,Neighborhood Commercial Zoning Districts,NC-2,57,10978,6748,,,,4230,,2010.0627,,29-Jul-10,,40-X,NC-2,29-Jul-10,-122.402519,37.725451,2457,,Mixres,0,Planning Filed,14,10,10978,,,6748,,4230,,,11377,5457,37,,,NC-2,40-X,10,GABRIEL Y. NG & ASSOCIATES,Gabriel  Ng,415-682-8060,Gabriel  Ng 415-682-8060,"SAN FRANCISCO , CA 94122","1360 Ninth Avenue, Suite 210"
