Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,building_type_id,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
808039,450 Hayes Street,Market Octavia,PL Filed,18-Jul-12,0,41,"The proposed project would construct a new 4-story residential building with 41 residential units, 20 parking spaces, and 3,300 sf of retail space. The proposed building would be 17,399 sf with a full basement level.  The lobby and two retail store fronts",,Neighborhood Commercial,HAYES NCT,536,3300,,,,,3300,,2012.0081,,18-Jul-12,,40-X,HAYES NCT,18-Jul-12,-122.4238565,37.7767853,4514,Mixres,0,Planning Filed,2,41,3300,,,,,3300,,,0,808,39,,,,"Grove Street Hayes Valley, LLC",Mark MacDonald,415-692-5060,Mark MacDonald 415-692-5060,"San Francisco, CA 94102",448 Linden Street
595013,1645-1661 Pacific Av,Northeast,BP ISSUED,4-Oct-12,4,38,"Demo auto repair buildings and construct 65,000-sf, 50-unit, residential condominium building, with 50 stacker parking spaces at basement, with common lobby entrance and roof deck.",ERECT 6 STORY 38 UNIT RESIDENTIAL/COMMERCIAL/CONDOMINIUM BUILDING.,Neighborhood Commercial,POLK,345,0,,,,0,0,,2007.0519,201110146841,25-Jul-07,14-Oct-11,65-A,POLK,25-Jul-07,-122.422317,37.794805,407,Resident,-1,BP Approved/Issued/Re-Instated,11,38,-27275,,,,-27275,0,,,16141,595,13,39,-6,3,1645 Pacific Ave LLC,Linsey Perlov,650.581.6600,Linsey Perlov 650.581.6600,"Burlingame, CA  94010","1201 Howard Ave., Ste. 201"
596024,1946 Polk St,Northeast,CONSTRUCTION,9-Aug-12,4,39,"The proposed project would demolish the three existing ""L""-shaped buildings and a 15-space surface parking lot and construct a new 43 unit residential building with 2,900 sq. ft. of groundfloor retail, and 45 parking spaces (29 car lifts). The proposed bu",CONSTRUCTION OF TYPE III SIX-STORY THIRTY-EIGHT DEWLLING UNITS/RETAIL SPACE.,Neighborhood Commercial,POLK,345,2900,,,,,2900,,2006.0826,200711148042,1-Aug-08,14-Nov-07,65-A,POLK,14-Nov-07,-122.421312,37.794586,408,Mixres,-1,Construction,13,39,-9245,,,,,-9245,,,17847,596,24,45,30,3,KSW Propoerties,Bernie Wong,415-392-8969,Bernie Wong 415-392-8969,San Francisco CA 94111,"244 California Street, Ste 700"
711031,1100 Ellis St,Western Addition,PL Approved,6-Aug-09,3,0,"New theater within courtyard of Sacred Heart Cathedral Preparatory School, within the St. Mary's Cathedral complex, 11,513-sf of new construction, interior alterations.",,Residential,RM-4,681,65282,,65282,,,,,2008.1286,,26-Mar-09,,80-B/240-E,RM-4,26-Mar-09,-122.424658,37.783489,495,CIE,-1,PL Approved,3,0,11513,11513,,,,,,,61106,711,31,,,6,Sacred Heart Cathedral Preparatory,Brother Christopher Brady F.S.C.,775-6626x768,Brother Christopher Brady F.S.C. 775-6626x768,"San Francisco, CA 94109-7795",1055 Ellis Street
619009,1800 Van Ness Ave.,Northeast,PL Approved,20-Oct-11,1,62,Conditional Use for PUD,,Mixed Use,RC-4,343,4900,,,,,4900,,2011.0094,,1-Feb-11,,80-D,RC-4,1-Feb-11,-122.422612,37.792289,418,Mixres,-1,PL Approved,5,62,-1050,3550,,,,-4600,,,25662,619,9,83,,3,Reuben and Junius,Andrew Junius,415-567-9000,Andrew Junius 415-567-9000,"SF, CA  94104","One Bush Street, Suite 600"
619012,1860 Van Ness Av,Northeast,BP ISSUED,17-Nov-08,4,35,"The proposed project is demolition of a gas station on a 8,960-gsf site at the corner of Van Ness Avenue and Washington Street and construction of a 8-story 58,065-gsf residential mixed-use structure with 35 dwelling units, and 35 parking spaces in two su","TO ERECT 7 STORIES, 35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.",Mixed Use,RC-4,343,1625,0,0,0,0,1625,0,2004.089,200602215057,20-Dec-05,21-Feb-06,80-D,RC-4,20-Dec-05,-122.422633,37.792726,420,Mixres,-1,BP Approved/Issued/Re-Instated,11,35,1625,0,0,0,0,1625,0,,9203,619,12,35,35,3,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
1069004,21 Wood St,Richmond,BP ISSUED,1-Aug-08,14,2,DEMOLITION SFD,"ERECT A FOUR STORY, TWO UNIT RESIDENTIAL DWELLING",Residential,RH-2,687,0,0,0,0,0,0,0,2006.0157,200602134511,29-May-07,13-Feb-06,40-X,RH-2,13-Feb-06,-122.448837,37.783935,702,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,,2967,1069,4,,,2,,Arkady Berger,415-948-5892,Arkady Berger 415-948-5892,"San Francisco, CA  94121",5427 Geary Boulevard
1073013,800 Presidio Av,Richmond,BP Filed,16-Apr-12,4,50,"The proposed project would demolish the existing one-story community center and construct a new building consisting of 83 dwelling units (59 units of work-force housing and 21 units of affordable housing.), 21,500 sq. ft. community center on the ground fl","TO ERECT 5 STORIES, 50 UNITS COMMUNITY CENTER / HOUSING, MIXED USED BUILDING WITH 1 BASEMENT.",Residential,RM-1,311,21500,0,21500,0,0,0,0,2006.0868,201204168406,12-Nov-08,16-Apr-12,40-X/50-X,RM-1,12-Nov-08,-122.446112,37.784362,705,Mixres,-1,BP Filed,5,50,10180,10180,0,0,0,0,0,,22160,1073,13,46,43,2,Booker Washington Community Center,Patricia  Scott,415-928-6596,Patricia  Scott 415-928-6596,San Francisco CA 94115,800 Presidio Ave. 
1080008,1419 Broderick St,Western Addition,BP Filed,21-Feb-07,14,3,,VERTICAL AND HORIZONTAL ADDITION AND REMODELING FROM ONE FAMILY RESIDENCE TO THREE FAMILY RESIDENCES.,Residential,RH-3,310,0,0,0,0,0,0,0,,200702214545,,21-Feb-07,40-X,RH-3,21-Feb-07,-122.441341,37.78332,710,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,2500,1080,8,,,2,,,,,,
1084001B,1 Stanyan Street,Richmond,BP Filed,14-Dec-07,9,13,"The proposed project would demolish the existing gas station and construct a new 13-unit residential building with 1,700 sq. ft. of ground floor retail and 14 parking spaces. The building would be approx. 24,256 sq ft, four-stories, and 40 feet in height.","ERECT A NEW 4 STORIES, 13 UNITS MIXED USE BUILDING",Mixed Use,NC-3,288,1700,,,,,1700,,2007.0113,200712140534,30-Jan-07,14-Dec-07,40-X,NC-3,30-Jan-07,-122.456337,37.781257,714,Mixres,-1,BP Filed,2,13,-1807,,,,,-1807,,,7603,1084,001B,14,14,1,,John  McInerney Esq.,415-350-1750,John  McInerney Esq. 415-350-1750,"San Francisco, CA  94115",1600 Webster Street
1098009,1401 Divisadero St,Western Addition,BP Filed,21-Dec-06,10,0,"Conditional Use authorization request to allow demolition of existing mixed-use building and construction of a new 75,000 square foot medical office building.",TO DEMOLISH 21 DWELLING UNIT WITH COMMERCIAL SPACE,Mixed Use,NC-2,670,74000,74000,0,0,0,0,0,2007.0094,200612210404,24-Jan-07,21-Dec-06,105-E,NC-2,21-Dec-06,-122.439402,37.782505,721,MIPS,-1,BP Filed,6,-21,57000,0,0,57000,0,0,0,,23389,1098,9,,,5,Luce Forward Hamilton & Scripps,Alice Barkley,415-356-4635,Alice Barkley 415-356-4635,"San Francisco, CA  94105","121 Spear Street, Suite 200"
1101007,1301 Divisadero St,Western Addition,PL FILED,1-Sep-10,4,32,,,Mixed Use,NC-2,670,0,,,,,,,,,,,65-A,NC-2,,-122.439229,37.781605,722,Resident,0,Planning Filed,,32,-13264,0,0,0,-9064,-4200,0,,12375,1101,7,,,5,,,,,,
1127007,1816 Eddy St,Western Addition,CONSTRUCTION,8-Oct-10,4,19,,"TO ERECT 6 STORiES, 19 DWELLING S UNITS",Residential,RM-3,671,0,,,,,,,,200806275595,,27-Jun-08,65-A,RM-3,27-Jun-08,-122.437677,37.780881,727,Resident,-1,Construction,13,19,0,,,,,,,,6545,1127,7,,,5,,,,,,
1145003,2130 Fulton St,Western Addition,CONSTRUCTION,4-Oct-12,8,0,,TO ERECT 5 STORIES EDUCATION BUILDING.,Residential,RH-2,614,26000,,26000,,,,,2008.0395,201008068321,,6-Aug-10,80-D,RH-2,6-Aug-10,-122.451879,37.775253,731,CIE,-1,Construction,13,0,26000,26000,,,,,,,813332,1145,3,,,1,University of San Francisco ,Kristy Vivas Clemmens,422-2800,Kristy Vivas Clemmens 422-2800,"San Francisco, CA  94117-1080",2130 Fulton Street
1460024,411 28th Av,Richmond,BP Filed,15-Apr-08,14,2,,"Add 2 stories over(e) 2 story S.F.D.convert into 2 units.1st flr: retain 2 car parking,bedrm,fam, ba",Residential,RH-2,660,0,,,,,,,,200804159772,,15-Apr-08,40-X,RH-2,15-Apr-08,-122.488225,37.781507,890,Resident,0,BP Filed,6,1,0,,,,,,,,1650,1460,24,,,1,,,,,,
1570003C,641 27th Av,Richmond,BP ISSUED,9-Dec-11,14,2,"To construct a 4-story, 2-unit building on a vacant lot in an RH-2 district.",CONSTUCT NEW 4-STORY TYPE 5 SINGLE FAMILY 2-UNIT BLDG.,Residential,RH-2,274,0,0,0,0,0,0,0,2009.0019,200711057313,7-Jan-09,5-Nov-07,40-X,RH-2,5-Nov-07,-122.48685,37.777259,974,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,,2808,1570,003C,,,1,Gabriel Ng + Architects Inc.,Gabriel  Ng,415-682-8060,Gabriel  Ng 415-682-8060,"San Francisco, CA 94122","1360 9th Avenue, Ste. 210"
1152017,1870 Golden Gate Av,Western Addition,BP REINSTATED,9-Apr-12,14,3,,"TO ERECT 4 STORIES, 3 UNITS APARTMENTS & GARAGE.",Residential,RM-1,278,0,,,,,,,,200711309388,,30-Nov-07,40-X,RM-1,30-Nov-07,-122.44135,37.778509,735,Resident,-1,BP Approved/Issued/Re-Instated,8,3,0,,,,,,,,2450,1152,17,,,5,,,,,,
1198004,417 Lyon St,Western Addition,BP ISSUED,17-Mar-09,14,2,,"PROJECT INCREASES TOTAL IN BLDG TO 2 UNITS. NEW GARAGE & ONE BEDRM, BATH UNIT IN (E) BASEMENT. THE F",Residential,RH-3,256,0,,,,,,,,200804250691,,25-Apr-08,40-X,RH-3,25-Apr-08,-122.442964,37.774554,747,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2836,1198,4,,,5,,,,,,
1198028,560 Central Av,Western Addition,CONSTRUCTION,17-Nov-09,14,2,,NEW VERTICAL ADDITION (NEW 3RD FLOOR) CREATING A NEW DWELLING UNIT,Residential,RH-3,256,0,,,,,,,,200808270161,,27-Aug-08,40-X,RH-3,27-Aug-08,-122.444355,37.774715,751,Resident,-1,Construction,13,1,0,,,,,,,,2000,1198,28,,,5,,,,,,
1212022,2175 Hayes St,Western Addition,BP Filed,18-Nov-11,14,3,,"ADD 3 STORY W/ 1 CARE FACILITY & 2 RESIDT. ADA STRETCHER ELEVATOR, 2 EXIT STAIRS REMODEL 3 MEDICAL O",Residential,RH-3,252,0,,,,,,,,201111189212,,18-Nov-11,40-X,RH-3,18-Nov-11,-122.452092,37.773036,758,Resident,0,BP Filed,7,3,0,,,,,,,,3825,1212,22,,,5,,,,,,
1228005,690 Stanyan St,Buena Vista,PL APPROVED,23-Oct-08,9,56,"Demolish existing one-story retail and mezzanine containing approximately 23,600 sq. ft. and construct a new 62 unit residential structure with 34,400 sq. ft. of groundfloor retail. Two stories of underground parking would also be proposed for 176 total p","ERECT TYPE 1, 4 STORIES, 56 DWELLING UNITS & COMMERCIAL BUILDING.",Neighborhood Commercial,HAIGHT,240,34400,0,0,0,0,34400,0,2006.046,200602154713,2-May-06,15-Feb-06,40-X,HAIGHT,15-Feb-06,-122.453469,37.769382,766,Mixres,-1,PL Approved,6,56,10800,0,0,0,0,10800,0,,34671,1228,5,176,129,5,"690 Stanyan Street, LLC",John Brennan,415-216-5290,John Brennan 415-216-5290,San Francisco CA 94117,"425 Divisadero Street, Ste 305"
1364008,143 04th Av,Richmond,BP Filed,26-Sep-07,14,2,,ONE UNIT ADDITION TO EXISTING SINGLE FAMILY RESIDENCE. ADDITION OF 4TH FLOOR AND INTERIOR REMODEL.,Residential,RH-2,324,0,,,,,,,,200709263787,,26-Sep-07,40-X,RH-2,26-Sep-07,-122.46267,37.786092,821,Resident,0,BP Filed,6,1,0,,,,,,,,3028,1364,8,,,2,,,,,,
1364048,4201 California St,Richmond,CONSTRUCTION,17-Oct-12,9,6,"Demolish 850-square foot service station on parking lot for 10 cars and construct 3-story, 6-unit residential over commercial building in excess of 10,000 sq ft.",TO ERECT A NEW 4 STORY 6 UNIT BUILDING WITH RETAIL SPACE,Mixed Use,NC-1,324,10000,0,0,0,0,10000,0,2006.0851,200607186846,29-Sep-06,18-Jul-06,40-X,NC-1,18-Jul-06,-122.462539,37.785174,822,Mixres,-1,Construction,13,6,9150,0,0,0,-850,10000,0,,4855,1364,48,6,-4,1,,Gerry Agosta,377-3245,Gerry Agosta 377-3245,"San Francisco, CA  94131",771 - 27th Street
1368049,4614 California St,Richmond,BP Filed,23-Jan-07,9,0,"Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.",TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING,Residential,RM-1,722,21885.97229,10942.97229,10943,0,0,0,0,2002.0605,200701232361,28-May-03,23-Jan-07,40-X,RM-1,28-May-03,-122.466937,37.784843,828,Mixed,-1,BP Filed,5,0,13686,2743,0,10943,0,0,0,,9948,1368,49,,,2,St. James Episcopal Church,Mary Moore-Gaines,415-751-1198,Mary Moore-Gaines 415-751-1198,"San Francisco, CA  94118",4614 California Street
1417003A,227 16th Av,Richmond,BP ISSUED,17-Oct-07,14,2,NEW CONSTRUCTION OF 2-UNIT BUILDING,"ERECT 4 STORY, TYPE 5, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-2,306,0,0,0,0,0,0,0,2006.0328,200512281113,28-Feb-06,28-Dec-05,40-X,RH-2,28-Dec-05,-122.475498,37.783712,847,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,3000,1417,003A,,,1,Geddes Ulinskas Architects,Geddes Ulinskas,415 904 0483,Geddes Ulinskas 415 904 0483,San Francisco CA 94105,52 2nd Street
2620018,126 Museum Wy,Buena Vista,PL Filed,12-Sep-07,14,2,"The project would demolish an existing single-family dwelling (1,028 square feet) and construct a new two-unit dwelling with two off-street parking spaces.",,Residential,RH-2,563,0,,,,,,,2007.1058,,12-Sep-07,,40-X,RH-2,12-Sep-07,-122.439794,37.764214,1258,Resident,0,Planning Filed,2,1,0,,,,,,,,3145,2620,18,,,8,,Michael Schulte,415.710.5805,Michael Schulte 415.710.5805,"San Francisco, CA 94110",6 Elsie Street
2620119,188 Museum Wy,Buena Vista,BP Filed,29-Jun-12,14,2,New construction fo two dwelling units w/ 3 stories over basement for each unit,"ERECT 3 STORIES, TYPE 5, 2 DWELLING UNITS BUILDING.",Residential,RH-2,563,0,,,,,,,2012.1096,201206293848,23-Aug-12,29-Jun-12,40-X,RH-2,29-Jun-12,-122.438955,37.763913,1259,Resident,0,BP Filed,7,2,0,,,,,,,,2991,2620,119,,,8,SIA Consulting Corporation,Reza  Khoshnevisan,415.922.0200,Reza  Khoshnevisan 415.922.0200,"San Francisco, CA  94103",1256 Howard Street
2625007A,70 Douglass St,Buena Vista,BP Filed,3-Mar-06,14,2,Renovation and rehabilitation of an existing residential building constructe c. 1900.,ERECT 4 STORIES OF 2 DWELLING  UNITS.,Residential,RH-2,563,0,0,0,0,0,0,0,2006.0336,200509021966,3-Mar-06,2-Sep-05,40-X,RH-2,2-Sep-05,-122.439699,37.762618,1264,Resident,-1,BP Filed,6,1,0,0,0,0,0,0,0,,3768,2625,007A,,,8,Group 41 Incorporated,Joel M. Karr,415-572-5033,Joel M. Karr 415-572-5033,"San Francisco, CA 94103","631 Howard Street, Suite 530"
2630018,1169 Stanyan St,Inner Sunset,BP APPROVED,21-Sep-10,14,2,,"New construction of two residential units, 3 STORIES.",Residential,RH-2,546,0,,,,,,,,200803288288,,28-Mar-08,40-X,RH-2,28-Mar-08,-122.452286,37.762717,1272,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,,,,,,,,3073,2630,18,,,7,,,,,,
2676030,580 Oak Park Dr,Inner Sunset,BP ISSUED,28-Nov-07,14,1,"Construct a new single-family dwelling on a vacant parcel in an RH-1(D) (Residential, House, One-Family, Detached) District and a 40-X Height and Bulk District.","ERECT 3 STORIES, 1 DWELLING UNIT WITH 1 BASEMENT BLDG.",Residential,RH-1(D),545,0,0,0,0,0,0,0,2003.0741,200212042761,27-May-03,4-Dec-02,40-X,RH-1(D),4-Dec-02,-122.460196,37.756322,1292,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,6418,2676,30,0,0,7,,Karl Domingus,650-558-0913,Karl Domingus 650-558-0913,,
2706035,1310 Stanyan St,Central,CONSTRUCTION,5-Jul-12,14,1,"The proposal is to construct a new three story, single-family dwelling on a VACANT lot on an undeveloped portion of Stanyan Street in an RH-1 (D) District.",ERECT A TWO STORY SINGLE FAMILY DWELLING,Residential,RH-1(D),195,0,0,0,0,0,0,0,2004.1167,200407158977,14-Jun-06,15-Jul-04,40-X,RH-1(D),15-Jul-04,-122.451352,37.758762,1316,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,3260,2706,35,,,5,Mark Brand Architecture,Mark Brand,543-7300,Mark Brand 543-7300,"San Francisco, CA  94107","425 - 2nd Street, Suite 601"
3717019,120 Howard St,Downtown,CONSTRUCTION,13-Jun-12,10,0,"Three-story, approximately 67,000 square-foot vertical addition to existing 155,000 square-foot nine-story office building.","PROPOSED VERTICAL ADDITION REMOVING EXTG PENTHOUSE AND CONSTRUCTING 4 NEW STORIES WITH FULL FLOOR PLATES, NEW STRUCTURE WILL BE STEEL MOMENT FRAME AND MECHANICAL WILL BE VARIABLE AIR VOLUME-REPLACE 3 EXTG ELEVATORS",Commercial,C-3-O,780,222000,222000,0,0,0,0,0,2006.0616,200611178045,11-May-06,17-Nov-06,200-S,C-3-O/C-3-O(SD),11-May-06,-122.3929,37.791226,1770,MIPS,-1,Construction,13,0,67000,0,0,67000,0,0,0,72,25372,3717,19,,,6,Law Office of Tracy,Tracy Zill,415 676 8035,Tracy Zill 415 676 8035,"San Francisco, CA  94115","3042 Jackson, Suite 4"
3719010,181 Fremont St,TB Combo,PL Filed,15-May-07,9,140,"66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of t",,Commercial,C-3-O(SD),942,530316,530316,,,,,,2007.0456,,15-May-07,,350-S,C-3-O(SD),15-May-07,-122.395424,37.789645,1773,Mixres,0,Planning Filed,2,140,492866,,,492866,,,,72,15313,3719,10,241,241,6,SKS Investments,Steve Shanks,415.421.8200,Steve Shanks 415.421.8200,"San Francisco, CA 94108 ","601 California, Suite 1310"
3720001,425 Mission St,TB Combo,PL Filed,1-Jul-08,10,0,"Transbay Tower project is a 1,200-ft tall, 80-story, 1,880,000-sf office building with 43,000-sf retail in three floors, uppermost connected by retail bridge to proposed Transbay Transit Center City Park, 300-400 parking spaces in subsurface garage access",,Public,P,943,1743000,1700000,,,,43000,,2008.0789,,1-Jul-08,,30-X/80-X,P,1-Jul-08,-122.396833,37.790167,1776,MIPS,0,Planning Filed,2,0,1742950,,,1700000,,42950,,72,96376,3720,1,350,350,6,TJPA,ROBERT BECK,597-4620,ROBERT BECK 597-4620,"SAN FRANCISCO, CA 94105","201 MISSION ST, STE 2750"
3721122,535 Mission St,TB Combo,CONSTRUCTION,27-Sep-12,10,0,"The proposed project would demolish the existing surface parking lot and construct an approx. 293,750 sq. ft. office building, with 2,680 sq. ft. of retail and 50 parking spaces. The building would be approximately 356,400 sq. ft., 27 stories and approxim",,Commercial,C-3-O,741,296430,293750,0,0,0,2680,0,2006.1273,200508049463,9-Nov-06,4-Aug-05,550-S,C-3-O,4-Aug-05,-122.398343,37.789001,1786,MIPS,-1,Construction,13,0,296430,0,0,293750,0,2680,0,123,16389,3721,122,50,-12,6,Reuben & Junius,Joel  Yodowitz,415 567 9000,Joel  Yodowitz 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
3722079,134-140 New Montgomery St,TB Combo,PL Approved,11-Dec-08,4,118,Section 309 Review and Request for one exception (freight loading). A variance from Section 155 is also required as the project sponsor proposes a porte cochere at the Natoma Street frontage. The project would convert the existing building from office to ,,Commercial,C-3-O,743,5160,0,,,,5160,,2007.1337,,22-Feb-08,,350-S,C-3-O,22-Feb-08,-122.399975,37.786889,1794,Mixres,-1,PL Approved,5,118,-84660,,,-89820,,5160,,123,42240,3722,79,,,6,Wilson Meany Sullivan,Scott Mattoch,415-905-5377,Scott Mattoch 415-905-5377,"San Francisco, CA 94111","4 Embarcadero Center,Suite 2200"
3789003,72 Townsend St,East SoMa,BP APPROVED,23-Sep-11,4,74,76 new construction / mixed,"7 STORY ADDITION TO EXISTING 2 STORY COMMERCIAL WAREHOUSE, HIGH RISE BUILDING. ADDITION OF RETAIL, PARKING & 74 RESIDENTIAL UNITS.",High Density Residential,SB-DTR,727,0,,,,,,,2007.0894,200705010136,,1-May-07,105-F,SB-DTR,1-May-07,-122.390093,37.781143,2025,Resident,-1,BP Approved/Issued/Re-Instated,9,74,0,,,,,,,123,29305,3789,3,,,6,,,,,,
3794002A,750 02nd St,East SoMa,CONSTRUCTION,20-Aug-12,4,14,"The proposed project would demolish the existing building and construct a new eight-story, 18-unit residential and 5,050 sq. ft. retail building. The building would include 18 parking spaces, would be approximately 93 feet in height, totaling approximatel",To erect new 7 story commercial/residential building; TO DEMOLISH 1 STORY OFFICE/RETAIL BUILDING,Mixed Use,MUO,632,5050,0,,,,5050,,2007.0007,200807318072,8-May-08,,105-F,MUO,8-May-08,-122.390208,37.78018,2030,Mixres,-1,Construction,13,14,-2710,0,0,0,0,-2710,0,123,6329,3794,002A,18,18,6,"750 2nd Street, LLC",Andy Bush,802-362-4410,Andy Bush 802-362-4410,"Manchester, VT 05254",3657 Main Street
3794014,111 Townsend St,East SoMa,PL Approved,7-Dec-11,9,,"The proposed project would involve the change of use of the project site from warehouse to restaurant and office use.  The change of use would be from the existing 22,884-sq. ft. industrial use to a 16,786-sq. ft. office use with 6,098 sf. ft. of ground f",,Mixed Use,MUO,632,28982,16786,,,0,6098,,2011.0135,,9-Feb-11,,105-F,MUO,9-Feb-11,-122.390915,37.780211,2032,Mixed,-1,PL Approved,5,0,6098,,,16786,-22884,6098,,123,6854,3794,14,34,,6,Harvey Hacker Architects,HARVEY HACKER,415-957-0579,HARVEY HACKER 415-957-0579,"San Francisco, CA 94107",528 BRYANT ST
3794024,144 King St,East SoMa,PL APPROVED,7-Apr-11,6,0,To demolish a non-contributing building in South End HD and construct new 131-room hotel with ground floor retail and no off-street parking. Seeking variances for parking and for restrictions on bay window dimensions (Sections 151 and 136).,,Mixed Use,MUO,632,49500,0,0,0,0,0,49500,2004.1326,,21-Jun-05,,105-F,MUO,21-Jun-05,-122.391289,37.778734,2034,Visitor,-1,PL Approved,5,0,43845,0,0,0,-5655,0,49500,123,9900,3794,24,,,6,Morrison & Foerster LLP,David  Levy,415-268-6238,David  Levy 415-268-6238,"San Francisco, CA  94105-2482",425 Market Street
3821007,1150 16th Street,Showpl/Potrero,BP Filed,22-Jul-11,9,15,"Construction of a five-story, mixed-use building with 15 dwelling units, 15 off-street parking spaces, and 1,155 GSF of ground floor commercial use.  ","ERECT 4 STORIES, TYPE 3, 15 PDR UNITS ABOVE RETAIL & GARAGE BLDG.",Industrial,PDR-1-D,651,1155,0,0,0,0,1155,0,2004.1004,201107220904,13-Apr-06,22-Jul-11,68-X,PDR-1-D,13-Apr-06,-122.398135,37.766499,2044,Mixres,0,BP Filed,14,15,1155,0,0,0,0,1155,0,,11858,3821,7,,,10,Nibbi Investments,Sergio Nibbi,863-1820,Sergio Nibbi 863-1820,"SF, CA 94107",1433 17th Street
3834001,1000 16th St,Showpl/Potrero,BP ISSUED,7-Sep-12,4,65,"The proposed project involves the construction of three building residential complex including 450 dwelling units, 26,500gsf of ground-floor retail space and 503 off-street parking spaces.  The project would include a partial street vacation to narrow the",ERECT 6 STORY 65 UNITS RESIDENTIAL & COMMERCIAL BUILDING.,Mixed Use,UMU,651,26500,0,0,0,0,26500,0,2003.0527,201112070227,23-Feb-06,7-Dec-11,68-X,UMU,23-Feb-06,-122.396988,37.76649,2047,Mixres,-1,BP Approved/Issued/Re-Instated,11,65,26500,0,0,0,0,26500,0,,136691,3833,1,503,503,10,Archstone New Development Holdings,Amir Massih,415-633-8404,Amir Massih 415-633-8404,"San Francisco, CA  94107","333 Thirs Street, Suite 210"
5336047,1915 Quesada Av,Other S Bayshore,PL Filed,20-Apr-09,14,2,"Construction of two new single-family residences on two vacant lots.
",,Residential,RH-1,398,0,,,,,,,2009.0313,,20-Apr-09,,40-X,RH-1,20-Apr-09,-122.39612,37.735817,2410,Resident,0,Planning Filed,6,2,0,,,,,,,,5035,5336,47,,,10,Tommy Lee Consulting,Ronald Yu,415-793-2722,Ronald Yu 415-793-2722,"SF, CA 94122",750 Lawton St
5336048,1911 Quesada Av,Other S Bayshore,BP Filed,17-Jan-07,14,1,,TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-1,398,0,0,0,0,0,0,0,,200701171881,,17-Jan-07,40-X,RH-1,17-Jan-07,-122.396076,37.735792,2411,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2273,5336,48,,,10,,,,,,
