Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,TempSelect,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF
3736074,41 TEHAMA ST,TB Combo,PL Filed,10/31/06,176,"Demolition of a parking storage building and surface parking lot and construction of 23-story, 220' tall residential building with 198 residential dwelling units, 76 ind. access. off-street parking spaces (up to max with stackers or valet), and two loadin",,Commercial,C-3-O(SD),730,0,0,0,0,0,0,0,2004.0803,,8/14/06,,200-S,C-3-O(SD),14-Aug-06,-122.39631,37.787269,1897,2,Resident,0,Planning Filed,2,176,"-1,400"
7088056,320 RANDOLPH ST,"Ingleside, Other",PL FILED,1/21/10,8,"To construct a mixed-use building with 8 market rate residential units with 1:1 off-street parking, a residential care facility with 18 rooms to accomodate up to 36 occupants and two retail/commercial spaces on ground floor.",DEMOLISH 2 STORIES RETAIL AND OFFICE BUILDING.,Mixed Use,NC-1,25,"6,258",,"5,285",,,973,,2010.0045,2.00608E+11,1/21/10,8/29/06,40-X,NC-1,29-Aug-06,-122.465553,37.714412,3020,,Mixres,0,Planning Filed,9,8,"6,258"
6172037,3340 SAN BRUNO AV,"South Central, Other",PL Filed,8/31/06,8,The proposal would demolish an existing structure containing six dwelling units and construct a new building with up to eight units.,,Residential,RM-1,44,0,0,0,0,0,0,0,2006.1078,,8/31/06,,40-X,RM-1,31-Aug-06,-122.400808,37.719836,2700,,Resident,0,Planning Filed,2,2,0
3543011,2175 MARKET ST,Market Octavia,PL Filed,8/31/06,60,"Demolish the existing gas station and construct a six-story mixed-use building containing 60 residenital units 28 off-street parking spaces, and one 7,300 square-foot retail space at the ground floor.  The project would contain 97,900 square-feet of area ",,Mixed Use,NCT,561,"7,300",0,0,0,0,"7,300",0,2006.106,,8/31/06,,40-X/50-X,UPR MARKET NCT,31-Aug-06,-122.430245,37.766292,1512,,Mixres,0,Planning Filed,2,60,"5,813"
150054,1020 BROADWAY ,Northeast,PL Filed,9/28/06,6,"Proposed project would involve a three-lot subdivision and the new construction of three two-unit buildings, one on each newly subdivided lot. The buildings would total approximately 19,000 sq. ft., 10 parking spaces, and would be approximately 40 feet in",,Residential,RH-2,361,0,0,0,0,0,0,0,2006.1202,,9/28/06,,40-X,RH-2,28-Sep-06,-122.413904,37.797123,149,,Resident,0,Planning Filed,2,6,0
3708006,50 01ST ST,TB Combo,PL Filed,12/21/06,600,"The project site consist of three undeveloped lots and four buildings ranging from five to seven stories, totaling approx. 251,000 sq. ft. of office, retail, and commercial uses. There are no off-street parking or loading on the site. The proposed project",,Commercial,C-3-O,740,"1,385,000","520,000","25,000",0,0,"230,000","610,000",2006.1523,,12/21/06,,500-S,C-3-O,21-Dec-06,-122.398492,37.790316,1751,2,Mixres,0,Planning Filed,2,600,"1,134,000"
194009,740 WASHINGTON ST,Northeast,PL Filed,2/28/07,18,"The proposed project would demolish the existing 13,500 sf retail building and construct 18 new affordable studio units totaling about 7,704 gsf and a 4,450 sf ground floor senior center. The building would be approximately 50 feet in height, four-stories",,Mixed Use,CVR,792,"4,450",0,"4,450",0,0,0,0,2007.0211,,2/28/07,,50-N,CVR,28-Feb-07,-122.405733,37.795294,27,,Mixres,0,Planning Filed,2,18,"-9,050"
3727004,150 07TH ST,WSoMa,PL Filed,4/2/07,0,Vertical and horizontal addition.,,Industrial,SLR,623,"14,558",,,,,"14,558",,2007.0317,,4/2/07,,50-X,SLR,2-Apr-07,-122.410261,37.778501,1836,,Retail/Ent,0,Planning Filed,2,0,"10,808"
281003,832 SUTTER ST,Downtown,PL Filed,8/24/08,27,The proposal is to construct a mixed-use building with no parking on an existing surface parking lot.  ,,Mixed Use,RC-4,734,"1,176",,,,,"1,176",,2007.0392,,4/19/07,,80-A,RC-4,19-Apr-07,-122.414151,37.788653,197,,Mixres,0,Planning Filed,3,27,"1,176"
3719010,181 FREMONT ST,TB Combo,PL Filed,5/15/07,140,"66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of t",,Commercial,C-3-O(SD),942,"530,316","530,316",,,,,,2007.0456,,5/15/07,,350-S,C-3-O(SD),15-May-07,-122.395424,37.789645,1773,2,Mixres,0,Planning Filed,2,140,"492,866"
5869014,4199 MISSION ST,"South Central, Other",PL Filed,8/5/08,12,"12-unit residential mixed-use, 30,995-gsf total, replacing gas station
",,Mixed Use,NC-2,69,"2,000",,,,,"2,000",,2007.0463,,5/16/07,,40-X,NC-2,16-May-07,-122.429843,37.730041,2610,,Mixres,0,Planning Filed,5,12,600
853021,102-104 OCTAVIA STREET,Market Octavia,PL Filed,6/8/07,20,Youth housing,,Mixed Use,NCT,587,0,0,0,0,0,0,0,,,,6/8/07,50-X,HAYES NCT,8-Jun-07,-122.423554,37.773097,579,,Resident,0,Planning Filed,2,20,0
4591A010,142 ALBATROSS,Other S Bayshore,PL Filed,6/8/07,50,Family housing,,Residential,RM-1,386,0,0,0,0,0,0,0,,,,6/8/07,40-X,HP-RA,8-Jun-07,-122.372154,37.728285,2244,,Resident,0,Planning Filed,,50,0
729046,1210 SCOTT STREET,Western Addition,PL Filed,6/8/07,18,First-time Homeownership - avg. 80pct AMI,,Residential,RM-3,301,0,0,0,0,0,0,0,,,,6/8/07,65-A,RM-3,8-Jun-07,-122.437129,37.780997,507,,Resident,0,Planning Filed,,18,0
3740027,SPEAR STREET AND FOLSOM ST,TB Combo,PL Filed,6/8/07,85,HSG for Low- & moderate income families and individuals,,Public,P,764,0,0,0,0,0,0,0,,,6/8/07,,40-X,P,8-Jun-07,-122.391591,37.790343,1912,2,Resident,0,Planning Filed,,85,0
595013,1645-1661 PACIFIC AV,Northeast,PL Filed,7/25/07,50,"Demo auto repair buildings and construct 65,000-sf, 50-unit, residential condominium building, with 50 stacker parking spaces at basement, with common lobby entrance and roof deck.",,Mixed Use,NCD,345,0,,,,0,0,,2007.0519,2.00707E+11,7/25/07,,65-A,POLK,25-Jul-07,-122.422317,37.794805,407,,Resident,0,Planning Filed,2,50,"-27,275"
1939001,Treasure Island,Treasure Island,PL Filed,12/4/07,6000,"Development and Redevelopment Plan for Treasure Island and Yerba Buena Island, including land uses up to (approximately): 6,000 units residential, 500 rooms hotel, 250,000-sf retail, 300 acres park and open space, parking, reuse and historic rehabilitatio",,Public,P,868,"250,000",0,0,0,0,"250,000",0,2007.0903,,8/9/07,,OS,P,9-Aug-07,-122.371048,37.823551,1200,,Mixres,0,Planning Filed,,6000,"250,000"
4886008,Hunters Point Expy,Candlestick,PL Filed,12/3/07,10500,"Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,0",,Public,P,881,"6,120,000","5,150,000","10,000",0,0,"750,000","210,000",2007.0946,,8/24/07,,OS,P,24-Aug-07,-122.381602,37.711469,2322,,Mixres,0,Planning Filed,,10237,"6,120,000"
3756003,350 08TH ST,WSoMa,PL Filed,9/7/07,416,"Seven building mixed-use development for 416 rental dus in 384,000-sf, with 50K-sf retail, 8,700-sf industrial/studio, and 409-space below ground parking on site of SOMA busyard, block bounded by 8th Street, Harrison, Ringold, Gordon, totaling 634,000-sf.",,Industrial,SLR,598,"61,700",,,,"8,700","53,000",,2007.1035,,9/7/07,,40-X,SLR,7-Sep-07,-122.40947,37.774474,1957,,Mixres,0,Planning Filed,2,416,"56,700"
2620018,126 MUSEUM WY,Buena Vista,PL Filed,9/12/07,2,"The project would demolish an existing single-family dwelling (1,028 square feet) and construct a new two-unit dwelling with two off-street parking spaces.",,Residential,RH-2,563,0,,,,,,,2007.1058,,9/12/07,,40-X,RH-2,12-Sep-07,-122.439794,37.764214,1258,,Resident,0,Planning Filed,2,1,0
3752023,397 05TH ST,WSoMa,PL Filed,9/24/07,24,"Build a 24-unit residential over 5,000 square feet of retail space.
Demolition of two existing buildings and surface parking lot and new construction of 24 residential units, 5,110 sq. ft. of retail, and 19 parking spaces. The new structure would be appr",,Industrial,RSD,664,"5,000",,,,,"5,000",,2007.111,,9/24/07,,40-X/85-B,RSD,24-Sep-07,-122.401886,37.779189,1937,2,Mixres,0,Planning Filed,2,24,"5,000"
3721019,562 HOWARD ST,TB Combo,PL Filed,10/3/07,19,"8-story residential addition to existing 2-story commercial building & a change of use of the existing ground-floor space to retail, 19 new dwelling units, ten (total) stories",,Public,P,741,"2,300",,,,0,"2,300",,2007.1135,,10/3/07,,450-S,C-3-O(SD),3-Oct-07,-122.397502,37.787588,1782,2,Mixres,0,Planning Filed,2,19,0
1176035,1907 MCALLISTER ST,Western Addition,PL Filed,10/16/07,0,Conditional Authorization for expansion of Church in R district and Rear Yard Variance for vertical addition of existing building with full lot coverage.,,Residential,RM-1,275,"8,870",,"8,870",,,,,2007.0711,,10/16/07,,40-X,RM-1,16-Oct-07,-122.44354,37.776993,740,,CIE,0,Planning Filed,2,0,"2,364"
1018012,3657 SACRAMENTO ST,Richmond,PL Filed,11/20/07,18,"Demolish existing garage and medical office buildings and construct a new 4-story building with 18 residential units, offices, retail, and 3 levels of underground parking.",,Mixed Use,NCD,718,0,0,,,,0,,2007.1347,,11/20/07,,40-X,SACRAMENTO,20-Nov-07,-122.452829,37.7873,661,,Resident,0,Planning Filed,2,18,0
238002,300 CALIFORNIA ST,Downtown,PL Filed,12/19/07,0,"VERTICAL ADDITION OF FOUR STORIES OF OFFICE USE, WITH NO CHANGE TO THE EXISTING OFFICE, RETAIL AND PARKING USES.",,Commercial,C-3-O,945,"195,200","195,200",,,,,,2007.1248,,12/19/07,,400-S,C-3-O,19-Dec-07,-122.400114,37.79333,169,2,MIPS,0,Planning Filed,2,0,"61,600"
3617008,1050 VALENCIA ST,Mission,PL Filed,12/20/07,16,"New Construction of 16-du Res Mixed Use bldg, w/25,000-gsf residential, 2,000-gsf retail, and 2,800 full basement storage, totalling 30,480 with one loading space retained.  Demolition of 1970-constrone-story SPORK restaurant bldg and parking, and replace",,Mixed Use,NCT,165,"2,000",,,,,"2,000",,2007.1457,,12/20/07,,55-X,Valencia St NCT,20-Dec-07,-122.421124,37.756003,1671,,Mixres,0,Planning Filed,2,16,400
5826004,118 BACHE ST,Bernal Heights,PL Filed,12/31/07,2,2-story addition on top of existing garage.,Verticle & Horizontial addition to existing garage structure. Existing is a detached garage only. Proposed will include additional parking with two levels of residential above garage.,Residential,RH-2,87,0,,,,,,,2007.1482,2.00712E+11,12/31/07,,40-X,RH-2,31-Dec-07,-122.417679,37.733864,2596,,Resident,0,Planning Filed,2,1,0
7303001,3711 19th Ave,Park Merced,PL Filed,1/8/08,8898,"Master redevelopment program for 116-ac Parkmerced site, proposed to retain existing midrise bldgs and demo/replace all others w/ 4-14-story residential bldgs, on-site relocation of existing residents @ current rent-controlled rates, concurrent infrastruc",,Residential,RM-1,888,"521,450","91,390",,,,"430,060",,2008.0021,,1/8/08,,40-X/130-D,RM-1/RM-4,8-Jan-08,-122.475451,37.7205,3093,,Mixres,0,Planning Filed,2,5677,"478,383"
3704015,942 MISSION ST,Downtown,PL Filed,2/14/08,0,"Demolition of 17,000 square feet of commercial (film) use, construction of a 13-story hotel  w/165 tourist hotel rooms, 63,286 sfhotel space and 7,840 sf of retail and public space. Project is 46,126 gsf and building height 103 feet.
gross square footage ",,Commercial,C-3-G,667,"71,126",0,,,0,"7,840","63,286",2008.0197,,2/14/08,,160-F,C-3-G,14-Feb-08,-122.407563,37.782072,1734,,Visitor,0,Planning Filed,14,0,"53,514"
3704071,949 Market Street,Downtown,PL Filed,2/22/08,0,"Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross floo",,Commercial,C-3-G,667,"367,000",0,,,,"367,000",,2008.0217,,2/22/08,,120-X,C-3-G,22-Feb-08,-122.409146,37.782982,1736,,Retail/Ent,0,Planning Filed,4,0,"237,300"
640010,1990 CALIFORNIA ST,Marina,PL Filed,5/15/08,22,Change of use from 11 dwelling units to group housing with 22 bedrooms per 209.2(a).,,Residential,RH-2,770,0,,,,,,,2008.0419,,4/8/08,,40-X,RH-2,8-Apr-08,-122.427,37.789899,421,,Resident,0,Planning Filed,3,11,0
7044A006,5498 MISSION ST,"South Central, Other",PL Filed,11/18/09,6,Demolition and contruct new mixed use 3-story building with 6 residential units and bottom floor commercial.,to erect 6 dwelling units with 2 story new bldg; to demolish 5 dwelling units with retail space,Mixed Use,NC-2,22,0,,,,,,,2009.0812,2.00804E+11,8/28/09,4/15/08,40-X,NC-2,15-Apr-08,-122.44476,37.712769,3001,,Resident,0,Planning Filed,3,1,0
3535001,2001 MARKET ST,Market Octavia,PL Filed,6/13/08,72,"The project replaces the S&C Ford Showroon and adjacent parcel residential buildings with 185,418-gsf mixed use development: 29,715-gsf retail grocery with six to two floors of residential condominiums over, and two subsurface parking levels, totalling 75",,Mixed Use,NCT-3,231,"29,715",,,,,"29,715",,2008.055,,5/8/08,,40-X/85-X,NCT-3,8-May-08,-122.426906,37.769006,1501,,Mixres,0,Planning Filed,5,69,"-14,517"
855011,4 OCTAVIA ST,Market Octavia,PL Filed,10/6/08,49,"new construction of  mixed-use building containing +/- 49 dwelling units, +/-3,500 sq. ft. of ground-floor commercial space & a parking garage containing 37 residential-serving spaces & 2 commercial-serving spaces (39 total) -- ""C' for a lot in excess of ",,Mixed Use,NCT-3,587,"3,530",,,,,"3,530",,2008.0569,,5/14/08,,50-X/85-X,HAYES NCT/NCT-3,14-May-08,-122.423383,37.772172,583,,Mixres,0,Planning Filed,5,49,"3,530"
250001,1401 CALIFORNIA ST,Northeast,PL Filed,10/20/08,95,"Demolish Cala Foods and loading dock and construct 6-8-story, 95-unit residential mixed-use building, 31,000-sf retail, and 105 parking, 246,500-sf total. LEED Gold.",,Mixed Use,NCD,334,"31,000",,,,,"31,000",,2008.07,,6/13/08,,65-A,POLK,13-Jun-08,-122.417554,37.790856,173,,Mixres,0,Planning Filed,5,95,"-19,056"
192014,835-845 Jackson St,Northeast,PL Filed,6/26/08,0,"Hospital Replacement and expansion, adding 68,010 gsf total, building new seven-story acute care hospital, moving medical office building uses to existing five-story hospital, and demolishing existing Chinese Hospital and Chinese Hospital Garage (MOB and ",,Mixed Use,CRNC,346,"140,990",,"140,990",,,,,2008.0762,,6/26/08,,65-N,CRNC,26-Jun-08,-122.408854,37.795639,24,,CIE,0,Planning Filed,2,0,"68,010"
3720001,425 MISSION ST,TB Combo,PL Filed,7/1/08,0,"Transbay Tower project is a 1,200-ft tall, 80-story, 1,880,000-sf office building with 43,000-sf retail in three floors, uppermost connected by retail bridge to proposed Transbay Transit Center City Park, 300-400 parking spaces in subsurface garage access",,Public,P,943,"1,743,000","1,700,000",,,,"43,000",,2008.0789,,7/1/08,,30-X/80-X,P,1-Jul-08,-122.396833,37.790167,1776,2,MIPS,0,Planning Filed,2,0,"1,742,950"
165021,235 BROADWAY ,Northeast,PL Filed,7/2/08,50,"Broadway/Sansome Family Housing: 100% affordable 50-du residential mid-rise bldg with 5,000-sf retail on former Fwy parcel, 50-70' deep lot entire south side of Broadway between Sansome and Battery Streets, replacing surface parking and portion Stevens Al",,Commercial,C-2,826,"5,000",,,,,"5,000",,2008.0797,,7/2/08,,65-A,C-2,2-Jul-08,-122.401464,37.79841,156,,Mixres,0,Planning Filed,2,50,"5,000"
2394046,2115 TARAVAL ST,Outer Sunset,PL Filed,2/24/09,2,"Existing 2,150 sqft, 22'-0"" two-unit residence with ground floor commercial. Proposed 5,000 sqft, 50'-0"" two-unit residence with office and commercial space.",,Mixed Use,NC-2,435,"2,000","1,000",,,,"1,000",,2008.0794,,7/2/08,,50-X,NC-2,2-Jul-08,-122.488777,37.742335,1246,,Mixres,0,Planning Filed,5,0,"1,000"
6323008M,2115 GENEVA AV,"South Central, Other",PL Filed,7/3/08,2,"Legalize 2nd Dwelling Unit, Not providing required parking",,Mixed Use,NC-1,3,0,,,,,,,2008.0799,,7/3/08,,40-X,NC-1,3-Jul-08,-122.420675,37.708615,2762,,Resident,0,Planning Filed,2,1,0
3507042,1400 MISSION ST,Downtown,PL FILED,4/8/09,165,"THC/Citizens Housing (MOH) proposal for 165-du 100% affordable housing project, 15-story, w/ 18 parking spaces and 3,640-gsf retail at ground level.  Related to Addendum 2003.0262E EIR.",,Mixed Use,NC-3,608,"3,640",0,0,0,0,"3,640",0,2008.0553,,7/18/08,6/24/09,80-A,NC-3,18-Jul-08,-122.415971,37.775274,1,,Mixres,0,Planning Filed,2,165,"3,640"
6087030,405 LISBON ST,"South Central, Other",PL Filed,7/18/08,2,Proposed new 3-story building in front of existing main structure.,,Residential,RH-1,50,0,,,,,,,2008.0857,,7/18/08,,40-X,RH-1,18-Jul-08,-122.433612,37.721723,2684,,Resident,0,Planning Filed,2,1,0
74001,701 LOMBARD ST,Northeast,PL Filed,8/11/08,0,"Library Bond project combined with Park Plan.  Project includes new library on the lot at the corner of Columbus & Lombard Streets (0074/001), demolition of existing branch library, and plan for reorganization and improvements to Joe DiMaggio Playground (",,Mixed Use,NCD,381,"8,900",,"8,900",,,0,,2008.0968,,8/11/08,,40-X,NO BEACH,11-Aug-08,-122.413076,37.802763,96,,CIE,0,Planning Filed,2,0,"3,563"
9900041H,PIER 31,Northeast,PL Filed,8/27/08,0,"Improvements to Pier 33 Bulkhead and Pier 31 1/2 deck, replacement of floating vessel berth, reconfigure existing vehicular circulation, add Bayside walk and interpretive exhibits, for visitor areas and Hornblower Cruises passenger service operations to A",,Commercial,C-2,854,"82,325",,,,"74,250","8,075",,2008.1032,,8/27/08,,40-X,C-2,27-Aug-08,-122.403824,37.80641,3161,,PDR,0,Planning Filed,2,0,"12,990"
3706093,706 MISSION ST,Downtown,PL Filed,9/11/08,220,"706 Mission Street: 605' residential tower, includes some YBC parcels, includes Mexican Museum, would create new access to share Jessie Square garage.",,Commercial,C-3-R,744,"35,000",,"35,000",,,,,2008.1084,,9/11/08,,400-I,C-3-R,11-Sep-08,-122.402378,37.786159,1746,2,Mixres,0,Planning Filed,2,220,"35,000"
3965001,2401 16TH ST,Mission,PL Filed,10/9/08,12,"Retain the exisitng three-story, 34-foot, 5,625 sq. ft. retail and office building. Addition and new construction of 12 residential units over ground floor retail. The total project including the existing retail/office uses would be approximately 29,822 s",,Mixed Use,UMU,568,"7,347","3,750",,,,"3,597",,2006.0428,,10/9/08,,68-X,UMU,9-Oct-08,-122.410614,37.765523,2062,,Mixres,0,Planning Filed,2,12,"1,722"
544016,2762 OCTAVIA ST,Marina,PL Filed,10/28/08,2,"In-Fill Housing over existing commercial (approx. 70% demo of existing).  Two new residential units with ground floor commercial, without parking (161(j)) and rear yard variance, with easments across lots 16 and 18 to access residential portion of lot 17.",,Mixed Use,NCD,363,"3,000",,,,,"3,000",,2008.1228,,10/28/08,,40-X,UNION,28-Oct-08,-122.428656,37.797575,373,,Mixres,0,Planning Filed,2,2,"-9,158"
3710017,350 MISSION ST,TB Combo,PL Filed,11/19/08,0,"The project site is occupied by a four-story building with approximately 95,000 sq. ft. of office, retail, and acessory uses. The proposed project would demolish the existing building and construct a 28-story, 455' ft high office tower consisting of 503,0",,Commercial,C-3-O,774,"510,300","503,000",,,,"7,300",,2006.1524,,11/19/08,,550-S,C-3-O,19-Nov-08,-122.396374,37.790809,1762,2,MIPS,0,Planning Filed,2,0,"415,603"
