Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
3553054,1501 15th St,Mission,PL Filed,14-Apr-11,0,"Demo gas station, construct 6-story, 40-du bldg with 32 parking spaces.
U Case Description: Request for Written Determination Pursuant to Planning Code Section 228.4- Service Station Conversion Determination
2007.1359C Demolition of vacant gas station str",,Mixed Use,C-M,230,9681,,,,0,9681,,2008.1395,,14-Apr-11,,58-X,UMU,14-Apr-11,-122.417728,37.766736,1536,Retail/Ent,0,Planning Filed,4,40,8287,,,10491,-11885,9681,,3553,54,22,,UMU,58-X,6,"S&S Capital Partners, LLC",Sean  Sullivan,415-206-1578,Sean  Sullivan 415-206-1578,"San Francisco, CA 94110",1699 Valencai Street
3554027,411 Valencia St,Mission,BP ISSUED,22-Jun-11,16,"Construction 24-du bldg, with 1+ 16 stacked parking spaces on ground floor accessed from Caledonia Street, with two ground floor retail spaces of 620-gsf and 700-gsf on Valencia Street; six stories plus roof deck, 16,800-gsf total, on existing vacant lot.","ERECT A 4 STORY, EIGHT UNIT RESIDENTIAL STRUCTURE",Mixed Use,NCD,223,1400,,,,,1400,,2009.018,2.0051E+11,25-Aug-09,13-Oct-05,55-X,Valencia St NCT,13-Oct-05,-122.421838,37.76633,1537,Mixres,-1,BP Approved/Issued/Re-Instated,11,16,1400,,,,,1400,,3554,27,17,17,Valencia St NCT,55-X,6,B&B Contractor Services,Linda Beattie,415-816-1594,Linda Beattie 415-816-1594,"Pacifica, CA 94044",320 Garden Court
3557062,200 Dolores St,Market Octavia,BP Filed,19-Aug-08,13,"The proposed project (revised per Dept) involves renovation of the existing 3-story fire-damaged rectory structure and construction of a 4-story 19,083 gsf residential building containing 13 dwelling units and 16 off-street parking spaces. M-O Plan Area. ",ERECT A FOUR STORY THIRTEEN UNIT RESIDENTIAL BLDG,Residential,RTO,231,0,,0,,,,,2008.0992,2.00311E+11,15-Jan-09,18-Nov-03,40-X,RTO,18-Nov-03,-122.426658,37.766192,1544,Resident,-1,BP Filed,6,13,-8463,-8463,0,,0,,0,3557,62,16,16,RTO,40-X,8,Corvorn LLC,Michael Mamone,235-2975,Michael Mamone 235-2975,"San Francisco, CA 94103",1875 Mission Street
3560001,2210 Market St,Market Octavia,BP Filed,2-Oct-08,22,"The proposed project would demolish the existing 3,000 sq. ft. restaurant and construct a new six story over garage builidng consisting of 20 residential units, 5,000 sq. ft. of retail, and 15 parking spaces. The building would be approximately 30,000 sq.",TO DEMOLISH 1 STORY RESTAURANT.,Mixed Use,NCT,565,5000,0,0,0,0,5000,0,2006.1409,2.0081E+11,7-Nov-08,2-Oct-08,40-X/60/65-X,UPR MARKET NCT,2-Oct-08,-122.431436,37.765723,1546,Mixres,-1,BP Filed,6,22,2000,0,0,0,0,2000,0,3560,1,15,15,UPR MARKET NCT,40-X/60/65-X,8,Sia Consulting Corp.,Reza Khoshnevisan,922-0200x108,Reza Khoshnevisan 922-0200x108,"San Francisco, CA 94103",1256 Howard Street
3568057,439 Guerrero St,Mission,CONSTRUCTION,18-Oct-06,3,,CONVERT BUILD. INTO THREE RESIDENTIAL UNITS,Residential,RM-2,221,0,0,0,0,0,0,0,,9917899,,26-Aug-99,45-X,RTO-Mission,26-Aug-99,-122.423888,37.764119,1556,Resident,-1,Construction,13,3,-5940,-5940,0,0,0,0,0,3568,57,,,RTO-Mission,45-X,6,,,,,,
4654013,881 Innes Av,Other S Bayshore,PL APPROVED,23-Feb-06,1,"The proposal is to re-establish / continue a non-conforming use in an RH-1(s).  Specifically, to establish a small brewery in a historic brewery structure.",,Residential,RH-1(S),443,1500,0,0,0,0,1500,0,2005.1055,,10-Nov-05,,40-X,RH-1(S),10-Nov-05,-122.375373,37.731634,2256,Mixres,-1,PL Approved,5,0,1500,0,0,0,0,1500,0,4654,13,,,RH-1(S),40-X,10,,Kathleen Smith,650/922-0485,Kathleen Smith 650/922-0485,"Yountville, CA  94599",P.O. Box 2036
5279033,1675 Jerrold Av,Other S Bayshore,CONSTRUCTION,30-Jul-07,0,,ERECT 4 STORY WAREHOUSE & OFFICE,Industrial,M-1,407,9980,4990,0,0,4990,0,0,,2.00208E+11,,2-Aug-02,65-J,M-1,2-Aug-02,-122.390794,37.739412,2268,Mixed,-1,Construction,13,0,9980,0,0,4990,4990,0,0,5279,33,,,M-1,65-J,10,,,,,,
5549041,3407 Folsom St,Bernal Heights,CONSTRUCTION,25-Apr-11,2,,ERECT A THREE STORY TWO UNIT RESIDENTIAL BLDG,Residential,RH-2,453,0,0,0,0,0,0,0,,9906780S,,9-Apr-99,40-X,RH-2,9-Apr-99,-122.413095,37.743989,2286,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,5549,41,,,RH-2,40-X,9,,,,,,
5556019,162 Brewster St,Bernal Heights,BP REINSTATED,14-Jun-10,1,,TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-1,114,0,0,0,0,0,0,0,,2.00607E+11,,10-Jul-06,40-X,RH-1,10-Jul-06,-122.407352,37.744057,2289,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,5556,19,,,RH-1,40-X,9,,,,,,
4786043,1171 Revere Av,"BVHP Area A,B",BP ISSUED,27-Feb-08,0,"To legalize Block 4786, lot 043, a triangular lot that neither meets lot area nor lot width zoning regulations.",TO ERECT 1 STORY WARE HOUSE.,Industrial,RH-2,902,2175,0,0,0,2175,0,0,2006.1269,2.00606E+11,16-Oct-06,7-Jun-06,40-X,PDR-2,7-Jun-06,-122.382449,37.727212,2307,PDR,-1,BP Approved/Issued/Re-Instated,11,0,2175,0,0,0,2175,0,0,4786,43,,,PDR-2,40-X,10,,,,,,
4792029,1212 Thomas Av,"BVHP Area A,B",BP Filed,23-Jul-08,0,,"ERECT A SINGLE STORY COMMERCIAL BUILDING(OFFICE & WAREHOUSE)WITH APPROX. 30,000 SQUARE FEET AT 24' H",Industrial,PDR-1,904,30000,5000,,,25000,,,,2.00807E+11,,23-Jul-08,40-X,PDR-1-B,23-Jul-08,-122.384104,37.726506,2312,PDR,0,BP Filed,7,0,30000,,,5000,25000,0,,4792,29,,,PDR-1-B,40-X,10,,,,,,
4829010,2105 Keith St,"BVHP Area A,B",BP APPROVED,4-Nov-08,8,"Demolition of the existing 3,900 sq. ft. industrial building and subdivide the parcel into four lots. New construction of four- two unit duplexes on each newly created parcels.","four permits for four duplexes, 8 total",Residential,RH-2,388,0,,,,,,,2006.0055,2.0071E+11,11-Jan-06,4-Oct-07,40-X,RH-2,11-Jan-06,-122.390551,37.727957,2316,Resident,-1,BP Approved/Issued/Re-Instated,9,8,-3900,,,,-3900,,,4829,10,,,RH-2,40-X,10,Alex Tse,Alex Tse,415-260-8739,Alex Tse 415-260-8739,"Foster City, CA 94404",975 Lurline Dr. 
4846018,1351 Yosemite Av,"BVHP Area A,B",BP ISSUED,23-May-08,0,,ERECT A NEW 2 STORY CONTRACTOR'S WAREHOUSE & OFFICE,Industrial,PDR-2,892,7500,1000,0,0,6500,0,0,,2.00405E+11,,28-May-04,40-X,PDR-2,28-May-04,-122.387592,37.724347,2319,PDR,-1,BP Approved/Issued/Re-Instated,11,0,7500,0,0,1000,6500,0,0,4846,18,,,PDR-2,40-X,10,,,,,,
4886008,Hunters Point Expy,Candlestick,PL APPROVED,3-Aug-10,10500,"Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,0",,Public,P,881,6120000,5150000,10000,0,0,750000,210000,2007.0946,,11-Jan-10,,OS,P,11-Jan-10,-122.381602,37.711469,2322,Mixres,-1,PL Approved,5,10237,6120000,10000,0,5150000,0,750000,210000,4886,8,,0,P,OS,10,SF Redevelopment Agency,Nicole Franklin,749-2400,Nicole Franklin 749-2400,"San Francisco, CA 94103",One South Van Ness Avenue
4912001,2824 Jennings St,"BVHP Area A,B",BP APPROVED,30-Oct-07,3,,SCOPE OF WORK IS TO MAKE CORRECTIONS REQUIRED ON NOV;COMPLAINT # 200449960 AND TO LEGALIZE (E) 2ND FLOOR RESIDENCES. (E) RESIDENCES WILL BE REMODELED AND WILL BE BROUGHT UP TO CODE & NEW ADA/HANDICAP BATHROOMS WILL BE CONSTRUCTED. NEW ELECTRICAL. 1ST FLOO,Industrial,PDR-2,896,0,0,0,0,0,0,0,,2.00701E+11,,11-Jan-07,40-X,PDR-2,11-Jan-07,-122.392925,37.72255,2323,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,4912,1,,,PDR-2,40-X,10,,,,,,
4912002,2838 Jennings St,"BVHP Area A,B",CONSTRUCTION,16-Nov-07,2,,COMPLY NOV 200449317.CONVERT (E)GRD/FL COMMERCIAL SPACE TO 2 BEDRM APARMENT.CHG LAUNDRY RM FOR THE BLDG. CHG UTILITY RM & A ROOF TOP DECK FOR THE APARTMENT. ALL VIOLATION WILL BE CORRECTED FOR 2/FL UNIT. ALL NEW ELECT & PLUMB FOR NEW LOWER UNIT.,Industrial,PDR-2,896,0,0,0,0,0,0,0,,2.00612E+11,,1-Dec-06,40-X,PDR-1-B,1-Dec-06,-122.392991,37.722476,2324,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,4912,2,,,PDR-1-B,40-X,10,,,,,,
4937014,1060 Gilman Av,"BVHP Area A,B",BP REINSTATED,4-Nov-10,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential,RH-1,890,0,0,0,0,0,0,0,,2.0061E+11,,24-Oct-06,40-X,RH-1,24-Oct-06,-122.389126,37.718953,2329,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,4937,14,,,RH-1,40-X,10,,,,,,
4976019,750 Jamestown Av,"BVHP Area A,B",CONSTRUCTION,16-Apr-09,1,Construct a new single-family dwelling unit.,TO ERECT ONE DWELLING UNIT WITH  3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,879,0,0,0,0,0,0,0,2007.0078,2.00609E+11,19-Jan-07,7-Sep-06,40-X,RH-1,7-Sep-06,-122.38935,37.715691,2346,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,4976,19,,,RH-1,40-X,10,Hills Bradas Consultants,John Hills,510-534-1026,John Hills 510-534-1026,"Oakland, CA 94601",2460 34th Ave. #2
4991277,833-881 Jamestown,Candlestick,CONSTRUCTION,17-Sep-07,198,EE  Subdivide 30 acres into 271 lots & build a maximum of 520 units in a phased project.,BLDG #10 - ERECT A FOUR STORY THRITY SIX UNIT RESIDENTIAL BLDG,Residential,RH-2,880,0,0,0,0,0,0,0,1991.076,9924080S,19-Feb-91,13-Nov-99,40-X,RH-2,19-Feb-91,-122.386789,37.711415,2359,Resident,-1,Construction,13,198,0,0,0,0,0,0,0,4991,277,,,RH-2,40-X,10,"Director, Department of Public Wor","Director, Department of Public Wor", 554-6920,"Director, Department of Public Wor  554-6920","San Francisco, CA  94102","City Hall, Room 260"
5066B003,2175 Bayshore Bl,VisVal,BP APPROVED,23-Nov-09,4,"construction of new commercial and 4 unit building, demolition of existing buildings",DEMOLISH 1 STORY COMMERCIAL BUILDING.,Mixed Use,NC-1,875,750,0,0,0,0,750,0,2006.1111,2.00611E+11,26-Feb-07,3-Nov-06,40-X,NC-1,3-Nov-06,-122.401304,37.712343,2366,Mixres,-1,BP Approved/Issued/Re-Instated,9,4,-1250,0,0,0,0,-1250,0,5066B,3,0,0,NC-1,40-X,10,Best Design & Construction,Alex Nie,415-656-3528,Alex Nie 415-656-3528,"Brisbane, CA 94005","100 Old Country Road, Suite 100C"
5258001,1409 Hudson Av,Other S Bayshore,BP ISSUED,4-Dec-07,1,,"TO ERECT 2 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING BUILDING.",Residential,RH-1,410,0,0,0,0,0,0,0,,2.00512E+11,,15-Dec-05,40-X,RH-1,15-Dec-05,-122.384954,37.737993,2377,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,5258,1,,,RH-1,40-X,10,,,,,,
5260002,4132 Third Street,Other S Bayshore,BP APPROVED,17-Feb-09,7,,ERECT A NEW 4 STORY RESIDENTIAL & COMMERCIAL BUILDING,Industrial,M-1,489,0,0,0,0,0,0,0,,2.00707E+11,,5-Jul-07,65-J,M-1,5-Jul-07,-122.389089,37.740114,2382,Resident,-1,BP Approved/Issued/Re-Instated,9,7,0,0,0,0,0,0,0,5260,2,,,M-1,65-J,10,,,,,,
5323015A,1425 Mendell St,"BVHP Area A,B",BP FILED,3-May-07,0,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)
TO ERECT 5 STORIES OFFICE BUILDING.",Mixed Use,NC-3,428,7031,5625,,,,1406,,2007.0331,,24-May-07,,55-X,NC-3,24-May-07,-122.390384,37.734332,2400,MIPS,0,BP Filed,3,0,3802,,,2396,,1406,,5323,015A,,,NC-3,55-X,10,Arcsine,Adam Winig,510-444-2410,Adam Winig 510-444-2410,Oakland CA,"414 13th Street, Suite 350"
5327038,1665 Palou Av,"BVHP Area A,B",BP ISSUED,29-Mar-11,2,,ERECT 2 DWELLING UNITS OF 4 STORIES.,Residential,RH-2,406,0,0,0,0,0,0,0,,2.00507E+11,,13-Jul-05,40-X,RH-2,13-Jul-05,-122.392226,37.734545,2402,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,5327,38,,,RH-2,40-X,10,,,,,,
5334017,2158 Revere Av,"BVHP Area A,B",PL Approved,11-Sep-08,1,"Conditional use for substandard lot width. Transfering 6"" from lot 016 to new lot 017. New construction on lot 017.",,Residential,RH-1,408,0,,,,,,,2007.1142,,4-Jan-08,,40-X,RH-1,4-Jan-08,-122.40053,37.737703,2408,Resident,-1,PL Approved,5,1,0,,,,,,,5334,16,,,RH-1,40-X,10,,Julia Liu,415.348.8145,Julia Liu 415.348.8145,"San Francisco, CA  94107","50 Rizal Street, #517"
5336047,1915 Quesada Av,Other S Bayshore,PL Filed,20-Apr-09,2,"Construction of two new single-family residences on two vacant lots.
",,Residential,RH-1,398,0,,,,,,,2009.0313,,20-Apr-09,,40-X,RH-1,20-Apr-09,-122.39612,37.735817,2410,Resident,0,Planning Filed,6,2,0,,,,,,,5336,47,,,RH-1,40-X,10,Tommy Lee Consulting,Ronald Yu,415-793-2722,Ronald Yu 415-793-2722,"SF, CA 94122",750 Lawton St
5336048,1911 Quesada Av,Other S Bayshore,BP Filed,17-Jan-07,1,,TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,Residential,RH-1,398,0,0,0,0,0,0,0,,2.00701E+11,,17-Jan-07,40-X,RH-1,17-Jan-07,-122.396076,37.735792,2411,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,5336,48,,,RH-1,40-X,10,,,,,,
5355010,38 Flora St,Other S Bayshore,BP APPROVED,4-Feb-10,1,,TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT,Residential,RH-1,76,0,,,,,,,,2.00808E+11,,13-Aug-08,40-X,RH-1,13-Aug-08,-122.394453,37.732057,2421,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,5355,10,,,RH-1,40-X,10,,,,,,
5379029,55 Waterville St,Other S Bayshore,CONSTRUCTION,20-May-11,1,,CONSTRUCTION OF THREE STORY SINGLE FAMILY DWELLING ON VACANT LOT.,Residential,RH-1,408,0,,,,,,,,2.00712E+11,,4-Dec-07,40-X,RH-1,4-Dec-07,-122.402582,37.735288,2426,Resident,-1,Construction,13,1,0,,,,,,,5379,29,,,RH-1,40-X,10,,,,,,
5395065,47 Ledyard St,Other S Bayshore,BP Filed,20-Jun-06,1,,ERECT 3 STORIES 1 DWELLING UNIT,Residential,RH-1,89,0,0,0,0,0,0,0,,2.00606E+11,,20-Jun-06,40-X,RH-1,20-Jun-06,-122.401974,37.733382,2431,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,5395,65,,,RH-1,40-X,10,,,,,,
5405023,157 Apollo St,Other S Bayshore,BP APPROVED,9-Jun-09,1,,Construct a two story single family dwelling,Residential,RH-1,399,0,,,,,,,,2.0071E+11,,10-Oct-07,40-X,RH-1,10-Oct-07,-122.398665,37.730762,2435,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,5405,23,,,RH-1,40-X,10,,,,,,
6356063,1461 Sunnydale Av,"South Central, Other",BP Filed,5-Jul-05,3,,ERECT 4 STORIES OF 3 DWELLING UNITS,Mixed Use,NC-1,5,0,0,0,0,0,0,0,,2.00507E+11,,5-Jul-05,40-X,NC-1,5-Jul-05,-122.41583,37.711727,2770,Resident,0,BP Filed,6,3,0,0,0,0,0,0,0,6356,63,,,NC-1,40-X,10,,,,,,
6356064,1449 Sunnydale Av,"South Central, Other",BP Filed,5-Jul-05,3,,ERECT 3 STORIES OF 3 DWELLING UNITS,Mixed Use,NC-1,5,0,0,0,0,0,0,0,,2.00507E+11,,5-Jul-05,40-X,NC-1,5-Jul-05,-122.415779,37.711712,2771,Resident,0,BP Filed,6,3,0,0,0,0,0,0,0,6356,64,,,NC-1,40-X,10,,,,,,
6508034,3945 24th St,Central,PL Approved,22-Oct-07,4,"three story mixed use building CU for lot size, use size, 161j parking, second floor use (to be determined)",,Mixed Use,NCD,138,6000,,,,,6000,,2007.0435,,3-May-07,,40-X,24TH-NOE,3-May-07,-122.430646,37.751371,2800,Mixres,-1,PL Approved,3,4,6000,,,,,6000,,6508,34,,,24TH-NOE,40-X,8,Jackson Liles,Brian  Liles,415-621-1799,Brian  Liles 415-621-1799,"San Francisco, CA 94103",290 Division Street ste 311
6520036,3135 24th St,Mission,BP APPROVED,15-Apr-10,9,"Demolish existing two-story parking garage, perviously used as auto repair shop and construct 12 dwelling units over ground floor commercial in a three-story building with 12 parking spaces. The proposed structure would be 40 feet in height and 24,291 sq.",2 story vertical addition. 6 residential unit addition. EXTENSION OF EXISTING CODE COMPLIANT STAIRWA,Mixed Use,NCD,146,1360,,,,0,1360,,2005.1076,2.00711E+11,18-May-09,13-Nov-07,45-X,24th St-Mission,13-Nov-07,-122.414797,37.752336,2807,Mixres,-1,BP Approved/Issued/Re-Instated,9,9,-13640,,,,-15000,1360,,6520,36,9,9,24th St-Mission,45-X,9,Folsom Project LLC,Alex Kushner,415-656-1880,Alex Kushner 415-656-1880,"Brisbane, CA 94005",200 Valley Dr. #41
6525034,3241 25th St,Mission,BP Filed,5-Jun-07,3,Section 134-Rear Yard Variance,TO ERECT A NEW 4 STORYS 3 DWELLINGS,Residential,RH-3,133,0,,,,,,,2007.0659,2.00706E+11,28-Jun-07,5-Jun-07,40-X,RH-3,5-Jun-07,-122.414798,37.750725,2811,Resident,0,BP Filed,6,3,0,,,,,,,6525,34,,,RH-3,40-X,9,Dickson Consulting Group,John Lau,415 831-7180,John Lau 415 831-7180,"San Francisco, CA  94121","3900 Geary Boulevard, Suite #201"
6534024,1245 Dolores St,Central,CONSTRUCTION,30-Nov-06,1,,TO ERECT 3 DWELLING UNIT WITH 4 STORY NEW BLDG,Residential,RH-3,140,0,0,0,0,0,0,0,,2.00007E+11,,7-Jul-00,40-X,RH-3,7-Jul-00,-122.424732,37.749343,2816,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,6534,24,,,RH-3,40-X,8,,,,,,
6534029,1225 Dolores St,Central,BP APPROVED,8-Dec-09,3,,"ERECT 4 STORIES, 3 DWELLING UNITS CONDOMINIUM BUILDING.",Residential,RH-3,140,0,,,,,,,,2.00703E+11,,30-Mar-07,40-X,RH-3,30-Mar-07,-122.424715,37.749797,2817,Resident,-1,BP Approved/Issued/Re-Instated,9,3,0,,,,,,,6534,29,,,RH-3,40-X,8,,,,,,
6543012,4529 25th St,Central,BP REINSTATED,16-Jul-08,2,The project would demolish the existing two-story single family structure and construct a new three-story two unit structure.,"remove 2 upper levels of existing house, horizontal addition @ front, rear and sides and vertical addtiion to make new 2 unit residence.",Residential,RH-2,478,0,0,0,0,0,0,0,2006.1075,2.00702E+11,31-Oct-07,7-Feb-07,40-X,RH-2,7-Feb-07,-122.439715,37.749213,2825,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,6543,12,,,RH-2,40-X,8,John Maniscalco Architecture,Matt Williams,664.9900x201,Matt Williams 664.9900x201,"San Francisco, CA  94117",1501 Waller Street
6549003,1320 Church St,Central,BP ISSUED,12-Dec-07,1,,ERECT 3 STORIES 1 UNIT BUILDING IN FRONT LOT.,Residential,RH-2,127,0,0,0,0,0,0,0,,2.00612E+11,,14-Dec-06,40-X,RH-2,14-Dec-06,-122.427427,37.74974,2828,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,6549,3,,,RH-2,40-X,8,,,,,,
6549021,168 Clipper St,Central,BP ISSUED,30-Jul-10,2,The proposal is to demolish the existing single-family dwelling and construct a two-family dwelling.  Mandatory Discretionary Review under the Planning Commission's policy requiring review of residential demolition and associated new construction.,ERECT A NEW 3 STORY 2 FAMILY DWELLING UNITS.,Residential,RH-2,127,0,,,,,,,2008.0278,2.00712E+11,4-Mar-08,20-Dec-07,40-X,RH-2,20-Dec-07,-122.428656,37.749346,2829,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,6549,21,,,RH-2,40-X,8,Kotas / Pantaleoni Architects,Greg Bergere,495-4051x213,Greg Bergere 495-4051x213,"San Francisco, CA 94107","70 Zoe Street, Suite 200"
6567013,3736 Cesar Chavez St,Central,BP REINSTATED,29-May-07,2,"Addition and alteration to an existing 2,620 square foot two-unit building, resulting in a 6,310 square foot two-unit building.","VERTICAL & HORIZONTAL ADDITION & ADDING ONE UNIT, NEW GARAGE.",Residential,RH-2,128,0,0,0,0,0,0,0,2008.0731,2.00606E+11,19-Jun-08,23-Jun-06,40-X,RH-2,23-Jun-06,-122.423474,37.74809,2839,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,6567,13,,,RH-2,40-X,8,Sia Consulting Corp.,Reza Khoshnevisan,922-0200x108,Reza Khoshnevisan 922-0200x108,"San Francisco, CA 94103",1256 Howard Street
6090015A,591 Naples St,"South Central, Other",CONSTRUCTION,24-May-11,2,"Remodel and convert 1,516 sf of ground-floor commercial to 1,188 sf residential and off-street parking; add garage door.",TO COMPLY WITH COMPLAINT# 200719091 & # 200720614. CONVERT COMMERCIAL SPACE TO RESIDENTIAL. REMODEL ,Residential,RH-2,37,0,,,,,0,,2010.0733,2.01006E+11,25-Aug-10,3-Jun-10,40-X,RH-2,3-Jun-10,-122.43201,37.719341,4255,Resident,-1,Construction,13,1,-1516,,,,,-1516,,6090,015A,,,RH-2,40-X,11,,Donald Yu,408 550-6102,Donald Yu 408 550-6102,"San Francisco, CA 94122",750 Lawton Street
3753021,960 Harrison St,East SoMa,BP APPROVED,22-Jun-11,4,Change of use and addition of 3-stories to an existing 2-story commercial building. The new building will consist of 4 2-bedroom residential units. The existing grade level is to be used for off-street parking.,THIS PROJECT CONSISTS OF A CHANGE OF USE & AN ADDITION TO AN (E) 2 STORY COMMERCIAL BUILDING. THE AD,Mixed Use,RSD,599,0,,,,,0,,2010.0635,2.01008E+11,2-Aug-10,27-Aug-10,65-X,MUR,2-Aug-10,-122.403403,37.7781189,4258,Resident,-1,BP Approved/Issued/Re-Instated,9,4,-4000,,,,,-4000,,3753,21,,,MUR,65-X,6,Stanton Architecture,Isaac Strackbein,415-865-9600,Isaac Strackbein 415-865-9600,"SF,CA 94107",555 DeHaro St ste. 300
4224027,1510 25th St,Showpl/Potrero,BP Filed,14-Sep-10,1,Construction of new dwelling unit above new garage structure.  Subject lot is 50 feet by 100 feet.  2 existing dwelling units on site.,ERECT 2 STORIES OF ONE SINGLE FAMILY,Residential,RH-3,651,0,,,,,,,2009.0113,2.01009E+11,,14-Sep-10,40-X,RH-3,14-Sep-10,-122.393947,37.7524949,4260,Resident,0,BP Filed,6,1,0,,,,,,,4224,27,,,RH-3,40-X,10,John Lum Architecture,John  Lum,558-9550,John  Lum 558-9550,"San Francisco, CA  94110",3246 - 17th Street
6349021,717 Paris St,"South Central, Other",PL Filed,29-Mar-11,1,Demolish existing garden shack and construct new single-family residence.,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,482,0,,,,,,,2011.0289,2.01009E+11,29-Mar-11,7-Sep-10,40-X,RH-1,7-Sep-10,-122.437802,37.717439,4261,Resident,0,Planning Filed,6,1,0,,,,,,,6349,21,,,RH-1,40-X,11,Bluesky Construction,Timothy Wu,415-373-4928,Timothy Wu 415-373-4928,"San Francisco, CA 94134",511 Capbell Avenue
6548006,1248 Sanchez St,Central,BP ISSUED,31-May-11,2,"Demo existing one-story vehicle storage and contruct a new four-story, two-unit dwelling structure.","TO ERECT 4 STORIES, 2 UNITS, RESIDENTIAL UNITS.",Residential,RH-2,474,0,,,,,,,2010.096,2.01009E+11,20-Oct-10,24-Sep-10,40-X,RH-2,24-Sep-10,-122.4294561,37.7492294,4262,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,6548,6,,,RH-2,40-X,8,,Van Ly,468-3222,Van Ly 468-3222,San Francisco 94134,8 Brussels Street
6631031,471 29th St,Central,PL Approved,14-Oct-10,2,Rear Yard Variance to legalize as-built condition of rear dwelling unit.,,Residential,RH-2,467,0,,,,,,,2010.0586,,15-Jul-10,,40-X,RH-2,15-Jul-10,-122.430355,37.7432299,4263,Resident,-1,PL Approved,5,1,0,,,,,,,6631,31,,,RH-2,40-X,8,,Adam Phillips,821-1941,Adam Phillips 821-1941,"San Francisco, CA 94110",2662A 22nd Street
6968002,4964 Mission St,"South Central, Other",BP Filed,28-Jul-10,3,"New mixed use building with 3 dwelling units, without providing required parking","TO ERECT 4 STORIES, 3 UNITS RESIDENTIAL / RETAIL BUILDING.",Mixed Use,NC-3,449,1100,,,,,1100,,2010.0614,2.01007E+11,22-Jul-10,28-Jul-10,40-X,NC-3,22-Jul-10,-122.4393013,37.7187863,4264,Mixres,0,BP Filed,6,3,1100,,,,,1100,,6968,2,,,NC-3,40-X,11,Y.A. Studio,Yakuh  Askew,415.920.1839,Yakuh  Askew 415.920.1839,"San Francisco, CA 94110","2407 Harrison Street, Suite 2"
6575002,3615 Cesar Chavez St,Bernal Heights,PL Filed,10-Jun-10,0,"Construction of a new 145,000 sq.ft. St. Luke's Hospital at a height of 114 feet (6 stories); demolition of the existing St. Luke's Hospital after the new hospital is operational, and construction of a new medical office building/future expansion building",,Residential,RH-2,,616485,220000,313115,0,0,0,0,2009.0886,,,10-Nov-10,105-E,RH-2,10-Nov-10,-122.420936,37.747692,4290,Mixed,0,Planning Filed,,0,164617,-52983,0,217600,0,0,0,6575,2,,0,RH-2,105-E,9,,Geoffrey Nelson,415-600-7206,Geoffrey Nelson 415-600-7206,"San Francisco, CA 94107","633 Folsom Street, 5th Floor"
