,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y
13700,,2350 SAN BRUNO AV,5880023,2013-03-20,CONSTRUCTION,01/01/2016,2013-03-20,200608290811.0,2006-08-29,2013-03-20,2006-08-29,2013-03-20,CONSTRUCTION,"('2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20', '2013-03-20')",3412.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,2.0,37.7331226265,-122.406206581
8223,,190 RUSS ST,3731087,2006-01-20,BP FILED,,,200601202701,2006-01-20,2006-01-20,2006-01-20,2006-01-20,BP FILED,"('2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20', '2006-01-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,8.0,8.0,37.777758,-122.40711200000001
15066,,225 SHIPLEY ST,3753099,2015-12-31,BP FILED,,,201512316246.0,2015-12-31,2015-12-31,2015-12-31,2015-12-31,BP FILED,"('2015-12-31', '2015-12-31')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,9.0,9.0,37.7792766836,-122.403264
5919,,185 CHANNEL ST,8711023,2013-12-13,CONSTRUCTION,01/01/2014,2012-03-08,201104224606,2011-04-22 07:00:00,2012-03-08,2011-04-22,2013-12-13,CONSTRUCTION,"('2012-03-08', '2012-07-12', '2012-10-17', '2012-11-29', '2013-04-24', '2013-06-21', '2013-09-03', '2013-12-13')",984.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,315.0,315.0,37.7745464,-122.3899246
14920,,1710 OAKDALE AV,5312049,2010-04-26,BP FILED,,,201004261017.0,2010-04-26,2010-04-26,2010-04-26,2010-04-26,BP FILED,"('2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26', '2010-04-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.736034438400004,-122.39233200000001
15172,,2722 FOLSOM ST,3641002,2016-03-10,BP FILED,,,201603101720.0,2016-03-03,2016-03-10,2016-03-03,2016-03-10,BP FILED,"('2016-03-10',)",,"('BP FILED',)",1,2016,Proposed,2.0,-1.0,37.7536442952,-122.41454099999999
13809,2010-09-08,790 ANDOVER ST,5825008,2015-03-19,CONSTRUCTION,01/01/2016,2013-08-01,200603025881.0,2006-03-02 08:00:00,2010-09-08,2006-03-02,2015-03-19,CONSTRUCTION,"('2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2013-03-27', '2013-03-27', '2013-08-01', '2013-08-01', '2014-01-30', '2014-01-30', '2014-01-30', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19')",3591.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,2.0,37.7332602144,-122.417203052
14559,2012-01-30,103 WALBRIDGE ST,6428007,2012-01-30,BP REINSTATED,,,201201242773.0,2012-01-24,2012-01-24,2012-01-24,2012-01-30,BP REINSTATED,"('2012-01-24', '2012-01-24', '2012-01-24', '2012-01-24', '2012-01-24', '2012-01-24', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30', '2012-01-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,2.0,2.0,37.7090593769,-122.423833
13536,,101 EXECUTIVE PARK BL,4991600,2010-10-25,BP FILED,,,200512281146.0,2003-10-23 07:00:00,2010-10-25,2003-10-23,2010-10-25,BP FILED,"('2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,110.0,12.0,37.7126757546,-122.395446656
15081,,231 ELLIS ST,0331001A,2013-02-28,PL FILED,,,,2009-05-04,2009-05-04,2013-02-28,2013-02-28,PL FILED,"('2009-05-04', '2009-05-04', '2009-05-04', '2009-05-04', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,7.0,4.0,37.7850127314,-122.409948
12202,,1036-1040 MISSION ST,3703079,2014-06-26,PL APPROVED,,,,2008-11-05 08:00:00,2009-05-14,2014-01-16,2014-06-26,PL APPROVED,"('2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2009-05-14', '2014-01-16', '2014-06-26', '2014-06-26', '2014-06-26', '2014-06-26', '2014-06-26', '2014-06-26')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,83.0,83.0,37.7805850094,-122.40978554700001
15376,2015-10-22,412 HEARST AV,3116007,2015-11-30,BP ISSUED,,,201204138248.0,2012-04-13,2012-04-13,2012-04-13,2015-11-30,BP ISSUED,"('2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2015-10-22', '2015-11-30', '2015-11-30')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,1.0,37.7309478818,-122.447074
15096,2014-09-10,2356 BRYANT ST,4145012,2016-03-28,CONSTRUCTION,04/01/2016,2015-10-01,201311273026.0,2013-11-27,2013-11-27,2013-11-27,2016-03-28,CONSTRUCTION,"('2013-11-27', '2013-11-27', '2013-11-27', '2014-09-10', '2014-10-31', '2014-10-31', '2014-10-31', '2015-10-01', '2015-12-17', '2016-03-28')",856.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,3.0,1.0,37.7566452766,-122.40981599999999
13541,2013-01-25,201 FRIEDELL ST,4591C094,2015-12-04,CONSTRUCTION,01/01/2016,2014-05-19,200912223677.0,2009-12-22,2013-01-25,2009-12-22,2015-12-04,CONSTRUCTION,"('2013-01-25', '2013-01-25', '2013-01-25', '2014-05-19', '2014-09-25', '2015-03-13', '2015-05-05', '2015-06-29', '2015-10-14', '2015-12-04')",2201.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,12.0,12.0,37.7281384033,-122.369772516
15427,,453 RALSTON ST,6996010,2015-12-17,BP FILED,,,201512175380.0,2015-12-17,2015-12-17,2015-12-17,2015-12-17,BP FILED,"('2015-12-17', '2015-12-17')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7206315842,-122.46923999999999
15151,,2624 LEAVENWORTH ST,0028006E,2015-08-10,BP FILED,,,201508103759.0,2015-08-10,2015-08-10,2015-08-10,2015-08-10,BP FILED,"('2015-08-10', '2015-08-10', '2015-08-10')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.8053980678,-122.418342
8326,,439 BOWDOIN ST,5918026,2009-01-15,PL APPROVED,,,,2008-01-03 08:00:00,2009-01-15,2008-01-03,2009-01-15,PL APPROVED,"('2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15', '2009-01-15')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,1.0,1.0,37.729966,-122.41203300000001
13318,,351V TURK ST & 145 LEAVENWORTH ST,0345017,2014-04-30,PL APPROVED,,,,2012-12-13,2014-04-30,2012-12-13,2014-04-30,PL APPROVED,"('2014-04-30',)",,"('PL APPROVED',)",4,2015,Proposed,137.0,137.0,37.7823756764,-122.41490512899999
7167,,151 THIRD ST,3722027,2014-06-17,CONSTRUCTION,07/01/2014,2014-06-17,201211093897,2009-04-09 07:00:00,2010-07-13,2009-04-09,2014-06-17,CONSTRUCTION,"('2010-07-13', '2010-07-13', '2010-07-13', '2010-07-13', '2010-07-13', '2010-07-13', '2010-07-13', '2010-07-13', '2010-07-13', '2014-06-17')",1908.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION')",2,2014,Under Construction,0.0,,37.7859357,-122.40076119999999
15499,2015-03-26,54 NAPLES ST,5949008,2015-03-26,BP ISSUED,,,201407252175.0,2014-07-25,2014-07-25,2014-07-25,2015-03-26,BP ISSUED,"('2014-07-25', '2015-03-26', '2015-03-26', '2015-03-26', '2015-03-26', '2015-03-26', '2015-03-26')",,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.727942024499995,-122.42618600000002
14603,,1125 MISSION ST,3727091,2015-12-17,PL APPROVED,,,201511021472.0,2015-01-15,2015-01-15,2015-01-15,2015-12-17,PL APPROVED,"('2015-01-15', '2015-01-15', '2015-01-15', '2015-11-02', '2015-12-17')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED')",1,2016,Proposed,0.0,0.0,37.7784822427,-122.41126000000001
12084,,TRINITY PLAZA PHASE IV,3702391,,PL APPROVED,,,,2015-01-15,,,,PL APPROVED,"(nan, nan)",,"('PL APPROVED', 'PL APPROVED')",3,2015,Proposed,330.0,330.0,37.7784387635,-122.413479759
7727,2012-12-06,764 17TH AV,1659030,2014-05-08,CONSTRUCTION,07/01/2014,2013-05-09,201204057595,2012-04-05,2012-04-05,2012-04-05,2014-05-08,CONSTRUCTION,"('2012-04-05', '2012-04-05', '2012-12-06', '2013-01-28', '2013-05-09', '2013-08-09', '2013-12-23', '2013-12-23', '2014-05-08')",817.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,2.0,1.0,37.773671,-122.47534399999999
14990,2016-02-01,2008 KEITH ST,5386002,2016-02-01,BP ISSUED,,,201411030494.0,2014-11-03,2014-11-03,2014-11-03,2016-02-01,BP ISSUED,"('2014-11-03', '2014-11-03', '2014-11-03', '2014-11-03', '2014-11-03', '2016-02-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,1.0,37.7285801736,-122.39041
4540,,850 29TH AV,1671008M,2008-07-10,PL APPROVED,,,,2006-12-06 08:00:00,2008-07-10,2006-12-06,2008-07-10,PL APPROVED,"('2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2013,Proposed,2.0,1.0,37.7733624,-122.48841609999998
14664,,1244 LARKIN ST,0278010,2015-12-14,BP FILED,,,201512144945.0,2015-12-14,2015-12-14,2015-12-14,2015-12-14,BP FILED,"('2015-12-14', '2015-12-14')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,3.0,3.0,37.7895520942,-122.418548
15147,,262 07TH ST,3730007,2015-10-06,PL FILED,,,,2015-10-06,2015-10-06,2015-10-06,2015-10-06,PL FILED,"('2015-10-06',)",,"('PL FILED',)",1,2016,Proposed,86.0,86.0,37.776985631500004,-122.40873700000002
14694,2015-12-30,1315 SILLIMAN ST,5938049,2016-03-11,CONSTRUCTION,04/01/2016,2016-03-11,201504214240.0,2015-04-21,2015-04-21,2015-04-21,2016-03-11,CONSTRUCTION,"('2015-04-21', '2015-04-21', '2015-12-30', '2016-03-11')",346.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7276210028,-122.41816499999999
14932,2014-04-25,1756 REVERE AV,5338018,2015-06-01,CONSTRUCTION,04/01/2016,2015-06-01,201310159297.0,2013-10-15,2013-10-15,2013-10-15,2015-06-01,CONSTRUCTION,"('2013-10-15', '2013-10-15', '2014-04-25', '2014-08-28', '2014-08-28', '2015-06-01', '2015-06-01', '2015-06-01', '2015-06-01', '2015-06-01')",899.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7334393463,-122.392753
14580,,108 ORSI CR,5428D037,2014-07-23,BP FILED,,,201407231943.0,2014-07-23,2014-07-23,2014-07-23,2014-07-23,BP FILED,"('2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23', '2014-07-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7282105051,-122.398218
10902,2015-04-20,450 SOMERSET ST,6044007,2015-04-20,BP ISSUED,,,201408113568,2014-05-22,2014-05-22,2014-05-22,2015-04-20,BP ISSUED,"('2014-05-22', '2014-08-11', '2014-08-11', '2015-04-20')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2015,Building Permit Approved,0.0,0.0,37.7256888498,-122.40766684299999
14894,,1625 OAK ST,1223003,2015-08-26,CONSTRUCTION,04/01/2016,2015-07-29,201502239095.0,2015-02-23,2015-02-23,2015-02-23,2015-08-26,CONSTRUCTION,"('2015-02-23', '2015-07-29', '2015-08-26', '2015-08-26', '2015-08-26')",403.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.7714457289,-122.445927
14866,,1555 & 1601 IRVING ST,1771041,2015-05-06,BP FILED,,,201505065565.0,2015-05-06,2015-05-06,2015-05-06,2015-05-06,BP FILED,"('2015-05-06', '2015-05-06')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.7634315967,-122.47474799999999
13117,2015-04-22,1763 33RD AV,2016016,2015-04-22,BP ISSUED,,,201409237096.0,2014-09-23,2014-09-23,2014-09-23,2015-04-22,BP ISSUED,"('2014-09-23', '2014-09-23', '2015-04-22', '2015-04-22', '2015-04-22')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,2.0,1.0,37.7542694773,-122.491853436
14676,,1273 24TH AV,1726015,2015-10-09,BP FILED,,,201510099393.0,2015-10-09,2015-10-09,2015-10-09,2015-10-09,BP FILED,"('2015-10-09', '2015-10-09')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,3.0,1.0,37.7638666251,-122.48285
15175,,274 SILVER AV,6800041,2015-10-27,BP FILED,,,201510270841.0,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7289006114,-122.43203799999999
14716,,1350 VAN DYKE AV,4811011,2014-07-03,BP FILED,,,201407030434.0,2014-07-03,2014-07-03,2014-07-03,2014-07-03,BP FILED,"('2014-07-03', '2014-07-03')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.7266314397,-122.387417
15116,,244 30TH ST,6637011,2016-03-04,BP FILED,,,201603041237.0,2016-03-04,2016-03-04,2016-03-04,2016-03-04,BP FILED,"('2016-03-04',)",,"('BP FILED',)",1,2016,Proposed,3.0,1.0,37.7424133172,-122.42535500000001
15211,2014-12-10,3 NAPLES ST,5948026A,2015-11-23,CONSTRUCTION,04/01/2016,2015-05-20,201402249163.0,2014-02-24,2014-02-24,2014-02-24,2015-11-23,CONSTRUCTION,"('2014-02-24', '2014-02-24', '2014-02-24', '2014-12-10', '2015-05-20', '2015-05-20', '2015-05-20', '2015-11-23', '2015-11-23')",767.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.7284069324,-122.425151
14918,,1700 MARKET ST,0855016,2016-04-07,BP FILED,,,201604074244.0,2014-01-02,2014-01-02,2014-07-02,2016-04-07,BP FILED,"('2014-01-02', '2014-01-02', '2014-07-02', '2014-07-02', '2015-06-22', '2015-06-22', '2015-06-22', '2015-06-22', '2016-04-07')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED')",1,2016,Proposed,42.0,42.0,37.7729534144,-122.42244699999999
14765,,1465 REVERE AV,4789014,2015-12-11,BP FILED,,,201512114902.0,2015-12-11,2015-12-11,2015-12-11,2015-12-11,BP FILED,"('2015-12-11', '2015-12-11')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7300509907,-122.387849
8195,2012-12-12,1875 MISSION ST,3548032,2014-07-17,CONSTRUCTION,10/01/2014,2013-05-13,201012237367,2010-10-21 07:00:00,2010-12-23,2010-10-21,2014-07-17,CONSTRUCTION,"('2010-12-23', '2010-12-23', '2010-12-23', '2012-12-12', '2012-12-12', '2013-05-13', '2013-07-15', '2013-12-19', '2014-03-28', '2014-03-28', '2014-07-17')",1440.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,39.0,39.0,37.767100899999996,-122.419446
8243,2013-08-14,56 RINGOLD ST,3756025,2014-08-06,CONSTRUCTION,10/01/2014,2014-03-12,200705312675,2007-05-31,2007-05-31,2007-05-31,2014-08-06,CONSTRUCTION,"('2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2007-05-31', '2013-08-14', '2013-08-14', '2014-03-12', '2014-03-12', '2014-08-06')",2680.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,3.0,2.0,37.7739598,-122.4105294
15796,2015-06-23,TRANSBAY BLOCK 7,3738004,2015-06-23,BP ISSUED,,,201406249199.0,2014-06-24,2015-06-23,2014-01-24,2015-06-23,BP ISSUED,"('2015-06-23', '2015-06-23')",,"('BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,85.0,85.0,37.7887057378,-122.39360900000001
10433,2012-10-04,443 LINDEN ST,0818049,2014-10-10,CONSTRUCTION,04/01/2015,2014-05-29,200912304034,2009-12-30,2012-10-04,2009-12-30,2014-10-10,CONSTRUCTION,"('2012-10-04', '2012-10-04', '2012-10-04', '2014-05-29', '2014-07-22', '2014-10-10', '2014-10-10')",1918.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,2.0,2.0,37.7759914577,-122.425230072
15519,,564 CHENERY ST,6727016,2008-04-02,BP FILED,,,200804028581.0,2008-04-02,2008-04-02,2008-04-02,2008-04-02,BP FILED,"('2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.734936548600004,-122.43161699999999
15521,2016-03-02,566 HURON AV,7064006B,2016-03-02,BP APPROVED,,,201506259899.0,2015-06-25,2015-06-25,2015-06-25,2016-03-02,BP APPROVED,"('2015-06-25', '2015-06-25', '2015-06-25', '2016-03-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",1,2016,Building Permit Approved,2.0,1.0,37.713711725100005,-122.44788600000001
12246,,901 TENNESSEE STREET,4108017,2013-09-12,PL FILED,,,,2013-09-12,2013-09-12,2013-09-12,2013-09-12,PL FILED,"('2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12', '2013-09-12')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,39.0,39.0,37.7602272103,-122.38915380700001
15793,2015-09-09,181 TURK ST / 180 JONES ST,0343014,2015-09-09,BP ISSUED,,,200608230323.0,2005-03-16,2015-09-09,2005-03-16,2015-09-09,BP ISSUED,"('2015-09-09', '2015-09-09')",,"('BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,37.0,37.0,37.7828259203,-122.412155
4828,,1449 SUNNYDALE AV,6356064,2005-07-05,BP FILED,,,200507056765,2005-07-05,2005-07-05,2005-07-05,2005-07-05,BP FILED,"('2005-07-05', '2005-07-05', '2005-07-05')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,3.0,3.0,37.711712,-122.415779
11427,,395 ATHENS ST,6022014,2014-06-11,CONSTRUCTION,07/01/2015,2011-04-12,200312243005,2003-12-24 08:00:00,2011-04-12,2006-02-13,2014-06-11,CONSTRUCTION,"('2011-04-12', '2011-04-12', '2011-04-12', '2011-04-12', '2011-04-12', '2011-04-12', '2011-04-12', '2013-11-15', '2014-03-18', '2014-06-11', '2014-06-11', '2014-06-11', '2014-06-11', '2014-06-11')",4206.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,2.0,2.0,37.7216831937,-122.42805269899999
14858,,1545 CLEMENT ST,1448038,2015-12-09,BP FILED,,,201512094574.0,2015-12-09,2015-12-09,2015-12-09,2015-12-09,BP FILED,"('2015-12-09', '2015-12-09')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,37.782209347,-122.47601499999999
15341,,3701 NORIEGA ST,2081001,2015-09-20,PL FILED,,,,2015-01-30,2015-09-20,2015-01-30,2015-09-20,PL FILED,"('2015-09-20', '2015-09-20', '2015-09-20')",,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,14.0,14.0,37.7528079195,-122.503573
15537,,590 LELAND AV,6243019,2014-04-25,BP FILED,,,201404254156.0,2014-04-25,2014-04-25,2014-04-25,2014-04-25,BP FILED,"('2014-04-25', '2014-04-25')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,5.0,5.0,37.715138720300004,-122.41533600000001
14547,,1006 / 1050 16TH ST & 1380 07TH ST,3833002,2016-03-30,CONSTRUCTION,04/01/2016,2016-03-30,201112070234.0,2003-05-09,2016-03-30,2003-05-09,2016-03-30,CONSTRUCTION,"('2016-03-30',)",4711.0,"('CONSTRUCTION',)",1,2016,Under Construction,393.0,393.0,37.766689872,-122.397182
15508,,55 LAGUNA ST (SENIOR CENTER),0857002,2015-07-06,BP FILED,,,201507060668.0,2006-10-31,2015-07-06,2006-10-31,2015-07-06,BP FILED,"('2015-07-06',)",,"('BP FILED',)",1,2016,Proposed,79.0,79.0,37.771697121,-122.426147
