,BP_date,address,apn,best_date,best_stat,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,unitsnet,x,y
4824,,626 PARIS ST,6345007,2013-06-10,CONSTRUCTION,2012-03-09,200611087240,2006-11-08 08:00:00,2012-03-09,2006-11-08,2013-06-10,CONSTRUCTION,"('2012-03-09', '2012-03-09', '2012-03-09', '2012-03-09', '2013-04-16', '2013-06-10', '2013-06-10')",458.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,37.718855,-122.43730900000001
15654,,767 TEHAMA ST,3729063,2015-05-29,BP FILED,,,2015-05-29,2015-05-29,2015-05-29,2015-05-29,BP FILED,"('2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,37.7749046739,-122.41192
14575,2010-11-04,1060 GILMAN AV,4937014,2010-11-04,BP REINSTATED,,,2006-10-24 07:00:00,2010-11-04,2006-10-24,2010-11-04,BP REINSTATED,"('2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,37.719108699,-122.38915
7455,2012-07-10,1710 DIAMOND ST,7535102,2014-06-24,CONSTRUCTION,2013-07-29,200702063543,2007-02-06 08:00:00,2011-06-16,2007-02-06,2014-06-24,CONSTRUCTION,"('2011-06-16', '2012-07-10', '2012-09-25', '2012-09-25', '2012-09-25', '2012-09-25', '2013-07-29', '2013-11-27', '2014-03-10', '2014-06-24')",1104.0,"('BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,3.0,37.743704,-122.435778
8474,,5800 03RD ST,5431A043,2012-10-25,PL APPROVED,,200509284149,2004-01-29,2012-10-25,2004-01-29,2012-10-25,PL APPROVED,"('2012-10-25', '2012-10-25', '2012-10-25', '2012-10-25', '2012-10-25', '2012-10-25', '2012-10-25')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,188.0,37.725429999999996,-122.39448300000001
15464,,497 CAMPBELL AV,6208027,2014-12-29,BP FILED,,,2014-12-29,2014-12-29,2014-12-29,2014-12-29,BP FILED,"('2014-12-29', '2014-12-29', '2014-12-29', '2014-12-29', '2014-12-29', '2014-12-29')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7150123556,-122.406152
2731,2010-08-23,1443 CHURCH ST,6566022A,2010-08-23,BP ISSUED,,201003188524,2010-03-18 07:00:00,2010-08-23,2010-03-18,2010-08-23,BP ISSUED,"('2010-08-23', '2010-08-23', '2010-08-23', '2010-08-23')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2012,Building Permit Approved,1.0,37.747912899999996,-122.426755
8122,,2901 CALIFORNIA ST,1029003,2009-06-16,PL APPROVED,,9925775S,2008-08-05 07:00:00,2009-06-16,2008-08-05,2009-06-16,PL APPROVED,"('2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,-3.0,37.787687299999995,-122.4425304
14830,,150 VAN NESS AV,0814001,2014-06-13,BP FILED,,,2013-10-25,2014-04-23,2013-10-25,2014-06-13,BP FILED,"('2014-04-23', '2014-06-13')",51.0,"('PL FILED', 'BP FILED')",1,2016,Proposed,429.0,37.777300658099996,-122.418295
15657,,77 & 85 FEDERAL ST,3774071,2013-06-20,BP FILED,,,2013-03-26,2013-06-20,2013-03-26,2013-06-20,BP FILED,"('2013-06-20', '2013-06-20')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,0.0,37.7828622723,-122.392342
15263,,327 CAPITOL AV,7106052,2015-08-13,PL APPROVED,,,2015-01-03,2015-08-13,2015-01-03,2015-08-13,PL APPROVED,"('2015-08-13', '2015-08-13')",0.0,"('PL APPROVED', 'PL APPROVED')",1,2016,Proposed,0.0,37.7135532117,-122.459303
15581,,636 CAROLINA ST,4071006,2016-01-22,BP FILED,,,2016-01-22,2016-01-22,2016-01-22,2016-01-22,BP FILED,"('2016-01-22',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7605135472,-122.40052299999999
15398,2015-07-24,428 GROVE ST,0793009,2016-01-12,CONSTRUCTION,2015-08-13,,2015-03-24,2015-07-24,2015-03-24,2016-01-12,CONSTRUCTION,"('2015-07-24', '2015-08-13', '2016-01-12', '2016-01-12')",172.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7779325148,-122.423748
15244,,315 SOUTH VAN NESS AV,3549041,2014-07-18,BP FILED,,,2014-07-18,2014-07-18,2014-07-18,2014-07-18,BP FILED,"('2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18', '2014-07-18')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,4.0,37.7681205858,-122.41746
10144,,2224 SACRAMENTO ST,627006,2014-06-25,BP FILED,,,2014-06-25,2014-06-25,2014-07-28,2014-06-25,BP FILED,"('2014-06-25',)",0.0,"('BP FILED',)",1,2015,Proposed,1.0,37.7905774069,-122.430322871
14869,,1555 UNION ST,0546001B,2015-06-30,PL FILED,,,2014-09-05,2015-06-30,2014-09-05,2015-06-30,PL FILED,"('2015-06-30',)",0.0,"('PL FILED',)",1,2016,Proposed,0.0,37.7981554663,-122.424849
15777,,MISSION BAY BLOCK 1 (RESIDENTIAL),8715004,2016-03-18,CONSTRUCTION,2016-03-18,,2014-08-13,2016-03-18,2014-08-13,2016-03-18,CONSTRUCTION,"('2016-03-18', '2016-03-18')",0.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,198.0,37.7750508786,-122.390643
9770,2013-06-14,1310 GENEVA AV,6415022,2013-12-17,CONSTRUCTION,2013-12-17,,2013-01-04,2013-01-04,,2013-12-17,CONSTRUCTION,"('2013-01-04', '2013-06-14', '2013-06-14', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17')",347.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,1.0,37.713102,-122.434409
14722,2011-02-08,136 SOUTH PARK AV,3775063,2015-06-19,BP ISSUED,,,2005-04-28,2011-02-08,2005-04-28,2015-06-19,BP ISSUED,"('2011-02-08', '2011-02-08', '2011-02-08', '2011-02-08', '2011-02-08', '2011-02-08', '2011-02-08', '2011-02-08', '2011-02-08', '2015-05-13', '2015-06-19', '2015-06-19', '2015-06-19', '2015-06-19')",1592.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7814997618,-122.394675
15422,,450 HAYES ST,0808039,2016-03-31,CONSTRUCTION,2015-12-29,,2012-07-18,2015-12-29,2012-07-18,2016-03-31,CONSTRUCTION,"('2015-12-29', '2016-03-31')",93.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,41.0,37.7770361122,-122.423879
11336,,790 ANDOVER ST,5825031,2015-03-19,CONSTRUCTION,2015-03-19,,,2015-03-19,,2015-03-19,CONSTRUCTION,"('2015-03-19',)",0.0,"('CONSTRUCTION',)",2,2015,Under Construction,2.0,37.7332602758,-122.41720110600001
10062,,29 JOY ST,5577013,2006-09-25,BP FILED,,,2006-09-25,2006-09-25,,2006-09-25,BP FILED,"('2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,1.0,37.7437450107,-122.407120859
523,,223 14TH AV,1419003,2011-01-21,CONSTRUCTION,2011-01-21,200912183480,2009-12-18 08:00:00,2011-01-21,2009-12-18 08:00:00,2011-01-21,CONSTRUCTION,"('2011-01-21',)",0.0,"('CONSTRUCTION',)",1,2012,Under Construction,1.0,37.783909,-122.47343000000001
15402,,430 EDDY ST,0334008,2016-03-08,PL APPROVED,,,2003-02-12,2005-03-07,2014-03-14,2016-03-08,PL APPROVED,"('2005-03-07', '2015-06-25', '2015-06-25', '2015-06-25', '2016-03-08')",4019.0,"('PL APPROVED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED')",1,2016,Proposed,27.0,37.7839367125,-122.41483400000001
15005,,2142 34TH AV,2184034,2016-03-28,CONSTRUCTION,2016-03-28,,2015-06-03,2015-06-03,2015-06-03,2016-03-28,CONSTRUCTION,"('2015-06-03', '2015-06-03', '2015-06-03', '2016-03-28')",299.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7471231155,-122.49176999999999
14876,,1599 DOLORES ST,6617018,2016-02-22,BP FILED,,,2016-02-22,2016-02-22,2016-02-22,2016-02-22,BP FILED,"('2016-02-22',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.743984585999996,-122.42401799999999
15354,2016-03-29,3839 LAWTON ST,1899045A,2016-03-29,BP ISSUED,,,2015-05-14,2015-05-14,2015-05-14,2016-03-29,BP ISSUED,"('2015-05-14', '2015-05-14', '2015-05-14', '2016-03-29')",320.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7565975419,-122.504248
10674,2014-06-06,30 EDITH ST,77004,2014-06-06,BP REINSTATED,,,2008-12-31,2008-12-31,,2014-06-06,BP REINSTATED,"('2008-12-31', '2014-06-06', '2014-06-06')",1983.0,"('BP FILED', 'BP REINSTATED', 'BP REINSTATED')",1,2015,Building Permit Approved,2.0,37.8029085719,-122.40860528399999
14827,2011-11-08,836 48TH AV,1690032,2011-11-08,BP REINSTATED,,,2007-09-07 07:00:00,2011-11-08,2007-09-07,2011-11-08,BP REINSTATED,"('2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,37.7726035166,-122.508578
14773,2016-01-19,15 - 23 GRACE ST,3509024,2016-01-19,BP REINSTATED,,,2015-03-16,2016-01-19,2015-03-16,2016-01-19,BP REINSTATED,"('2016-01-19',)",0.0,"('BP REINSTATED',)",1,2016,Building Permit Approved,13.0,37.7751995622,-122.41475600000001
14933,2014-08-19,1758 12TH AV,2038A019,2015-12-08,CONSTRUCTION,2015-08-19,,2013-05-29,2013-05-29,2013-05-29,2015-12-08,CONSTRUCTION,"('2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2014-08-19', '2014-08-19', '2014-08-19', '2014-08-19', '2015-08-19', '2015-12-08', '2015-12-08')",923.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7553555415,-122.468599
8037,,2419 LOMBARD ST,937029,2014-04-03,BP FILED,,201404032363,2014-04-03,2014-04-03,2014-04-03,2014-04-03,BP FILED,"('2014-04-03',)",0.0,"('BP FILED',)",2,2014,Proposed,11.0,37.799273,-122.441194
3483,,AMERICA'S CUP PIER 30/32 SW 330,9900030,2010-06-24,PL FILED,,,2010-06-24,2010-06-24,2010-06-24,2010-06-24,PL FILED,"('2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24', '2010-06-24')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2013,Proposed,0.0,37.78625,-122.38538
14709,2011-01-31,1338 FILBERT ST,0524031,2011-01-31,BP ISSUED,,,2009-09-15 07:00:00,2010-04-08,2009-09-15,2011-01-31,BP ISSUED,"('2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31')",298.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,4.0,37.8001114619,-122.421504
10468,,1 FRANKLIN ST,837003,2015-05-15,CONSTRUCTION,2015-05-15,,2009-12-03,2009-12-03,2010-02-19,2015-05-15,CONSTRUCTION,"('2009-12-03', '2009-12-03', '2015-05-15')",1989.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION')",1,2015,Under Construction,35.0,37.7744289177,-122.421110191
9965,,1740 MARKET ST,855010,2015-01-29,PL FILED,,,2014-03-18,2015-01-29,2014-03-18,2015-01-29,PL FILED,"('2015-01-29',)",0.0,"('PL FILED',)",1,2015,Proposed,100.0,37.7725441778,-122.42310202799999
1983,2011-10-07,1000 NEWHALL ST,5290051,2011-10-07,BP ISSUED,,2.01004E+11,2010-04-21 07:00:00,2011-10-07,2010-04-21,2011-10-07,BP ISSUED,"('2011-10-07', '2011-10-07', '2011-10-07')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2012,Building Permit Approved,1.0,-122.39023300000001,37.738124
14549,2015-06-26,101 LELAND AV,6250036,2016-01-21,CONSTRUCTION,2016-01-21,,2007-05-22,2007-05-22,2007-05-22,2016-01-21,CONSTRUCTION,"('2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2007-05-22', '2015-06-26', '2015-06-26', '2015-06-26', '2016-01-21')",3166.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,3.0,37.711766065300004,-122.405831
12123,2013-12-13,5800 03RD ST,5431A001,2015-10-30,CONSTRUCTION,2014-09-29,,2012-11-07,2012-11-07,2012-11-07,2015-10-30,CONSTRUCTION,"('2012-11-07', '2012-11-07', '2012-11-07', '2012-11-07', '2013-12-13', '2013-12-13', '2013-12-13', '2014-09-29', '2015-03-30', '2015-06-05', '2015-07-31', '2015-10-30')",1087.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,121.0,37.7251731211,-122.39552004299999
15282,,339 CRESCENT AV,5744016,2014-10-01,BP FILED,,,2014-10-01,2014-10-01,2014-10-01,2014-10-01,BP FILED,"('2014-10-01', '2014-10-01', '2014-10-01', '2014-10-01', '2014-10-01', '2014-10-01')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7351671187,-122.417905
7936,,2155 WEBSTER ST,629037,2013-11-22,BP FILED,,201311222660,2013-11-22,2013-11-22,2013-11-22,2013-11-22,BP FILED,"('2013-11-22',)",0.0,"('BP FILED',)",2,2014,Proposed,77.0,37.79057,-122.43233700000002
15101,2016-03-31,239 14TH AV,1419007,2016-03-31,BP ISSUED,,,2015-01-12,2015-01-12,2015-01-12,2016-03-31,BP ISSUED,"('2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2016-03-31')",444.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7835802261,-122.47340600000001
1980,,150 OTIS ST,3513008,2012-10-03,CONSTRUCTION,2012-03-12,2.01005E+11,2010-05-14 07:00:00,2012-03-12,2010-05-14,2012-10-03,CONSTRUCTION,"('2012-03-12', '2012-07-12', '2012-10-03')",205.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,76.0,-122.42018,37.770913
14732,,1395 SHAFTER AV,4791025,2015-11-20,BP FILED,,,2015-11-20,2015-11-20,2015-11-20,2015-11-20,BP FILED,"('2015-11-20', '2015-11-20')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7286367346,-122.387023
5157,,1022 RHODE ISLAND ST,4158002,2013-08-23,CONSTRUCTION,2013-06-25,201301248731,2013-01-24,2013-01-24,2013-01-24,2013-08-23,CONSTRUCTION,"('2013-01-24', '2013-06-25', '2013-08-23')",211.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,37.756774,-122.402115
15828,,490 JAMESTOWN AV (BLDG 7),5000001,2015-10-27,BP FILED,,,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27',)",0.0,"('BP FILED',)",1,2016,Proposed,0.0,37.7133440211,-122.385107
15106,,240 WILLIAMS AV,5406018,2015-07-14,BP FILED,,,2015-07-14,2015-07-14,2015-07-14,2015-07-14,BP FILED,"('2015-07-14', '2015-07-14', '2015-07-14')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.730261492800004,-122.397779
14752,,1447 OAKDALE AV,5324020,2016-03-23,BP FILED,,,2016-03-23,2016-03-23,2016-03-23,2016-03-23,BP FILED,"('2016-03-23',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.732793559499996,-122.38768200000001
13382,,212 23RD AV,1411022,2011-12-21,CONSTRUCTION,2011-12-21,,2009-01-21 08:00:00,2011-12-21,2009-01-21,2011-12-21,CONSTRUCTION,"('2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,37.783646448,-122.48255993299999
15164,2016-01-08,2689 23RD AV,2473018,2016-01-08,BP ISSUED,,,2015-06-17,2015-06-17,2015-06-17,2016-01-08,BP ISSUED,"('2015-06-17', '2015-06-17', '2016-01-08', '2016-01-08')",205.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7374908436,-122.479883
12067,,500 FOLSOM ST,3736120,2015-03-11,BP FILED,,,2015-03-11,2015-03-11,2015-03-11,2015-03-11,BP FILED,"('2015-03-11', '2015-03-11', '2015-03-11')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",3,2015,Proposed,545.0,37.7872035554,-122.39510677
12306,2015-03-19,1446 OCEAN AV,3197010,2015-10-29,CONSTRUCTION,2015-10-29,,2008-05-15 07:00:00,2008-10-31,2008-05-15,2015-10-29,CONSTRUCTION,"('2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2015-03-19', '2015-03-19', '2015-03-19', '2015-10-29')",2554.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",3,2015,Under Construction,13.0,37.7245330008,-122.457881965
9959,,651 GEARY ST,318020,2013-02-25,PL FILED,,,2008-08-15,2008-08-15,2008-08-15,2013-02-25,PL FILED,"('2008-08-15', '2013-02-25', '2013-02-25')",1655.0,"('PL FILED', 'PL FILED', 'PL FILED')",1,2015,Proposed,46.0,37.7863441519,-122.413955468
15494,,534 11TH AV,1553036,2015-12-31,BP FILED,,,2015-12-31,2015-12-31,2015-12-31,2015-12-31,BP FILED,"('2015-12-31', '2015-12-31')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7781808686,-122.469117
8489,,1625 VAN NESS AV,0642003,2011-10-04,PL FILED,,,2011-10-04,2011-10-04,2011-10-04,2011-10-04,PL FILED,"('2011-10-04', '2011-10-04', '2011-10-04', '2011-10-04', '2011-10-04', '2011-10-04', '2011-10-04', '2011-10-04', '2011-10-04')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,1.0,37.790641,-122.4224817
4193,,1285 SUTTER ST,0691008,2013-03-07,CONSTRUCTION,2012-02-09,200712069866,2006-02-28 08:00:00,2012-02-09,2006-02-28,2013-03-07,CONSTRUCTION,"('2012-02-09', '2012-07-09', '2012-11-08', '2013-03-07', '2013-03-07')",392.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,107.0,37.7873365,-122.4211844
15605,2015-05-01,66 COOK ST,1067028,2016-02-23,CONSTRUCTION,2015-07-21,,2014-11-17,2014-11-17,2014-11-17,2016-02-23,CONSTRUCTION,"('2014-11-17', '2015-05-01', '2015-07-21', '2015-10-15', '2015-10-15', '2016-02-23')",463.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7826086869,-122.45197900000001
10001,,1335 LARKIN ST,645003,2014-07-23,PL FILED,,,2013-08-18,2014-03-10,2014-07-23,2014-07-23,PL FILED,"('2014-03-10', '2014-07-23')",135.0,"('BP FILED', 'PL FILED')",1,2015,Proposed,20.0,37.7903301156,-122.419308363
14560,,1030 WASHINGTON ST,0191008A,2015-11-24,PL FILED,,,2015-05-20,2015-05-20,2015-05-20,2015-11-24,PL FILED,"('2015-05-20', '2015-05-20', '2015-11-24', '2015-11-24')",188.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,0.0,37.7948286179,-122.410298
10309,,969 OAK ST,845027,2014-08-22,BP FILED,,,2014-07-31,2014-08-22,2014-07-31,2014-08-22,BP FILED,"('2014-08-22',)",0.0,"('BP FILED',)",1,2015,Proposed,1.0,37.7731313767,-122.435173811
15428,2014-05-02,4546 19TH ST,2700012,2016-03-25,CONSTRUCTION,2014-11-14,,2012-06-25,2012-06-25,2012-06-25,2016-03-25,CONSTRUCTION,"('2012-06-25', '2012-06-25', '2012-06-25', '2013-01-25', '2013-01-25', '2013-01-25', '2013-01-25', '2014-02-13', '2014-05-02', '2014-05-02', '2014-11-14', '2014-11-14', '2014-11-14', '2015-10-19', '2015-12-09', '2016-03-25')",1369.0,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7592279315,-122.440055
15661,,777 TENNESSEE ST,4044013,2013-05-30,PL FILED,,,2013-05-30,2013-05-30,2013-05-30,2013-05-30,PL FILED,"('2013-05-30', '2013-05-30')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,59.0,37.7620267666,-122.389324
10155,,2851 FILBERT ST,948018,2010-08-23,PL FILED,,,2010-08-23,2010-08-23,2010-08-23,2010-08-23,PL FILED,"('2010-08-23', '2010-08-23', '2010-08-23')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",1,2015,Proposed,1.0,37.7963837304,-122.446362024
9106,,2155 WEBSTER ST,0629037,2015-03-18,CONSTRUCTION,2015-03-18,,2013-11-22,2013-11-22,,2015-03-18,CONSTRUCTION,"('2013-11-22', '2013-11-22', '2013-11-22', '2015-03-18')",481.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",4,2014,Under Construction,77.0,37.79057,-122.43233700000002
14938,2014-10-07,1769 11TH AV,2038A013,2014-10-07,BP ISSUED,,,2013-06-06,2013-06-06,2013-06-06,2014-10-07,BP ISSUED,"('2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2014-10-07', '2014-10-07', '2014-10-07', '2014-10-07', '2014-10-07', '2014-10-07')",488.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7552366931,-122.468174
15660,,776 HAIGHT ST,0846018,2016-02-16,BP FILED,,,2016-02-16,2016-02-16,2016-02-16,2016-02-16,BP FILED,"('2016-02-16',)",0.0,"('BP FILED',)",1,2016,Proposed,2.0,37.7717801054,-122.43496699999999
