,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
11663,,2838 JENNINGS ST,4912002,2007-11-16,CONSTRUCTION,01/01/2016,2007-11-16,200612018992,2006-12-01,2007-11-16,2006-12-01,2007-11-16,CONSTRUCTION,"('2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16', '2007-11-16')",3318.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,1.0,-122.393185768,37.7223463355,PDR-1-B,PDR-1-B
1908,,1270 FITZGERALD AV,4913010,2015-12-15,BP FILED,,,201512155191,2015-12-15,2015-12-15,2015-12-15,2015-12-15,BP FILED,"('2015-12-15', '2015-12-15', '2015-12-15', '2015-12-15', '2015-12-15', '2015-12-15', '2015-12-15')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,3.0,1.0,,,,
1352,,1298 FITZGERALD AV,4913011,2014-10-10,BP FILED,,,201410108662,2014-10-10,2014-10-10,2014-10-10,2014-10-10,BP FILED,"('2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,9.0,9.0,,,,
15697,,1298 FITZGERALD AVENUE,4913011,2014-10-10,BP FILED,,,201410108662,2014-10-10,2014-10-10,2014-10-10,2014-10-10,BP FILED,"('2014-10-10',)",,"('BP FILED',)",1,2016,Proposed,9.0,9.0,-122.39279599999999,37.7221253373,RM-1,RM-1
11275,,2889 JENNINGS ST,4913011,2014-10-10,BP FILED,,,201410108662,2014-10-10,2014-10-10,2014-10-10,2014-10-10,BP FILED,"('2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10', '2014-10-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,9.0,9.0,-122.392796387,37.7221253373,RM-1,RM-1
1035,,1050 GILMAN AV,4937006A,2015-12-02,BP FILED,,,201512023975,2015-12-02,2015-12-02,2015-12-02,2015-12-02,BP FILED,"('2015-12-02', '2015-12-02', '2015-12-02', '2015-12-02', '2015-12-02', '2015-12-02', '2015-12-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
15589,2008-02-08,1060 GILMAN AV,4937014,2010-11-04,BP REINSTATED,,,200610245911,2006-10-24,2008-02-08,2006-10-24,2010-11-04,BP REINSTATED,"('2008-02-08', '2008-02-08', '2008-02-08', '2008-02-08', '2008-02-08', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,1.0,-122.38915,37.719108699,RH-1,RH-1
1882,,2626 GRIFFITH ST,4937017,2016-01-04,BP FILED,,,201601046276,2016-01-04,2016-01-04,2016-01-04,2016-01-04,BP FILED,"('2016-01-04', '2016-01-04', '2016-01-04', '2016-01-04', '2016-01-04', '2016-01-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,,,,
1811,2013-08-20,1014 GILMAN AV,4937018,2017-03-20,CONSTRUCTION,07/01/2017,2016-06-28,201209109355,2012-09-10,2013-08-20,2012-09-10,2017-03-20,CONSTRUCTION,"('2013-08-20', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2013-10-22', '2016-06-28', '2016-08-09', '2016-12-28', '2017-03-20', '2017-03-20')",1755.0,"('BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,,,RH-1,RH-1
1828,,1115 FITZGERALD AV,4938026A,2016-10-19,BP FILED,,,201610190658,2016-10-19,2016-10-19,2016-10-19,2016-10-19,BP FILED,"('2016-10-19', '2016-10-19', '2016-10-19')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
2339,,6227 03RD ST,4941022,2013-04-26,BP FILED,,,201304265553,2013-04-26,2013-04-26,2013-04-26,2013-04-26,BP FILED,"('2013-04-26', '2013-04-26', '2013-04-26', '2013-04-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,-1.0,,,,
16715,2014-05-23,870 INGERSON AV,4964019,2014-05-23,BP REINSTATED,,,200407027962,2004-07-02,2004-07-02,2004-07-02,2014-05-23,BP REINSTATED,"('2004-07-02', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23', '2014-05-23')",,"('BP FILED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,1.0,-122.390406,37.717930565799996,RH-1,RH-1
1984,,1083 HOLLISTER AV,4965029,2015-11-10,BP FILED,,,201511102331,2015-11-10,2015-11-10,2015-11-10,2015-11-10,BP FILED,"('2015-11-10', '2015-11-10', '2015-11-10', '2015-11-10', '2015-11-10', '2015-11-10', '2015-11-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
1529,,1215 HOLLISTER AV,4967035,2017-05-09,BP FILED,,,201705096094,2017-05-09,2017-05-09,,2017-05-09,BP FILED,"('2017-05-09',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,,,,
1057,,6335 03RD ST,4968036,2015-07-02,BP FILED,,,201507020528,2015-07-02,2015-07-02,2015-07-02,2015-07-02,BP FILED,"('2015-07-02', '2015-07-02', '2015-07-02', '2015-07-02', '2015-07-02', '2015-07-02', '2015-07-02', '2015-07-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,6.0,6.0,,,,
19199,,1042 JAMESTOWN AV,4969015,2009-02-20,CONSTRUCTION,01/01/2010,2009-02-20,200705040508,2007-05-04,2009-02-20,2007-05-04,2009-02-20,CONSTRUCTION,"('2009-02-20', '2009-02-20')",973.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,0.0,-2.0,-122.394272,37.719063,RH-1,RH-1
1924,,758 JAMESTOWN AV,4974008,2016-12-28,BP FILED,,,201612286113,2016-12-28,2016-12-28,2016-12-28,2016-12-28,BP FILED,"('2016-12-28', '2016-12-28', '2016-12-28')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,3.0,3.0,,,,
11637,,750 JAMESTOWN AV,4976019,2009-04-16,CONSTRUCTION,01/01/2016,2009-04-16,200609071583,2006-09-07,2009-04-16,2006-09-07,2009-04-16,CONSTRUCTION,"('2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16', '2009-04-16')",3403.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.38916838899999,37.7156197596,RH-1,RH-1
20433,,5 THOMAS MELLON CIRCLE,4991075,2016-09-20,BP FILED,,,201609208256,2015-10-06,2015-10-06,2015-10-06,2016-09-20,BP FILED,"('2015-10-06', '2015-10-06', '2015-10-06', '2015-10-06', '2016-09-20', '2016-09-20', '2016-09-20', '2016-09-20', '2016-09-20')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,76.0,76.0,-122.39379119899999,37.7099924854,RC-3,RC-3
30765,,5 THOMAS MELLON CR,4991075,2006-03-09,PL FILED,,,,2006-03-09,2006-03-09,2006-03-09,2006-03-09,PL FILED,"('2006-03-09',)",,"('PL FILED',)",3,2009,Proposed,499.0,499.0,-122.392426,37.711106,C-2,C-2
1214,,EXECUTIVE PARK - YERBY CO,4991075,2016-12-01,PL APPROVED,,,MULTIPLE,2015-10-06,2015-10-06,2015-10-06,2016-12-01,PL APPROVED,"('2015-10-06', '2016-12-01', '2016-12-01')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,586.0,586.0,,,,
30158,,601 CRESCENT WY,4991240,2004-01-14,BP FILED,,,200401144041,2004-01-14,2004-01-14,2004-01-14,2004-01-14,BP FILED,"('2004-01-14',)",,"('BP FILED',)",3,2009,Proposed,411.0,411.0,-122.41547,37.734868,RH-1,RH-1
20713,,88 LE CONTE CR,4991264,2014-08-01,BP FILED,,,201408012759,2014-08-01,2014-08-01,2014-08-01,2014-08-01,BP FILED,"('2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,2.0,1.0,-122.39473027,37.7178867142,RH-2,RH-2
646,,833-881 JAMESTOWN,4991277,2007-09-17,CONSTRUCTION,04/01/2015,2007-09-17,9924080S,1991-02-19,2007-09-17,1991-02-19,2007-09-17,CONSTRUCTION,"('2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17', '2007-09-17')",8807.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,132.0,14.0,-122.392222474,37.7171741763,RH-2,RH-2
30531,,101 EXECUTIVE PARK BL,4991279,2009-08-13,CONSTRUCTION,10/01/2009,2009-08-13,200604249742,2005-12-28,2009-08-13,2005-12-28,2009-08-13,CONSTRUCTION,"('2009-08-13',)",1373.0,"('CONSTRUCTION',)",3,2009,Under Construction,133.0,133.0,-122.394775,37.711286,C-2,C-2
11249,,101 EXECUTIVE PARK BL,4991600,2010-10-25,BP FILED,,2010-10-25,200512281146,2003-10-23,2010-09-08,2003-10-23,2010-10-25,BP FILED,"('2010-09-08', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25')",,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,110.0,12.0,-122.395446656,37.7126757546,C-2,C-2
13483,,101 EXECUTIVE PARK BL,4991601,2005-06-16,BP FILED,,,200512281144,2003-10-23,2005-06-16,2003-10-23,2005-06-16,BP FILED,"('2005-06-16', '2005-06-16', '2005-06-16', '2005-06-16')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,81.0,81.0,-122.394775,37.711286,C-2,C-2
12732,,101 EXECUTIVE PARK BL,4991617,2010-10-25,CONSTRUCTION,04/01/2011,2010-04-26,200604249742,2003-10-23 00:00:00,2009-08-13,2003-10-23 00:00:00,2010-10-25,CONSTRUCTION,"('2009-08-13', '2009-08-13', '2010-04-26', '2010-06-11', '2010-09-08', '2010-10-25', '2010-10-25')",2717.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,30.0,340.0,-122.394775,37.711286,C-2,C-2
20415,,490 JAMESTOWN AV (BLDG 1),5000001,2015-10-27,BP FILED,,,201510270921,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,0.0,0.0,-122.38510692700001,37.713344022,P,P
20416,,490 JAMESTOWN AV (BLDG 2),5000001,2015-10-27,BP FILED,,,201510270912,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,63.0,63.0,-122.38510692700001,37.713344022,P,P
20417,,490 JAMESTOWN AV (BLDG 3),5000001,2015-10-27,BP FILED,,,201510270913,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,71.0,71.0,-122.38510692700001,37.713344022,P,P
20418,,490 JAMESTOWN AV (BLDG 4),5000001,2015-10-27,BP FILED,,,201510270914,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,81.0,81.0,-122.38510692700001,37.713344022,P,P
20419,,490 JAMESTOWN AV (BLDG 5),5000001,2015-10-27,BP FILED,,,201510270915,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,58.0,58.0,-122.38510692700001,37.713344022,P,P
20420,,490 JAMESTOWN AV (BLDG 6),5000001,2015-10-27,BP FILED,,,201510270916,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,55.0,55.0,-122.38510692700001,37.713344022,P,P
20421,,490 JAMESTOWN AV (BLDG 7),5000001,2015-10-27,BP FILED,,,201510270917,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,0.0,0.0,-122.38510692700001,37.713344022,P,P
20422,,490 JAMESTOWN AV (BLDG 8),5000001,2015-10-27,BP FILED,,,201510270922,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,0.0,0.0,-122.38510692700001,37.713344022,P,P
20423,,490 JAMESTOWN AV (BLDG 9),5000001,2015-10-27,BP FILED,,,201510270923,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,0.0,0.0,-122.38510692700001,37.713344022,P,P
12245,,HUNTERS POINT SHIPYARD PHASE II,5000001,2015-10-27,BP FILED,,,201510270921,2015-10-27,2015-10-27,,2015-10-27,BP FILED,"('2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27', '2015-10-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,0.0,0.0,-122.385106926,37.7133440211,P,P
30077,2008-08-07,3507 JENNINGS ST,5015019,2008-08-07,BP APPROVED,,,200701262736,2007-01-26,2008-08-07,2007-01-26,2008-08-07,BP APPROVED,"('2008-08-07',)",,"('BP APPROVED',)",3,2009,Building Permit Approved,1.0,1.0,-122.39655,37.718177000000004,RH-1,RH-1
16051,2009-05-19,2175 BAYSHORE BL,5066B003,2009-11-23,BP APPROVED,,,200611036818,2006-11-03,2006-11-03,2006-11-03,2009-11-23,BP APPROVED,"('2006-11-03', '2009-05-19', '2009-05-19', '2009-05-19', '2009-05-19', '2009-05-19', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23', '2009-11-23')",,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,4.0,4.0,-122.40096799999999,37.7124017529,NC-1,NC-1
30540,,2189 BAYSHORE BL,5066B007,2009-03-09,CONSTRUCTION,10/01/2009,2009-03-09,200604148997,2006-04-14,2009-03-09,2006-04-14,2009-03-09,CONSTRUCTION,"('2009-03-09',)",1266.0,"('CONSTRUCTION',)",3,2009,Under Construction,5.0,5.0,-122.40168,37.712178,M-1,M-1
4417,2009-11-23,2175 BAYSHORE BL,5066B020,2009-11-23,BP APPROVED,,,200611036818,2007-02-26,2009-11-23,2007-02-26,2009-11-23,BP APPROVED,"('2009-11-23',)",,"('BP APPROVED',)",2,2015,Building Permit Approved,4.0,4.0,-122.400940472,37.7123955066,NC-1,NC-1
19979,,224 NUEVA AV,5081002,2015-04-28,BP FILED,,,201504284774,2015-04-28,2015-04-28,2015-04-28,2015-04-28,BP FILED,"('2015-04-28', '2015-04-28', '2015-04-28', '2015-04-28', '2015-04-28', '2015-04-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,2.0,1.0,-122.397750762,37.710885589200004,RH-1,RH-1
1564,,359 TOCOLOMA AV,5081010,2016-05-06,BP FILED,,,201605066788,2016-05-06,2016-05-06,2016-05-06,2016-05-06,BP FILED,"('2016-05-06', '2016-05-06', '2016-05-06', '2016-05-06', '2016-05-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
1948,,353 TOCOLOMA AV,5081011,2017-01-06,BP FILED,,,201701066678,2017-01-06,2017-01-06,,2017-01-06,BP FILED,"('2017-01-06', '2017-01-06')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
23871,,SCHLAGE,5087003,2014-08-05,PL APPROVED,,,,2014-07-22,2014-08-05,2014-07-22,2014-08-05,PL APPROVED,"('2014-08-05',)",,"('PL APPROVED',)",4,2014,Proposed,0.0,1679.0,-122.40311000000001,37.70984,MUG/P,MUG/P
1329,,SCHLAGE LOCK,5087003,2014-07-22,PL APPROVED,,,,2014-07-22,2014-07-22,2014-07-22,2014-07-22,PL APPROVED,"('2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22', '2014-07-22')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,1679.0,1679.0,,,,
1476,,2201 BAYSHORE BL,5087004,2016-02-04,PL FILED,,,,2016-02-04,2016-02-04,2016-02-04,2016-02-04,PL FILED,"('2016-02-04', '2016-02-04', '2016-02-04', '2016-02-04', '2016-02-04', '2016-02-04')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,229.0,229.0,,,,
2153,,3433 03RD ST,5203083,2016-04-08,PL FILED,,,,2009-01-27,2016-04-08,2009-01-27,2016-04-08,PL FILED,"('2016-04-08', '2016-04-08', '2016-04-08', '2016-04-08', '2016-04-08', '2016-04-08')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,,,,
23888,,2230 JERROLD AV,5230007,2014-07-31,PL FILED,,,,2014-07-31,2014-07-31,2014-07-31,2014-07-31,PL FILED,"('2014-07-31', '2014-07-31')",,"('PL FILED', 'PL FILED')",4,2014,Proposed,0.0,0.0,-122.400971,37.745306,PDR-2,PDR-2
2474,,1995 EVANS AV,5231002B,2013-03-21,PL APPROVED,,,,2013-03-20,2013-03-21,2013-03-20,2013-03-21,PL APPROVED,"('2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21', '2013-03-21')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,0.0,0.0,,,PDR-2,PDR-2
2001,2015-10-05,1375 EVANS AV,5237013,2015-10-05,BP ISSUED,,,201309308119,2013-09-30,2015-10-05,2013-09-30,2015-10-05,BP ISSUED,"('2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,,,,
19571,2012-12-06,1601 GALVEZ AV,5253001,2015-12-02,CONSTRUCTION,10/01/2016,2015-07-17,201209119461,2012-09-11,2012-09-11,2012-09-11,2015-12-02,CONSTRUCTION,"('2012-09-11', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2015-07-17', '2015-10-26', '2015-12-02', '2015-12-02', '2015-12-02', '2015-12-02')",1481.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,0.0,0.0,-122.388086475,37.740585528000004,PDR-1-B,PDR-1-B
2198,2016-04-18,1665 GALVEZ AV,5253028,2016-10-06,BP ISSUED,,,201511182941,2015-11-18,2015-11-18,2015-11-18,2016-10-06,BP ISSUED,"('2015-11-18', '2015-11-18', '2016-04-18', '2016-04-18', '2016-10-06', '2016-10-06', '2016-10-06')",,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,0.0,0.0,,,,
24761,2007-12-04,1409 HUDSON AV,5258001,2007-12-04,BP ISSUED,,,200512150450,2005-12-15,2007-12-04,2005-12-15,2007-12-04,BP ISSUED,"('2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2012,Building Permit Approved,1.0,1.0,-122.38495400000001,37.737992999999996,RH-1,RH-1
